fa69314f3eb88dae4f57db6cb0765f86790b8f61e8912fe6d7a179f81362657f,540028fd4c4f4601adb6c4900e0964c3ae1bb38e74f9e9ea63cf58f097f5c618,061af2913efa43e657aef6c0a2f62848060255ba6a8440d4d26d6a0375a8c0eb,b373bef911d4dcc3845b28ee4b181652acc79abe9ce4d7915f141e12bbfca673,d241a1d56c151af578d8ab3fa93d7dc0cf7595b5c23eda430e3a9617ce3f8086,92dc58d96ebbe2baf2dad9903ff441b0dc7584631f4e7c1c461a88cbd8f4670c,ff93ae0dbbf9b1c452aaf574c9dae0cf6f4a88b568a0b1d1f0a03629d742c2e2,3aa373320c34f5fd5d640fea08b3ef1b39748e599273dc662c8136ee62d8b638,c1041a2743e9dd4d2efe769265198dc6b7304de96f69d006fe7be1ead6920dc4,ba5128d426c3874d6ce7bbd131169b28e27fa966adade79905682a9d686debf1,7b7591cead7b996938934993c58b0a01ac2432f7a067ec9217da7fa3eb8377c4
"906","","1","10081","","","32","","","","19060077"
"906","","","19060070","","","91","","","","19060078"
"907","1.75","127111","1","-850","0","1","07_shinobu_search","-125","12","19070001"
"907","1.75","113111","1","-850","0","1","07_ruka_float","-180","22","19070002"
"907","1.75","4","4","-850","0","5","07_dokuro_float","-180","22","19070003"
"907","1","11","5","-125","","31","","1","-850","19070004"
"907","1","21","4","-180","","31","","1","-850","19070005"
"907","1","31","4","-180","","31","","1","-850","19070006"
"907","","se_fpc_water_random","se_10053800","","","23","","","1","19070007"
"907","","0","19070006","","","91","","","","19070008"
"907","0.1","07_shinobu_search","127111","","","3","","","1","19070009"
"907","","325","127111","8.38806396344946","","2","","12","-125","19070010"
"907","","325","11","8.38806396344946","","33","","12","-125","19070011"
"907","","","","","","91","","","","19070012"
"907","0.1","07_shinobu_talk_in","127111","07_shinobu_talk_loop","0.1","3","","1","0","19070013"
"907","","0","1","","","93","","","","19070014"
"907","","vo_fpc_20700","vo_fpc","0","","21","","","","19070015"
"907","0","お父さん、どこに行ったのかしら？\nまた何か事件を起こしてないといいけど…","127111","1","0","11","0.5","0","10","19070016"
"907","","","0","","","91","","","","19070017"
"907","","0","0.5","","","93","","","","19070018"
"907","","-150","113111","4.11764705882353","","2","","12","-180","19070019"
"907","","-150","21","4.11764705882353","","33","","12","-180","19070020"
"907","","","","","","91","","","","19070021"
"907","0.1","07_ruka_float2","113111","","","3","","","1","19070022"
"907","","vo_fpc_20701","vo_fpc","0","","21","","","","19070023"
"907","0","くっ、まさかこんな場所でしゃれこうべに\nでくわすなんてね…","113111","1","0","11","0.5","0","10","19070024"
"907","","","0","","","91","","","","19070025"
"907","","0","0.5","","","93","","","","19070026"
"907","","vo_fpc_20702","vo_fpc","0","","21","","","","19070027"
"907","0","アイツの前で取り乱して、\nつい蹴っ飛ばしちまったが…","113111","1","0","11","0.5","0","10","19070028"
"907","","","0","","","91","","","","19070029"
"907","","0","0.5","","","93","","","","19070030"
"907","","vo_fpc_20703","vo_fpc","0","","21","","","","19070031"
"907","0","あれから見当たらないってことは\nちゃんと成仏してりゃいいけども…","113111","1","0","11","0.5","0","10","19070032"
"907","","","0","","","91","","","","19070033"
"907","","0","0.5","","","93","","","","19070034"
"907","0.1","07_ruka_float","113111","","","3","","","1","19070035"
"907","","vo_fpc_20704","vo_fpc","0","","21","","","","19070036"
"907","0","『一緒に』とか『逝こう』とか言ってたし\n何か現世に恨みでもあったのかねえ？","113111","1","0","11","0.5","0","10","19070037"
"907","","","0","","","91","","","","19070038"
"907","","0","0.5","","","93","","","","19070039"
"907","","850","113111","4.52488687782805","","2","","","-180","19070040"
"907","","850","21","4.52488687782805","","33","","","-180","19070041"
"907","","1","113111","","","4","","","","19070042"
"907","0.1","07_ruka_float","113111","","","3","","","1","19070043"
"907","","0","3.2","","","93","","","","19070044"
"907","0.1","07_shinobu_turnFace_in","127111","07_shinobu_turnFace_loop","0.1","3","","1","0","19070045"
"907","","","19070040","","","91","","","","19070046"
"907","","-200","4","3.82352941176471","","2","","","-180","19070047"
"907","","-200","31","3.82352941176471","","33","","","-180","19070048"
"907","","","19070047","","","91","","","","19070049"
"907","0.1","07_shinobu_surprise_in","127111","07_shinobu_surprise_loop","0.1","3","","1","0","19070050"
"907","","vo_fpc_20705","vo_fpc","0","","21","","","","19070051"
"907","0","うう…おね…","4","1","120","11","0.5","0","10","19070052"
"907","","","0","","","91","","","","19070053"
"907","","0","0.5","","","93","","","","19070054"
"907","0.2","07_dokuro_spin","4","","","3","","","1","19070055"
"907","","vo_fpc_20706","vo_fpc","0","","21","","","","19070056"
"907","0","おねーちゃん、いっしょに\nウォータースライダーいかなーい？\nぐへへへ…","4","1","120","11","0.5","0","10","19070057"
"907","","","0","","","91","","","","19070058"
"907","","0","0.5","","","93","","","","19070059"
"907","0.1","07_shinobu_sad_in","127111","07_shinobu_sad_loop","0.1","3","","1","0","19070060"
"907","","vo_fpc_20707","vo_fpc","0","","21","","","","19070061"
"907","0","やっぱり自業自得のようですね…\n放っておきましょう。","127111","1","0","11","0.5","0","10","19070062"
"907","","","0","","","91","","","","19070063"
"907","","0","0.5","","","93","","","","19070064"
"907","0.1","07_shinobu_swim_in","127111","07_shinobu_swim_loop","0.1","3","","1","0","19070065"
"907","","1","11","","","32","","","","19070066"
"907","","850","127111","3.08823529411765","","2","","","-125","19070067"
"907","","850","11","3.08823529411765","","33","","","-125","19070068"
"907","0.3","07_dokuro_float","4","","","3","","","1","19070069"
"907","","850","4","6.17647058823529","","2","","","-180","19070070"
"907","","850","31","6.17647058823529","","33","","","-180","19070071"
"907","","","19070070","","","91","","","","19070072"
"908","1.4875","107811","1","750","0","1","cmn_walk_r","-15","12","19080001"
"908","1.75","126911","1","-900","0","1","cmn_swm_tread","-180","23","19080002"
"908","1.75","5","5","-900","0","5","08_penpokorin","-180","22","19080003"
"908","0","10071","1007","-180","","31","","1","-850","19080004"
"908","1","3","3","-180","","31","","1","-900","19080005"
"908","","se_fpc_water_random","se_10053800","","","23","","","1","19080006"
"908","","","19080005","","","91","","","","19080007"
"908","","-100","126911","5.88235294117647","","2","","12","-180","19080008"
"908","","-100","5","5.88235294117647","","2","","12","-180","19080009"
"908","","-100","3","5.88235294117647","","33","","12","-180","19080010"
"908","","-50","10071","5.88235294117647","","33","","12","-180","19080011"
"908","","0","2.3","","","93","","","","19080012"
"908","","vo_fpc_20800","vo_fpc","0","","21","","","","19080013"
"908","","1","10071","","","32","","","","19080014"
"908","","300","107811","3.30882352941176","","2","","12","-15","19080015"
"908","","","19080015","","","91","","","","19080016"
"908","0.1","08_kyaru_surprise_in","107811","08_kyaru_surprise_loop","0.1","3","","1","0","19080017"
"908","","vo_fpc_20801","vo_fpc","0","","21","","","","19080018"
"908","0","うわっ、あんたそれ…\nミソラの連れてた変な物体じゃない！","107811","1","0","11","0.5","0","10","19080019"
"908","","","0","","","91","","","","19080020"
"908","","0","0.5","","","93","","","","19080021"
"908","","vo_fpc_20802","vo_fpc","0","","21","","","","19080022"
"908","0","なに持ち込んでんのよ！","107811","1","0","11","0.5","0","10","19080023"
"908","","","0","","","91","","","","19080024"
"908","","0","0.5","","","93","","","","19080025"
"908","0.1","08_ranfa_talk","126911","","","3","","","1","19080026"
"908","0.1","08_penpokorin","5","","","3","","","1","19080027"
"908","","vo_fpc_20803","vo_fpc","0","","21","","","","19080028"
"908","0","水に浮くから、浮輪や\nビーチボールのかわりに、って…\n貸してくれたの。","126911","1","0","11","0.5","0","10","19080029"
"908","","","0","","","91","","","","19080030"
"908","","0","0.5","","","93","","","","19080031"
"908","0.1","cmn_swm_tread","126911","","","3","","","1","19080032"
"908","0.1","08_penpokorin","5","","","3","","","1","19080033"
"908","0.1","08_kyaru_talk_in","107811","08_kyaru_talk_loop","0.1","3","","1","0","19080034"
"908","","vo_fpc_20804","vo_fpc","0","","21","","","","19080035"
"908","0","そ、そう…\nそれにしてもそいつ、浮くんだ…","107811","1","0","11","0.5","0","10","19080036"
"908","","","0","","","91","","","","19080037"
"908","","0","0.5","","","93","","","","19080038"
"908","0.1","08_ranfa_talk","126911","","","3","","","1","19080039"
"908","0.1","08_penpokorin","5","","","3","","","1","19080040"
"908","","vo_fpc_20805","vo_fpc","0","","21","","","","19080041"
"908","0","うん、浮く…\n…借り物だから、\n貸してあげられないけれど…\n気になるなら…触ってみる？","126911","1","0","11","0.5","0","10","19080042"
"908","","","0","","","91","","","","19080043"
"908","","0","0.5","","","93","","","","19080044"
"908","0.1","cmn_swm_tread","126911","","","3","","","1","19080045"
"908","0.1","08_penpokorin","5","","","3","","","1","19080046"
"908","0.1","08_kyaru_deny_in","107811","08_kyaru_deny_loop","0.1","3","","1","0","19080047"
"908","","vo_fpc_20806","vo_fpc","0","","21","","","","19080048"
"908","0","いや、いらないから！\nそれ何か怖いのよ、ほんと…","107811","1","0","11","0.5","0","10","19080049"
"908","","","0","","","91","","","","19080050"
"908","","0","0.5","","","93","","","","19080051"
"908","","08_kyaru_run","107811","","","3","","","1","19080052"
"908","","850","107811","2.07390648567119","","2","","","-15","19080053"
"908","","","19080053","","","91","","","","19080054"
"908","","850","126911","4.29864253393665","","2","","","-180","19080055"
"908","","850","5","4.29864253393665","","2","","","-180","19080056"
"908","","850","3","4.29864253393665","","33","","","-180","19080057"
"908","","","19080057","","","91","","","","19080058"
"909","1.75","113611","1","-850","0","1","09_jun_spreadFloat","-125","12","19090001"
"909","1.75","113511","1","-850","1","1","09_cmn_float","-125","12","19090002"
"909","1.75","113411","1","-1050","0","1","09_cmn_float","-180","22","19090003"
"909","1.4875","122811","1","750","1","1","09_misogi_run","-15","12","19090004"
"909","1","11","4","-125","","31","","1","-850","19090005"
"909","1","21","6","-125","","31","","1","-820","19090006"
"909","1","31","6","-180","","31","","1","-1050","19090007"
"909","","se_fpc_water_random","se_10053800","","","23","","","1","19090008"
"909","","0","19090007","","","91","","","","19090009"
"909","","225","113611","6.32352941176471","","2","","12","-125","19090010"
"909","","225","11","6.32352941176471","","33","","12","-125","19090011"
"909","","0","3","","","93","","","","19090012"
"909","","-750","122811","5.65610859728507","","2","","","-15","19090013"
"909","","0","0.7","","","93","","","","19090014"
"909","0.1","09_jun_notice_in","113611","09_jun_notice_loop","0.1","3","","1","0","19090015"
"909","","","19090010","","","91","","","","19090016"
"909","0.1","09_jun_alart_in","113611","09_jun_alart_loop","0.1","3","","1","0","19090017"
"909","","-125","113511","4.26470588235294","","2","","12","-125","19090018"
"909","","-95","21","4.26470588235294","","33","","12","-125","19090019"
"909","","-350","113411","4.11764705882353","","2","","12","-180","19090020"
"909","","-350","31","4.11764705882353","","33","","12","-180","19090021"
"909","","0","0.5","","","93","","","","19090022"
"909","","vo_fpc_20900","vo_fpc","0","","21","","","","19090023"
"909","0","おっと…\nプールサイドを走ったら危ないよ！","113611","1","0","11","0.5","0","10","19090024"
"909","","","0","","","91","","","","19090025"
"909","","0","0.5","","","93","","","","19090026"
"909","","","19090018","","","91","","","","19090027"
"909","0.1","09_jun_idle_in","113611","09_jun_idle_loop","0.1","3","","1","0","19090028"
"909","0.1","09_cmn_float_talk","113511","","","3","","","1","19090029"
"909","","vo_fpc_20901","vo_fpc","0","","21","","","","19090030"
"909","0","あら？\n今、ジュンさんの声がしたような…","113511","1","0","11","0.5","0","10","19090031"
"909","","","0","","","91","","","","19090032"
"909","","0","0.5","","","93","","","","19090033"
"909","","","19090033","","","91","","","","19090034"
"909","0.1","09_cmn_float","113511","","","3","","","1","19090035"
"909","0.1","09_cmn_float_search","113411","","","3","","","1","19090036"
"909","","vo_fpc_20902","vo_fpc","0","","21","","","","19090037"
"909","0","え？　ホント？\nどこだろー？","113411","1","0","11","0.5","0","10","19090038"
"909","","","0","","","91","","","","19090039"
"909","","0","0.5","","","93","","","","19090040"
"909","0.1","09_jun_talk1_loop","113611","","","3","","","1","19090041"
"909","0.1","09_cmn_float","113411","","","3","","","1","19090042"
"909","","vo_fpc_20903","vo_fpc","0","","21","","","","19090043"
"909","0","（ミサト先生とハツネちゃん？\nそういえば鎧姿でしか会ってないな。\nこの姿で会うのは少し気恥ずかしい…）","113611","1","0","11","0.5","0","10","19090044"
"909","","","0","","","91","","","","19090045"
"909","","0","0.5","","","93","","","","19090046"
"909","","vo_fpc_20904","vo_fpc","0","","21","","","","19090047"
"909","0","あのー…\nどなたか探しておられるのですか？","113611","1","0","11","0.5","0","10","19090048"
"909","","","0","","","91","","","","19090049"
"909","","0","0.5","","","93","","","","19090050"
"909","","0","113511","","","4","","","","19090051"
"909","","-125","21","0","","33","","","-125","19090052"
"909","","09_cmn_float_notice","113511","09_cmn_float_talk","0.1","3","","1","0","19090053"
"909","","vo_fpc_20905","vo_fpc","0","","21","","","","19090054"
"909","0","はい、いつも鎧姿の人なんですけど…","113511","1","0","11","0.5","0","10","19090055"
"909","","","0","","","91","","","","19090056"
"909","","0","0.5","","","93","","","","19090057"
"909","0.1","09_cmn_float_smile","113411","","","3","","","1","19090058"
"909","0.1","09_cmn_float","113511","","","3","","","1","19090059"
"909","","vo_fpc_20906","vo_fpc","0","","21","","","","19090060"
"909","0","面白くてかっこいい人なんだ♪","113411","1","0","11","0.5","0","10","19090061"
"909","","","0","","","91","","","","19090062"
"909","","0","0.5","","","93","","","","19090063"
"909","0.3","09_jun_talk2_loop","113611","","","3","","","1","19090064"
"909","0.1","09_cmn_float","113411","","","3","","","1","19090065"
"909","","vo_fpc_20907","vo_fpc","0","","21","","","","19090066"
"909","0","鎧姿ですか…\nそういう人は見かけていませんね…","113611","1","0","11","0.5","0","10","19090067"
"909","","","0","","","91","","","","19090068"
"909","","0","0.5","","","93","","","","19090069"
"909","0.1","09_cmn_float_talk","113511","","","3","","","1","19090070"
"909","","vo_fpc_20908","vo_fpc","0","","21","","","","19090071"
"909","0","そうですかー\n気のせいだったのかしら。","113511","1","0","11","0.5","0","10","19090072"
