bbf2457484e3684ce84e28f4e13fa27b165ea0bd51c271e69d760c6c223b12d5,a9db49723b3addfcf34b362ed0f82c7a59936769ca5e70ee2ef88eec83319cf3,a6921b55d144a217609d4011f658f6599ef2a6b5df5ed1fc68d4af1b6721de61,cd94ebb2d056b022f83bcb22b24d58a869c31c4db39c7351ea59ecdcf22c5cdf,07b38b6dc94ece5d390daa744b01c539bb1bf313669c1584bb30e462e3445ffb,c41832c646754e50ff75a54b7ea2713f2beb82aaa809d59e157e31475c2df761,c93a73447d9c14e343cade27dc5459eb6d2177f351143e33539e34c43341a400,6d532e651052adeb4252ef9ef2773adbd38a153d71b748446408f85258231c02,29c2bcd7dd3b4e91f8032589f914d46f84a82e352924a7174121759364d43b4f,e83d5551d46e0e89dfdb349761990dd1b8d20a980f589bfd6820c8d1bbeea4fc,34ce6a7202cf1fe41839c344bb2ca3093c4acf945427d60bab110b92684a1e8b
"100911","3","14114","1","wac_birthday_idle_sad","","","","0.2","","14114070"
"105611","3","14114","1","wac_birthday_talk_smile","","","","0.2","","14114071"
"vo_wac_14114","21","14114","0","vo_wac_14114_001","0","","","","","14114072"
"105611","11","14114","10","はは、その目に封印された\n誰かさんも、うれし涙は出るんだね？\n手間暇かけて、ケーキを\n準備したかいがあったよ。","1","1","0.5","0","0","14114073"
"0","91","14114","","","","","","","","14114074"
"105611","3","14114","1","wac_birthday_idle_smile","","","","0.2","","14114075"
"100911","3","14114","1","wac_birthday_talk_anger","","","","0.2","","14114076"
"vo_wac_14114","21","14114","0","vo_wac_14114_002","0","","","","","14114077"
"100911","11","14114","10","べ、別に泣いてなどいないぞっ！？\n今はちょっとその、顔についた\n絵の具を拭ってるだけで……！\n見られるのが恥ずかしいわけでは……","1","1","0.5","0","0","14114078"
"0","91","14114","","","","","","","","14114079"
"100911","3","14114","1","wac_birthday_talk_smile","","","","0.2","","14114080"
"vo_wac_14114","21","14114","0","vo_wac_14114_003","0","","","","","14114081"
"100911","11","14114","10","で、でもその……みんな、ありがとう！\n内なる封印が解かれそうなほどの……\n望外の喜びだ！　だから……\n大切に食べる！　味わって食べるぞ！","1","1","0.5","0","0","14114082"
"0","91","14114","","","","","","","","14114083"
"0","22","14114","","","","","","","","14114084"
"bgm_M321","25","14314","","bgm_M321_2C","","","","","","14314001"
"1","1","14314","250","101711","-1000","-70","wac_birthday_idle_normal","2","0","14314002"
"1","1","14314","256","104311","200","-270","wac_birthday_idle_normal","2","1","14314003"
"1","1","14314","258","101011","320","-310","wac_birthday_idle_wish","2","1","14314004"
"1","1","14314","257","101411","450","-290","wac_birthday_idle_smile","2","1","14314005"
"101711","13","14314","","300","","","","","","14314006"
"104311","13","14314","","300","","","","","","14314007"
"501","31","14314","0","501","0","1","","0","","14314008"
"600","31","14314","0","600","0","1","","1","","14314009"
"602","31","14314","0","602","0","1","","0","","14314010"
"603","31","14314","0","603","0","1","","0","","14314011"
"604","31","14314","30","604","60","1","","1","","14314012"
"613","31","14314","0","613","0","1","","1","","14314013"
"700","31","14314","0","700","0","1","","0","","14314014"
"701","31","14314","0","701","0","1","","0","","14314015"
"702","31","14314","0","702","0","1","","0","","14314016"
"800","31","14314","0","800","0","1","","0","","14314017"
"915","31","14314","30","915","60","1","","1","","14314018"
"1","93","14314","","","","","","","","14314019"
"101011","3","14314","0","wac_birthday_reaction_03","wac_birthday_reaction_05","1","","0.2","0.2","14314020"
"0.1","93","14314","","","","","","","","14314021"
"104311","3","14314","0","wac_birthday_reaction_02","wac_birthday_reaction_03","1","","0.2","0.2","14314022"
"101411","3","14314","0","wac_birthday_reaction_01","wac_birthday_reaction_03","1","","0.2","0.2","14314023"
"0.3","93","14314","","","","","","","","14314024"
"101711","3","14314","1","wac_birthday_run_01","","","","0.2","","14314025"
"101711","2","14314","-70","0","3","","","","","14314026"
"2.5","93","14314","","","","","","","","14314027"
"602","32","14314","","1","","","","","","14314028"
"0.6","93","14314","","","","","","","","14314029"
"501","32","14314","","1","","","","","","14314030"
"600","32","14314","","0","","","","","","14314031"
"613","32","14314","","0","","","","","","14314032"
"604","32","14314","","0","","","","","","14314033"
"701","32","14314","","1","","","","","","14314034"
"915","33","14314","0","0","0.01","","","","","14314035"
"101711","3","14314","0","wac_birthday_blowout_02","wac_birthday_wish_02","1","","0.2","0.2","14314036"
"101711","2","14314","-330","-200","0.01","","","","","14314037"
"104311","3","14314","1","wac_birthday_idle_normal","","","","0.2","","14314038"
"104311","2","14314","-320","180","0.01","","","","","14314039"
"101011","3","14314","1","wac_birthday_idle_wish","","","","0.2","","14314040"
"101011","2","14314","-360","300","0.01","","","","","14314041"
"101411","3","14314","1","wac_birthday_idle_smile","","","","0.2","","14314042"
"101411","2","14314","-340","430","0.01","","","","","14314043"
"0","93","14314","","","","","","","","14314044"
"800","32","14314","","1","","","","","","14314045"
"0.7","93","14314","","","","","","","","14314046"
"702","32","14314","","1","","","","","","14314047"
"0.5","93","14314","","","","","","","","14314048"
"se_common","23","14314","0","se_sys_login_birthday_blow_candle","","","","","","14314049"
"701","32","14314","","0","","","","","","14314050"
"0.4","93","14314","","","","","","","","14314051"
"se_common","23","14314","0","se_sys_login_birthday_cracker","","","","","","14314052"
"700","32","14314","","1","","","","","","14314053"
"se_common","23","14314","0","se_sys_login_birthday_calendar_applause","","","","","","14314054"
"104311","3","14314","0","wac_birthday_clap","wac_birthday_idle_normal","1","","0.2","0.2","14314055"
"0.1","93","14314","","","","","","","","14314056"
"101011","3","14314","0","wac_birthday_clap_to_wish","wac_birthday_idle_wish","1","","0.2","0.2","14314057"
"0.1","93","14314","","","","","","","","14314058"
"101411","3","14314","0","wac_birthday_clap","wac_birthday_idle_smile","1","","0.2","0.2","14314059"
"2","93","14314","","","","","","","","14314060"
"1","131","14314","","","","","","","","14314061"
"vo_wac_14314","21","14314","0","vo_wac_14314_000","0","","","","","14314062"
"101711","11","14314","10","わぁっ、この誕生日ケーキ……！\nみんなで作ってくれたさ～？\nこんなでっかいケーキ、\n見たことないさー！","1","1","0.5","0","0","14314063"
"0","91","14314","","","","","","","","14314064"
"101711","3","14314","1","wac_birthday_idle_kyapi","","","","0.2","","14314065"
"104311","3","14314","1","wac_birthday_talk_doya","","","","0.2","","14314066"
"vo_wac_14314","21","14314","0","vo_wac_14314_001","0","","","","","14314067"
"104311","11","14314","10","へへ、慣れないことしちまったけど、\nあたしもちょっと手伝ったんだぜ。\nその、いちご切ったりとかさ……\nほんのちょっとだけだけどな！","1","1","0.5","0","0","14314068"
"0","91","14314","","","","","","","","14314069"
"104311","3","14314","1","wac_birthday_idle_doya","","","","0.2","","14314070"
"101711","3","14314","1","wac_birthday_talk_smile","","","","0.2","","14314071"
"vo_wac_14314","21","14314","0","vo_wac_14314_002","0","","","","","14314072"
"101711","11","14314","10","えへへ、言葉にできないくらい\nうれしいさ～！　この気持ちを\nみんなに伝えるには……\n歌って踊るしかないさー！","1","1","0.5","0","0","14314073"
"0","91","14314","","","","","","","","14314074"
"101711","3","14314","1","wac_birthday_talk_kyapi","","","","0.2","","14314075"
"vo_wac_14314","21","14314","0","vo_wac_14314_003","0","","","","","14314076"
"101711","11","14314","10","ほら、みんなも歌ってほしいさ～！\nそうしてくれたら私、\n今までで一番の踊りを\n披露して見せるから！","1","1","0.5","0","0","14314077"
"0","91","14314","","","","","","","","14314078"
"0","22","14314","","","","","","","","14314079"
"bgm_M321","25","14714","","bgm_M321_2C","","","","","","14714001"
"1","1","14714","250","105611","-1000","-70","wac_birthday_idle_normal","2","0","14714002"
"1","1","14714","256","100911","170","-260","wac_birthday_idle_doya","2","1","14714003"
"1","1","14714","259","105111","250","-310","wac_birthday_idle_normal","2","1","14714004"
"1","1","14714","257","102711","370","-270","wac_birthday_idle_wish","2","1","14714005"
"1","1","14714","258","101311","500","-310","wac_birthday_idle_smile","2","1","14714006"
"105611","13","14714","","300","","","","","","14714007"
"100911","13","14714","","300","","","","","","14714008"
"501","31","14714","0","501","0","1","","0","","14714009"
"600","31","14714","0","600","0","1","","1","","14714010"
"602","31","14714","0","602","0","1","","0","","14714011"
"603","31","14714","0","603","0","1","","0","","14714012"
"604","31","14714","30","604","60","1","","1","","14714013"
"613","31","14714","0","613","0","1","","1","","14714014"
"700","31","14714","0","700","0","1","","0","","14714015"
"701","31","14714","0","701","0","1","","0","","14714016"
"702","31","14714","0","702","0","1","","0","","14714017"
"800","31","14714","0","800","0","1","","0","","14714018"
"916","31","14714","30","916","60","1","","1","","14714019"
"1","93","14714","","","","","","","","14714020"
"105111","3","14714","0","wac_birthday_reaction_01","wac_birthday_reaction_04","1","","0.2","0.2","14714021"
"100911","3","14714","0","wac_birthday_reaction_02","wac_birthday_reaction_03","1","","0.2","0.2","14714022"
"0.1","93","14714","","","","","","","","14714023"
"102711","3","14714","0","wac_birthday_reaction_05","wac_birthday_reaction_03","1","","0.2","0.2","14714024"
"101311","3","14714","0","wac_birthday_reaction_03","wac_birthday_reaction_05","1","","0.2","0.2","14714025"
"0.3","93","14714","","","","","","","","14714026"
"105611","3","14714","1","wac_birthday_run_01","","","","0.2","","14714027"
"105611","2","14714","-70","0","3","","","","","14714028"
"2.5","93","14714","","","","","","","","14714029"
"602","32","14714","","1","","","","","","14714030"
"0.6","93","14714","","","","","","","","14714031"
"501","32","14714","","1","","","","","","14714032"
"600","32","14714","","0","","","","","","14714033"
"613","32","14714","","0","","","","","","14714034"
"604","32","14714","","0","","","","","","14714035"
"701","32","14714","","1","","","","","","14714036"
"916","33","14714","0","0","0.01","","","","","14714037"
"105611","3","14714","0","wac_birthday_blowout_01","wac_birthday_wish_01","1","","0.2","0.2","14714038"
"105611","2","14714","-330","-200","0.01","","","","","14714039"
"100911","3","14714","1","wac_birthday_idle_doya","","","","0.2","","14714040"
"100911","2","14714","-320","150","0.01","","","","","14714041"
"105111","3","14714","1","wac_birthday_idle_normal","","","","0.2","","14714042"
"105111","2","14714","-360","260","0.01","","","","","14714043"
"102711","3","14714","1","wac_birthday_idle_wish","","","","0.2","","14714044"
"102711","2","14714","-320","380","0.01","","","","","14714045"
"101311","3","14714","1","wac_birthday_idle_smile","","","","0.2","","14714046"
"101311","2","14714","-340","500","0.01","","","","","14714047"
"0","93","14714","","","","","","","","14714048"
"800","32","14714","","1","","","","","","14714049"
"0.7","93","14714","","","","","","","","14714050"
"702","32","14714","","1","","","","","","14714051"
"0.5","93","14714","","","","","","","","14714052"
"se_common","23","14714","0","se_sys_login_birthday_blow_candle","","","","","","14714053"
"701","32","14714","","0","","","","","","14714054"
"0.4","93","14714","","","","","","","","14714055"
"se_common","23","14714","0","se_sys_login_birthday_cracker","","","","","","14714056"
"700","32","14714","","1","","","","","","14714057"
"se_common","23","14714","0","se_sys_login_birthday_calendar_applause","","","","","","14714058"
"100911","3","14714","0","wac_birthday_clap","wac_birthday_idle_doya","1","","0.2","0.2","14714059"
"102711","3","14714","0","wac_birthday_clap_to_wish","wac_birthday_idle_wish","1","","0.2","0.2","14714060"
"0.1","93","14714","","","","","","","","14714061"
"105111","3","14714","0","wac_birthday_clap","wac_birthday_idle_normal","1","","0.2","0.2","14714062"
"0.1","93","14714","","","","","","","","14714063"
"101311","3","14714","0","wac_birthday_clap","wac_birthday_idle_smile","1","","0.2","0.2","14714064"
"2","93","14714","","","","","","","","14714065"
"1","131","14714","","","","","","","","14714066"
"vo_wac_14714","21","14714","0","vo_wac_14714_000","0","","","","","14714067"
"105611","11","14714","10","おっと……こいつは驚いた。\nまさかこんな仕込みをしていたなんて。\nアンタらの誕生日は覚えてたが、\n自分のはすっかり忘れちまってたよ。","1","1","0.5","0","0","14714068"
"0","91","14714","","","","","","","","14714069"
"105611","3","14714","1","wac_birthday_idle_smile","","","","0.2","","14714070"
"100911","3","14714","1","wac_birthday_talk_doya","","","","0.2","","14714071"
"vo_wac_14714","21","14714","0","vo_wac_14714_001","0","","","","","14714072"
"100911","11","14714","10","ふっ、ルカには日ごろ世話になってる\nからな！　生誕を祝うのは当然だ！\nちなみに私はローソクを立てたぞ！\n見ろ、完璧なバランスだろう！？","1","1","0.5","0","0","14714073"
"0","91","14714","","","","","","","","14714074"
"100911","3","14714","1","wac_birthday_idle_doya","","","","0.2","","14714075"
"105611","3","14714","1","wac_birthday_talk_smile","","","","0.2","","14714076"
"vo_wac_14714","21","14714","0","vo_wac_14714_002","0","","","","","14714077"
"105611","11","14714","10","ああ、たしかに、こいつはすごい。\nまるで絵の中から飛び出してきた\nみたいじゃないか……ありがとう。\n大切にいただくとするよ。","1","1","0.5","0","0","14714078"
"0","91","14714","","","","","","","","14714079"
"105611","3","14714","1","wac_birthday_talk_doya","","","","0.2","","14714080"
"vo_wac_14714","21","14714","0","vo_wac_14714_003","0","","","","","14714081"
"105611","11","14714","10","そら、アンタたちも食べな。\nせっかく用意してくれた\nごちそうなんだ。みんなで\n景気よく楽しもうじゃないか♪","1","1","0.5","0","0","14714082"
"0","91","14714","","","","","","","","14714083"
"0","22","14714","","","","","","","","14714084"
"bgm_M321","25","16114","","bgm_M321_2C","","","","","","16114001"
"1","1","16114","250","106811","-1000","-70","wac_birthday_idle_normal","2","0","16114002"
