c38f0ba25673dd1b0e305e7d5c7632359f5690c858620d33df53dd8fd3b9a7d6,168d1f4371108b0228d118419630611d8cac129346d12315b52d9985a3d6ab38,9496ad7de84b0d39419f866fe50cc6901cf11e9b592e0328b851eb41443d6d80,e3270245878879859aa15eabb124de04c3226bdeab9a7dc6c77cb8972077b16a,45f78d6e81619cc63e7bbb535512df7bb212d245a2da19b56f50fb80d13943b4,0da889c4f02393254251ef1aca61970d6f6d5536db73241850f746dba2c62090,e24d0d0dfecb59f4d28be5d783fd28555fd6013097af66de159ef488213fc598,91e6cdfed394606b79134ae9fd663499ab217e2b56d9c05bcec89ff9aa8694f1,8850d7f770d42fed7a7a508ea409a11832506b9e6e82431400d748923b17c1c0,477eea0f4bcf35ee29704d1445d6a97aee752bfaf27e9039f72eeef1f71a086c,7330aabbbb58472f1f401d105164cde298fba369c1906c461b47293354168848,05f4db382a452b2c4a56b338029431e1240f532cbef2567d069bb7deb1f7808f,76c09ba8b8f8869b1eec87a1cb2abd60dc7bbd7a4a70719c241873609109c7b7,d10af51b954974f60f5ebbd6b7338b020de32f04b983fbae38bde0ccea8de1e3,ef16b3d454515e8435d78a9a6f0528b4c17b2270bbf7980d46282d03663cb62e,af0a0b9df40fb858badfbe836df8f2a65edb3988542c8fa0b498cceee893d6f2,9ec63d8de2ef0b9f2ad3dc6753ed9eb8e032ca11474c5a16504b61fe443a8c0d,0e6e7cf38a2a9f1e383f6cacb43774eeb777c8660ff048232399dba81ab6dc6f,dc2e230b3549c4d50a4d2158217120d31291a7d6dcbdcac917e8dcca5debaad8
"2485","0","60","206","106701","0","18","11","740","0","0","0","2456","90","0","4","5","14","105"
"2625","0","60","242","106701","0","21","12","740","0","0","0","2922","145","0","4","13","14","115"
"2865","0","60","262","106701","0","29","13","740","0","0","0","3403","205","0","4","16","16","127"
"3005","0","60","284","106701","0","39","14","860","0","0","0","3895","269","0","4","16","18","144"
"3095","0","64","294","106701","0","53","15","980","0","0","0","4406","325","0","4","16","20","162"
"3125","0","64","314","106701","0","66","16","980","0","0","0","4974","384","0","4","16","22","179"
"3125","0","64","344","106701","0","75","17","980","0","0","0","5602","459","0","4","16","22","196"
"3125","0","64","354","106701","0","85","18","980","0","0","0","6284","563","0","4","16","22","214"
"3125","0","64","354","106701","0","96","19","980","0","0","0","7060","692","0","4","16","22","230"
"3125","0","64","354","106701","0","111","20","980","0","0","0","7878","830","0","4","16","22","251"
"3125","0","64","354","106701","0","121","21","1080","0","0","0","8817","1011","0","4","16","22","262"
"3125","0","64","354","106701","0","132","22","1180","0","0","0","9900","1203","0","4","16","22","277"
"3125","0","64","354","106701","0","143","23","1180","0","0","0","11161","1352","0","4","16","22","300"
"3125","0","64","354","106701","0","155","24","1180","0","0","0","12553","1468","0","4","16","22","325"
"3125","0","64","354","106701","0","167","25","1180","0","0","0","14168","1560","0","4","16","22","342"
"3585","0","64","354","106701","0","179","26","1180","0","0","0","15925","1604","0","4","16","22","359"
"4045","0","64","354","106701","0","191","27","1180","0","0","0","17810","1630","0","4","16","22","376"
"4045","0","64","354","106701","0","202","28","1180","0","0","0","19900","1656","0","4","16","22","389"
"4505","0","64","354","106701","0","211","29","1180","0","0","0","22133","1683","0","4","16","22","398"
"4965","0","64","354","106701","0","219","30","1180","0","0","0","24520","1711","0","4","16","22","406"
"5425","0","64","354","106701","0","227","31","1180","0","0","0","27015","1739","0","4","16","22","414"
"5885","0","64","354","106701","0","235","32","1180","0","0","0","29620","1767","0","4","16","22","422"
"6385","0","64","354","106701","0","243","33","1180","0","0","0","32366","1794","0","4","16","22","430"
"7385","0","64","354","106701","0","251","34","1180","0","0","0","35220","1820","0","4","16","22","438"
"7885","0","64","354","106701","0","259","35","1180","0","0","0","38259","1846","0","4","16","22","446"
"7885","0","64","354","106701","0","267","36","1180","0","0","0","41464","1872","0","4","16","22","454"
"8385","0","64","354","106701","0","276","37","1180","0","0","0","44713","1898","0","4","16","22","463"
"9385","0","64","354","106701","0","286","38","1180","0","0","0","47999","1924","0","4","16","22","473"
"95","22","0","0","106801","0","2","2","75","0","0","0","0","0","0","0","0","0","0"
"310","71","0","0","106801","0","6","3","125","0","0","0","0","0","0","0","0","0","2"
"685","176","0","10","106801","0","11","4","155","0","0","0","0","0","0","0","0","0","4"
"1435","289","5","20","106801","0","20","5","155","0","0","0","0","0","0","0","0","0","11"
"2300","499","5","35","106801","0","31","6","245","0","0","0","0","0","0","0","0","0","13"
"3270","746","5","35","106801","0","43","7","715","0","0","0","0","0","0","0","0","0","15"
"4025","1040","5","50","106801","0","57","8","715","0","0","0","0","0","0","3","0","0","23"
"4630","1353","5","65","106801","0","71","9","1115","0","0","20","0","0","0","7","0","9","31"
"4990","1729","30","65","106801","0","80","10","1115","5","0","50","0","0","0","12","0","18","40"
"5610","2167","40","65","106801","0","88","11","1115","5","0","92","0","0","3","17","0","18","49"
"6380","2601","40","65","106801","0","98","12","1115","5","0","134","0","0","19","17","0","21","56"
"6970","3016","40","98","106801","0","110","13","1115","7","0","157","0","0","32","17","0","24","70"
"7430","3540","40","131","106801","0","123","14","1115","7","0","198","0","0","32","17","0","24","81"
"7730","4115","40","143","106801","0","136","15","1115","7","0","264","0","0","32","17","0","24","92"
"7970","4663","40","155","106801","0","151","16","1165","7","0","345","0","0","35","17","0","24","111"
"8335","5186","40","155","106801","0","176","17","1215","7","0","433","0","0","38","17","0","24","133"
"8885","5759","40","155","106801","0","207","18","1215","7","0","537","0","0","38","17","0","24","151"
"9605","6400","40","170","106801","0","236","19","1215","7","0","656","0","0","38","17","0","24","171"
"10275","7112","40","205","106801","0","265","20","1215","7","0","775","0","0","38","17","0","24","194"
"10935","7902","40","245","106801","0","296","21","1215","7","0","896","0","0","38","17","0","24","218"
"11705","8811","40","285","106801","0","332","22","1215","7","0","1004","0","0","38","17","0","24","248"
"12390","9937","40","305","106801","0","367","23","1215","7","0","1075","0","0","38","17","0","24","278"
"13070","11298","40","305","106801","0","390","24","1215","7","0","1136","0","0","38","17","0","24","300"
"13590","12896","40","305","106801","0","404","25","1215","7","0","1199","0","0","38","17","0","24","319"
"14415","14707","40","305","106801","0","410","26","1215","7","0","1238","0","0","38","17","0","24","328"
"15660","16603","40","305","106801","0","415","27","1215","7","0","1262","0","0","38","17","0","24","335"
"16905","18627","40","305","106801","0","420","28","1215","7","0","1286","0","0","38","17","0","24","342"
"18090","20732","40","305","106801","0","435","29","1215","7","0","1311","0","0","38","17","0","24","357"
"19010","22861","40","305","106801","0","465","30","1215","7","0","1337","0","0","38","17","0","24","387"
"19990","25192","40","305","106801","0","485","31","1215","7","0","1363","0","0","38","17","0","24","407"
"21335","27743","40","305","106801","0","490","32","1215","7","0","1389","0","0","38","17","0","24","412"
"22985","30404","40","305","106801","0","490","33","1215","7","0","1414","0","0","38","17","0","24","412"
"24470","33097","40","305","106801","0","505","34","1215","7","0","1438","0","0","38","17","0","24","427"
"25955","35969","40","305","106801","0","520","35","1215","7","0","1462","0","0","38","17","0","24","442"
"27440","38940","40","305","106801","0","536","36","1215","7","0","1486","0","0","38","17","0","24","458"
"28760","41880","40","305","106801","0","568","37","1215","7","0","1510","0","0","38","17","0","24","490"
"30270","45052","40","305","106801","0","584","38","1215","7","0","1534","0","0","38","17","0","24","506"
"95","22","0","0","106901","0","2","2","75","0","0","0","0","0","0","0","0","0","0"
"310","71","0","0","106901","0","6","3","125","0","0","0","0","0","0","0","0","0","2"
"685","176","0","10","106901","0","11","4","155","0","0","0","0","0","0","0","0","0","4"
"1435","289","5","20","106901","0","20","5","155","0","0","0","0","0","0","0","0","0","11"
"2300","499","5","35","106901","0","31","6","245","0","0","0","0","0","0","0","0","0","13"
"3270","746","5","35","106901","0","43","7","715","0","0","0","0","0","0","0","0","0","15"
"4025","1040","5","50","106901","0","57","8","715","0","0","0","0","0","0","3","0","0","23"
"4630","1353","5","65","106901","0","71","9","1115","0","0","20","0","0","0","7","0","9","31"
"4990","1729","30","65","106901","0","80","10","1115","5","0","50","0","0","0","12","0","18","40"
"5610","2167","40","65","106901","0","88","11","1115","5","0","92","0","0","3","17","0","18","49"
"6380","2601","40","65","106901","0","98","12","1115","5","0","134","0","0","19","17","0","21","56"
"6970","3016","40","98","106901","0","110","13","1115","7","0","157","0","0","32","17","0","24","70"
"7430","3540","40","131","106901","0","123","14","1115","7","0","198","0","0","32","17","0","24","81"
"7730","4115","40","143","106901","0","136","15","1115","7","0","264","0","0","32","17","0","24","92"
"7970","4663","40","155","106901","0","151","16","1165","7","0","345","0","0","35","17","0","24","111"
"8335","5186","40","155","106901","0","176","17","1215","7","0","433","0","0","38","17","0","24","133"
"8885","5759","40","155","106901","0","207","18","1215","7","0","537","0","0","38","17","0","24","151"
"9605","6400","40","170","106901","0","236","19","1215","7","0","656","0","0","38","17","0","24","171"
"10275","7112","40","205","106901","0","265","20","1215","7","0","775","0","0","38","17","0","24","194"
"10935","7902","40","245","106901","0","296","21","1215","7","0","896","0","0","38","17","0","24","218"
"11705","8811","40","285","106901","0","332","22","1215","7","0","1004","0","0","38","17","0","24","248"
"12390","9937","40","305","106901","0","367","23","1215","7","0","1075","0","0","38","17","0","24","278"
"13070","11298","40","305","106901","0","390","24","1215","7","0","1136","0","0","38","17","0","24","300"
"13590","12896","40","305","106901","0","404","25","1215","7","0","1199","0","0","38","17","0","24","319"
"14415","14707","40","305","106901","0","410","26","1215","7","0","1238","0","0","38","17","0","24","328"
"15660","16603","40","305","106901","0","415","27","1215","7","0","1262","0","0","38","17","0","24","335"
"16905","18627","40","305","106901","0","420","28","1215","7","0","1286","0","0","38","17","0","24","342"
"18090","20732","40","305","106901","0","435","29","1215","7","0","1311","0","0","38","17","0","24","357"
"19010","22861","40","305","106901","0","465","30","1215","7","0","1337","0","0","38","17","0","24","387"
"19990","25192","40","305","106901","0","485","31","1215","7","0","1363","0","0","38","17","0","24","407"
"21335","27743","40","305","106901","0","490","32","1215","7","0","1389","0","0","38","17","0","24","412"
"22985","30404","40","305","106901","0","490","33","1215","7","0","1414","0","0","38","17","0","24","412"
"24470","33097","40","305","106901","0","505","34","1215","7","0","1438","0","0","38","17","0","24","427"
"25955","35969","40","305","106901","0","520","35","1215","7","0","1462","0","0","38","17","0","24","442"
"27440","38940","40","305","106901","0","536","36","1215","7","0","1486","0","0","38","17","0","24","458"
"28760","41880","40","305","106901","0","568","37","1215","7","0","1510","0","0","38","17","0","24","490"
"30270","45052","40","305","106901","0","584","38","1215","7","0","1534","0","0","38","17","0","24","506"
"55","0","0","0","107001","0","0","2","50","0","0","0","26","0","0","0","0","0","3"
"150","0","0","0","107001","0","0","3","100","0","0","0","94","0","0","0","0","0","7"
"270","0","10","0","107001","0","2","4","100","0","0","0","214","0","0","0","0","0","14"
"450","0","10","0","107001","0","2","5","100","0","0","0","405","0","0","0","0","0","29"
"800","0","10","50","107001","0","4","6","100","0","0","0","634","0","0","0","0","0","42"
"1395","0","15","85","107001","0","8","7","100","0","0","0","894","0","0","0","0","0","56"
"1560","0","30","120","107001","0","10","8","100","0","0","0","1286","0","0","1","0","4","63"
"1700","0","45","155","107001","0","10","9","100","0","0","0","1710","16","0","2","0","9","70"
"1970","0","45","170","107001","0","11","10","520","0","0","0","2145","40","0","4","0","14","82"
"2130","0","45","186","107001","0","11","11","740","0","0","0","2657","85","0","5","5","14","87"
"2230","0","45","222","107001","0","14","12","840","0","0","0","3181","138","0","6","11","14","92"
"2370","0","45","242","107001","0","19","13","840","0","0","0","3714","200","0","6","17","16","99"
"2510","0","45","272","107001","0","23","14","960","0","0","0","4294","276","0","6","17","18","106"
"2540","0","45","282","107001","0","31","15","1080","0","0","0","4899","346","0","6","17","22","115"
"2570","0","45","312","107001","0","36","16","1080","0","0","0","5572","421","0","6","17","22","123"
"2570","0","45","342","107001","0","40","17","1080","0","0","0","6300","493","0","6","17","22","132"
"2570","0","45","372","107001","0","46","18","1080","0","0","0","7084","582","0","6","17","22","141"
"2570","0","45","372","107001","0","51","19","1080","0","0","0","7972","715","0","6","17","22","148"
"2570","0","45","372","107001","0","61","20","1080","0","0","0","8893","872","0","6","17","22","162"
"2570","0","45","372","107001","0","67","21","1180","0","0","0","9912","1074","0","6","17","22","170"
"2570","0","45","372","107001","0","72","22","1280","0","0","0","11109","1292","0","6","17","22","177"
"2570","0","45","372","107001","0","78","23","1280","0","0","0","12432","1476","0","6","17","22","193"
"2570","0","45","372","107001","0","84","24","1280","0","0","0","13907","1619","0","6","17","22","210"
"2570","0","45","372","107001","0","90","25","1280","0","0","0","15617","1728","0","6","17","22","218"
"3030","0","45","372","107001","0","96","26","1280","0","0","0","17457","1800","0","6","17","22","227"
"3030","0","45","372","107001","0","102","27","1280","0","0","0","19492","1845","0","6","17","22","235"
"3030","0","45","372","107001","0","107","28","1280","0","0","0","21690","1877","0","6","17","22","240"
"3490","0","45","372","107001","0","111","29","1280","0","0","0","24012","1910","0","6","17","22","244"
"3490","0","45","372","107001","0","115","30","1280","0","0","0","26533","1944","0","6","17","22","248"
"3950","0","45","372","107001","0","119","31","1280","0","0","0","29112","1978","0","6","17","22","252"
"3950","0","45","372","107001","0","123","32","1280","0","0","0","31854","2012","0","6","17","22","256"
"4450","0","45","372","107001","0","127","33","1280","0","0","0","34687","2045","0","6","17","22","260"
"4950","0","45","372","107001","0","131","34","1280","0","0","0","37669","2077","0","6","17","22","264"
"4950","0","45","372","107001","0","135","35","1280","0","0","0","40856","2109","0","6","17","22","268"
"4950","0","45","372","107001","0","139","36","1280","0","0","0","44155","2141","0","6","17","22","272"
"5450","0","45","372","107001","0","144","37","1280","0","0","0","47499","2173","0","6","17","22","277"
"5950","0","45","372","107001","0","149","38","1280","0","0","0","50947","2205","0","6","17","22","282"
"110","25","0","0","107101","0","2","2","25","0","0","0","0","0","0","0","0","0","0"
"290","89","0","5","107101","0","4","3","75","0","0","0","0","0","0","0","0","0","0"
"755","194","0","10","107101","0","8","4","105","0","0","0","0","0","0","0","0","0","1"
"1295","343","10","30","107101","0","13","5","105","3","0","0","0","0","0","0","0","0","3"
"2160","553","10","45","107101","0","24","6","195","3","0","0","0","0","0","0","0","0","5"
"3130","800","10","45","107101","0","36","7","665","3","0","0","0","0","0","0","0","0","7"
"4020","1132","10","60","107101","0","44","8","900","3","0","0","0","0","0","0","0","0","9"
"4575","1525","10","100","107101","0","53","9","900","3","0","20","0","0","0","0","0","9","11"
