adfca8b45739638dad6ef9881c6c8275b6f5c054af919cc3e905f6be45dfeea2,20d0e94cb87a9ab78b896f1f08cbd4cb83b1850e86d6aa7f1a09aeec6e80b786,6d9e4e0cc2d4df47a6e4fda63757f3ae7fd1cd79344104e369d4ae209d0c772a,9d399c0a7cae78e90c5c4c583f37e868c84c297a95437f817a56dc18b268e44b,e4af8cbd9a081c6f83a9a5c4e6da445707663aae06f8ab740d0082b8334c21a8
"9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92415010","ＨＰ吸収ダウン","794"
"14","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","92415020","風属性ボーナス特大アップ","795"
"boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","92415020","物理防御力（ダウン不可）アップ","796"
"boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92415020","魔法防御力（ダウン不可）アップ","797"
"17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92415020","ＴＰ上昇上限付与","798"
"9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92415020","ＨＰ吸収ダウン","799"
"14","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","92415030","風属性ボーナス特大アップ","800"
"boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","92415030","物理防御力（ダウン不可）アップ","801"
"boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92415030","魔法防御力（ダウン不可）アップ","802"
"17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92415030","ＴＰ上昇上限付与","803"
"9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92415030","ＨＰ吸収ダウン","804"
"14","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","92415110","風属性ボーナス特大アップ","805"
"boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","92415110","物理防御力（ダウン不可）アップ","806"
"boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92415110","魔法防御力（ダウン不可）アップ","807"
"boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","92415110","ＴＰダウンカット","808"
"18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","92415110","ダメージ減衰","809"
"17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92415110","ＴＰ上昇上限付与","810"
"9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92415110","ＨＰ吸収ダウン","811"
"14","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","92415120","風属性ボーナス特大アップ","812"
"boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","92415120","物理防御力（ダウン不可）アップ","813"
"boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92415120","魔法防御力（ダウン不可）アップ","814"
"boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","92415120","ＴＰダウンカット","815"
"18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","92415120","ダメージ減衰","816"
"17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92415120","ＴＰ上昇上限付与","817"
"9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92415120","ＨＰ吸収ダウン","818"
"14","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","92415130","風属性ボーナス特大アップ","819"
"boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","92415130","物理防御力（ダウン不可）アップ","820"
"boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92415130","魔法防御力（ダウン不可）アップ","821"
"boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","92415130","ＴＰダウンカット","822"
"18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","92415130","ダメージ減衰","823"
"17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92415130","ＴＰ上昇上限付与","824"
"9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92415130","ＨＰ吸収ダウン","825"
"14","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","92415140","風属性ボーナス特大アップ","826"
"boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","92415140","物理防御力（ダウン不可）アップ","827"
"boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92415140","魔法防御力（ダウン不可）アップ","828"
"boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","92415140","ＴＰダウンカット","829"
"18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","92415140","ダメージ減衰","830"
"17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92415140","ＴＰ上昇上限付与","831"
"9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92415140","ＨＰ吸収ダウン","832"
"14","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","92415210","風属性ボーナス特大アップ","833"
