e0386b05761a2b3407ea7cbb53b8c20e930a2b86921647db15b65fb021bfae36,c08a22190b17184c569c6e23b6c67db3410565e61c5a40a55ba2ab0b76349291,71114efc0886203c870d9a9d80128cd70977fdde096fb9402b6f42358c0832e6,9a9cd80d1b5f1c83b87fce442505d698d3df78fc79a832eb6f0190329f78963e,152269f117ccd67782e7f0f148f87fe82fc749f2879d5b43e8f5dbc59db49772,30f5846dc0c4041306982b3de5c828931743123b1eddcc0c2dbd4d2f35590bdb,339bead5d990ff9b9ee6d300e8d49c4ebe886e4e3c2fb0cae35baa1caa53e928,e0281db678d2328c8b826f5a2bd1dd69a7b189f3b879caace0c41943bac4671c,cc193e9d18339094cbd21a3f3eed198ab9197363740057f33f2833cae2c89aeb,fd2ddd5e9472e99c7adcd72c417b0c75e15995a1142fdffce60a21c2cf200f3d,aab9d7bde800f891d156babd2feef3b3b0e1fb0b8895fcb48437fc4ecee866a8
"0","4511","106411","256","4511003","wac_default_bot_81","-350","1","2","-330","1"
"0","4511","105911","254","4511004","wac_default_bot_91","-350","1","2","340","1"
"0","4511","111","203","4511005","wac_default_34","-325","5","2","-167","1"
"0","4511","113","201","4511006","wac_default_bot_52","-325","5","2","230","1"
"0","4511","114","255","4511007","wac_default_81","-350","5","2","-330","1"
"0","4511","115","253","4511008","wac_default_93","-350","5","2","340","1"
"","4511","300","","4511009","","","13","","","106411"
"","4511","300","","4511010","","","13","","","105911"
"","4511","300","","4511011","","","13","","","105811"
"","4511","300","","4511012","","","13","","","106011"
"","4511","6","0","4511013","","1","31","1","0","6"
"","4511","10","0","4511014","","1","31","0","0","10"
"","4511","17","0","4511015","","1","31","0","0","17"
"","4511","wac_paint_bot_31","0","4511016","","0","3","0.2","","106011"
"","4511","wac_paint_bot_34","0","4511017","","0","3","0.2","","111"
"","4511","wac_paint_bot_51","0","4511018","","0","3","0.2","","105811"
"","4511","wac_paint_bot_52","0","4511019","","0","3","0.2","","113"
"","4511","wac_paint_bot_81","0","4511020","","0","3","0.2","","106411"
"","4511","wac_paint_81","0","4511021","","0","3","0.2","","114"
"","4511","wac_paint_bot_91","0","4511022","","0","3","0.2","","105911"
"","4511","wac_paint_93","0","4511023","","0","3","0.2","","115"
"","4511","0","","4511024","","","93","","","0"
"","4511","1","","4511025","","","32","","","17"
"","4511","se_sys_login_birthday_calendar_smallbrush","0","4511026","","","23","","","se_common"
"","4511","","","4511027","","","131","","","1"
"","4512","wac_idle_smile_L","1","4512001","","","3","0","","106411"
"","4512","wac_idle_wish_L","1","4512002","","","3","0","","105911"
"","4512","wac_idle_kyapi","1","4512003","","","3","0","","105811"
"","4512","wac_idle_doya","1","4512004","","","3","0","","106011"
"","4512","wac_no_items","1","4512005","","","3","0","","111"
"","4512","wac_no_items","1","4512006","","","3","0","","113"
"","4512","wac_no_items","1","4512007","","","3","0","","114"
"","4512","wac_no_items","1","4512008","","","3","0","","115"
"","4512","-335","-360","4512009","","","2","","0","106411"
"","4512","-190","-335","4512010","","","2","","0","105911"
"","4512","190","-335","4512011","","","2","","0","105811"
"","4512","350","-360","4512012","","","2","","0","106011"
"","4512","-335","-360","4512013","","","2","","0","111"
"","4512","-190","-335","4512014","","","2","","0","113"
"","4512","190","-335","4512015","","","2","","0","114"
"","4512","350","-360","4512016","","","2","","0","115"
"","4512","0","","4512017","","","32","","","6"
"","4512","1","","4512018","","","32","","","10"
"","4512","0","","4512019","","","32","","","17"
"","4512","wac_talk_kyapi_in","0","4512020","","1","3","0.2","wac_talk_kyapi_loop","105811"
"","4512","vo_wac_220331_000","0","4512021","","","21","","0","vo_wac_220331"
"0","4512","ふぅ。今日のお絵かき終了です。\n今日もいい感じに描けました！\nやばいですね☆","10","4512022","0.5","1","11","0","1","105811"
"","4512","","","4512023","","","91","","","0"
"","4512","wac_idle_kyapi","1","4512024","","1","3","0.2","","105811"
"","4512","wac_talk_doya_in","0","4512025","","1","3","0.2","wac_talk_doya_loop","106011"
"","4512","vo_wac_220331_001","0","4512026","","","21","","0","vo_wac_220331"
"0","4512","はぁ～っ、疲れたぁ……\nでも、苦労したぶん\nいい仕上がりになったんじゃない？\nそれなりに楽しかったし。","10","4512027","0.5","1","11","0","1","106011"
"","4512","","","4512028","","","91","","","0"
"","4512","wac_idle_doya","1","4512029","","1","3","0.2","","106011"
"","4512","wac_talk_smile_in_L","0","4512030","","1","3","0.2","wac_talk_smile_loop_L","106411"
"","4512","vo_wac_220331_002","0","4512031","","","21","","0","vo_wac_220331"
"0","4512","そうね、とっても楽しかったわ！\n時間を忘れて熱中しちゃったもの。","10","4512032","0.5","1","11","0","1","106411"
"","4512","","","4512033","","","91","","","0"
"","4512","wac_idle_smile_L","1","4512034","","1","3","0.2","","106411"
"","4512","wac_talk_wish_in_L","0","4512035","","1","3","0.2","wac_talk_wish_loop_L","105911"
"","4512","vo_wac_220331_003","0","4512036","","","21","","0","vo_wac_220331"
"0","4512","きっとランドソルのかたがたにも\nお喜びいただけるはずです。\nそれでは、一仕事終えたことですし……\nお食事にいたしましょう♪","10","4512037","0.5","1","11","0","1","105911"
"","4512","","","4512038","","","91","","","0"
"","4512","0","","4512039","","","22","","","0"
"","4512","","","4512040","","","111","","",""
"","4513","wac_idle_smile_L","1","4513001","","","3","0.2","","106411"
"","4513","wac_idle_wish_L","1","4513002","","","3","0.2","","105911"
"","4513","wac_idle_kyapi","1","4513003","","","3","0.2","","105811"
"","4513","wac_idle_doya","1","4513004","","","3","0.2","","106011"
"","4513","wac_no_items","1","4513005","","","3","0.2","","111"
"","4513","wac_no_items","1","4513006","","","3","0.2","","113"
"","4513","wac_no_items","1","4513007","","","3","0.2","","114"
"","4513","wac_no_items","1","4513008","","","3","0.2","","115"
"","4513","-335","-360","4513009","","","2","","0","106411"
"","4513","-190","-335","4513010","","","2","","0","105911"
"","4513","190","-335","4513011","","","2","","0","105811"
"","4513","350","-360","4513012","","","2","","0","106011"
"","4513","-335","-360","4513013","","","2","","0","111"
"","4513","-190","-335","4513014","","","2","","0","113"
"","4513","190","-335","4513015","","","2","","0","114"
"","4513","350","-360","4513016","","","2","","0","115"
"","4513","0","","4513017","","","32","","","6"
"","4513","1","","4513018","","","32","","","10"
"","4513","0","","4513019","","","32","","","17"
"","4513","","","4513020","","","91","","","0"
"0","4611","100411","202","4611001","wac_default_11","-212.75","1","2","-108","1"
"0","4611","111","201","4611002","wac_default_11","-212.75","5","2","-108","1"
"","4611","1","0","4611003","","1","31","1","0","1"
"","4611","2","0","4611004","","1","31","0","0","2"
"","4611","11","0","4611005","","1","31","0","0","11"
"","4611","wac_paint_11","0","4611006","","0","3","0.2","","100411"
"","4611","wac_paint_11","0","4611007","","0","3","0.2","","111"
"","4611","0","","4611008","","","93","","","0.3"
"","4611","1","","4611009","","","32","","","11"
"","4611","se_10035700_roller","0","4611010","","","23","","","se_10035700"
"","4611","300","","4611011","","","13","","","100411"
"","4611","","","4611012","","","131","","","1"
"","4612","wac_talk_kyapi_in","0","4612001","","1","3","0.2","wac_talk_kyapi_loop","100411"
"","4612","wac_no_items","1","4612002","","","3","0.2","","111"
"","4612","200","-340","4612003","","","2","","0","100411"
"","4612","200","-340","4612004","","","2","","0","111"
"","4612","0","","4612005","","","32","","","1"
"","4612","1","","4612006","","","32","","","2"
"","4612","0","","4612007","","","32","","","11"
"","4612","vo_wac_220401_000","0","4612008","","","21","","0","vo_wac_220401"
"0","4612","あはははっ！\n描き放題って楽しいなー！","10","4612009","0.5","1","11","0","1","100411"
"","4612","","","4612010","","","91","","","0"
"","4612","vo_wac_220401_001","0","4612011","","","21","","0","vo_wac_220401"
"0","4612","誰にも怒られないし\nじゃまもされないもんね♪\nえへへ、好きなだけ描けるって\n最高だね！","10","4612012","0.5","1","11","0","1","100411"
"","4612","","","4612013","","","91","","","0"
"","4612","0","","4612014","","","22","","","0"
"","4613","wac_idle_kyapi","1","4613001","","","3","0.2","","100411"
"","4613","wac_no_items","1","4613002","","","3","0.2","","111"
"","4613","200","-340","4613003","","","2","","0","100411"
"","4613","200","-340","4613004","","","2","","0","111"
"","4613","0","","4613005","","","32","","","1"
"","4613","1","","4613006","","","32","","","2"
"","4613","0","","4613007","","","32","","","11"
"","4613","","","4613008","","","91","","","0"
"0","4711","103611","202","4711001","wac_default_01","-212.75","1","2","-108","1"
"0","4711","111","201","4711002","wac_default_01","-212.75","5","2","-108","1"
"","4711","1","0","4711003","","1","31","1","0","1"
"","4711","2","0","4711004","","1","31","0","0","2"
"","4711","11","0","4711005","","1","31","0","0","11"
"","4711","wac_paint_01","0","4711006","","0","3","0.2","","103611"
"","4711","wac_paint_01","0","4711007","","0","3","0.2","","111"
"","4711","0","","4711008","","","93","","","0"
"","4711","1","","4711009","","","32","","","11"
"","4711","se_10035700_brush","0","4711010","","","23","","","se_10035700"
"","4711","300","","4711011","","","13","","","103611"
"","4711","","","4711012","","","131","","","1"
"","4712","wac_talk_doya_in","0","4712001","","1","3","0.2","wac_talk_doya_loop","103611"
"","4712","wac_no_items","1","4712002","","","3","0.2","","111"
"","4712","200","-340","4712003","","","2","","0","103611"
"","4712","200","-340","4712004","","","2","","0","111"
"","4712","0","","4712005","","","32","","","1"
"","4712","1","","4712006","","","32","","","2"
"","4712","0","","4712007","","","32","","","11"
"","4712","vo_wac_220402_000","0","4712008","","","21","","0","vo_wac_220402"
"0","4712","うん！　上手に描けました！\n公共事業って聞いたときは\n緊張しちゃったけど……\nやってみると、とっても楽しいな♪","10","4712009","0.5","1","11","0","1","103611"
"","4712","","","4712010","","","91","","","0"
"","4712","vo_wac_220402_001","0","4712011","","","21","","0","vo_wac_220402"
"0","4712","芸術も大事な勉強だもんね。\nもっといい絵が描けるように\n帰ったら練習をしないと……！","10","4712012","0.5","1","11","0","1","103611"
"","4712","","","4712013","","","91","","","0"
"","4712","0","","4712014","","","22","","","0"
"","4713","wac_idle_doya","1","4713001","","","3","0.2","","103611"
"","4713","wac_no_items","1","4713002","","","3","0.2","","111"
"","4713","200","-340","4713003","","","2","","0","103611"
"","4713","200","-340","4713004","","","2","","0","111"
"","4713","0","","4713005","","","32","","","1"
"","4713","1","","4713006","","","32","","","2"
"","4713","0","","4713007","","","32","","","11"
"","4713","","","4713008","","","91","","","0"
"0","4811","103611","202","4811001","wac_default_31","-80","1","2","-167","1"
"0","4811","100411","254","4811002","wac_default_41","-211","1","2","-64","1"
"0","4811","102011","252","4811003","wac_default_51","-211","1","2","230","1"
"0","4811","111","201","4811004","wac_default_32","-80","5","2","-167","1"
"0","4811","112","253","4811005","wac_default_47","-211","5","2","-64","1"
"0","4811","113","251","4811006","wac_default_51","-211","5","2","230","1"
"","4811","300","","4811007","","","13","","","102011"
"","4811","300","","4811008","","","13","","","103611"
"","4811","300","","4811009","","","13","","","100411"
"","4811","9","0","4811010","","1","31","1","0","9"
"","4811","10","0","4811011","","1","31","0","0","10"
"","4811","16","0","4811012","","1","31","0","0","16"
"","4811","wac_paint_31","0","4811013","","0","3","0.2","","103611"
"","4811","wac_paint_32","0","4811014","","0","3","0.2","","111"
"","4811","wac_paint_41","0","4811015","","0","3","0.2","","100411"
"","4811","wac_paint_47","0","4811016","","0","3","0.2","","112"
"","4811","wac_paint_51","0","4811017","","0","3","0.2","","102011"
"","4811","wac_paint_51","0","4811018","","0","3","0.2","","113"
"","4811","0","","4811019","","","93","","","0"
"","4811","1","","4811020","","","32","","","16"
"","4811","se_sys_login_birthday_calendar_smallbrush","0","4811021","","","23","","","se_common"
"","4811","","","4811022","","","131","","","1"
"","4812","wac_idle_smile","1","4812001","","","3","0","","102011"
"","4812","wac_idle_doya_L","1","4812002","","","3","0","","103611"
"","4812","wac_idle_kyapi","1","4812003","","","3","0","","100411"
"","4812","wac_no_items","1","4812004","","","3","0","","111"
"","4812","wac_no_items","1","4812005","","","3","0","","112"
"","4812","wac_no_items","1","4812006","","","3","0","","113"
"","4812","190","-335","4812007","","","2","","0","102011"
"","4812","-190","-360","4812008","","","2","","0","103611"
"","4812","350","-360","4812009","","","2","","0","100411"
"","4812","190","-335","4812010","","","2","","0","111"
"","4812","-190","-360","4812011","","","2","","0","112"
"","4812","350","-360","4812012","","","2","","0","113"
"","4812","0","","4812013","","","32","","","9"
"","4812","1","","4812014","","","32","","","10"
"","4812","0","","4812015","","","32","","","16"
"","4812","wac_talk_smile_in","0","4812016","","1","3","0.2","wac_talk_smile_loop","102011"
"","4812","vo_wac_220403_000","0","4812017","","","21","","0","vo_wac_220403"
"0","4812","できたできた～♪\n今日のぶんもじょうずにかけたね！\nみんなでお絵描きするのたのしいな～♪","10","4812018","0.5","1","11","0","1","102011"
"","4812","","","4812019","","","91","","","0"
"","4812","wac_idle_smile","1","4812020","","1","3","0.2","","102011"
"","4812","wac_talk_kyapi_in","0","4812021","","1","3","0.2","wac_talk_kyapi_loop","100411"
"","4812","vo_wac_220403_001","0","4812022","","","21","","0","vo_wac_220403"
"0","4812","ねーねー！　せっかくこんなに\nすごいの描いたんだから、\nこのへんにリトルリリカルさんじょー！\nって、でっかく書いとこうよ～！","10","4812023","0.5","1","11","0","1","100411"
"","4812","","","4812024","","","91","","","0"
"","4812","wac_idle_kyapi","1","4812025","","1","3","0.2","","100411"
"","4812","wac_talk_sad_in_L","0","4812026","","1","3","0.2","wac_talk_sad_loop_L","103611"
"","4812","vo_wac_220403_002","0","4812027","","","21","","0","vo_wac_220403"
"0","4812","だ、ダメだよ、ミソギ！\nこれは公共事業なんだから……\nほら、ちゃんとお片付けもしないと。\nふたりとも、手伝って！","10","4812028","0.5","1","11","0","1","103611"
"","4812","","","4812029","","","91","","","0"
"","4812","0","","4812030","","","22","","","0"
"","4812","","","4812031","","","111","","",""
"","4813","wac_idle_smile","1","4813001","","","3","0.2","","102011"
"","4813","wac_idle_sad_L","1","4813002","","","3","0.2","","103611"
"","4813","wac_idle_kyapi","1","4813003","","","3","0.2","","100411"
"","4813","wac_no_items","1","4813004","","","3","0.2","","111"
"","4813","wac_no_items","1","4813005","","","3","0.2","","112"
