86ece292d2d0f620dfeff38b97dbe371fa6f194c1dc9cadca323ca41a9a53c04,a630e132c61e3fd5d1c80693f158ddfb8bd240ca43bb13788bcfb7e585a755a2,9772ef805cf92dcfb417afb4ee63b9af320c192fe6ea4d80d2107815a912eb03,bb7f3536fbc827b3da06fa3d97d5d0f5bf58851588138f458835b61888fd3343,ae04335d3a4732c85835a823c7e6a24ab62319ca969e89ff8096cf32e53c7a76,6b9397211f1fc973741eb634e4cc30d25e350287201a859a2eb32b36939e787b,2b2993ef73dfb5668d10678b4a9cf7822d0b348b316923867082051648b4bc16,ee75cf91125dbc0f1ef8f4684b25848e59f9a010a55141ba526a5d4eb580d357,48f177966e689178bca2951545efdf65e4e5b8fddc819aa176ed74d1381219fd,cb58a2d71fd78fa702495d8d5d0a7776a661d26db32d8832a96d77d752b84a7e,1cb70445aeddc34de00b14c25073b277309dca62d678e18a47932982093cf669
"3","0","1009806","1009806086","0.2","lsv_idle_normal","122711","","0","1","lsv_choice"
"3","0","1009806","1009806087","0.2","lsv_idle_normal","122911","","0","1","lsv_choice"
"3","0","1009806","1009806088","0.2","lsv_idle_normal","122811","","0","1","lsv_choice"
"93","","1009806","1009806089","","","0.1","","","","0"
"2","-235","1009806","1009806090","0.2","0.33","122711","","","2","-200"
"2","-220","1009806","1009806091","0.2","0.33","122911","","","2","100"
"2","-250","1009806","1009806092","0.2","0.33","122811","","","2","270"
"93","","1009806","1009806093","","","0.7","","","","0"
"3","1","1009806","1009806094","","","122811","","0.2","","lsv_talk_memory_dere2"
"21","0","1009806","1009806095","","0","vo_lsv","","","","vo_lsv_0629"
"11","10","1009806","1009806096","0","1","122811","0","0","1","あ～、焼きそば～！"
"91","","1009806","1009806097","","","0","","","",""
"3","1","1009806","1009806098","","","122811","","0.2","","lsv_idle_memory"
"3","0","1009806","1009806099","0.2","lsv_idle_normal_joyR","122911","","0","1","lsv_smile2"
"21","0","1009806","1009806100","","0","vo_lsv","","","","vo_lsv_0630"
"11","10","1009806","1009806101","0","1","122911","0","0","1","おいしいよね～♪"
"91","","1009806","1009806102","","","0","","","",""
"3","1","1009806","1009806103","","","122711","","0.2","","lsv_talk_joy3_dere"
"21","0","1009806","1009806104","","0","vo_lsv","","","","vo_lsv_0631"
"11","10","1009806","1009806105","0","1","122711","0","0","1","あのソースの香り…\n思い出しただけで\nお腹が空いちゃう…！"
"91","","1009806","1009806106","","","0","","","",""
"3","1","1009806","1009806107","","","122711","","0.2","","lsv_idle_joy_dere2"
"101","","1009806","1009806108","","","1009806133","","","",""
"3","0","1009806","1009806109","0.2","lsv_idle_normal","122711","","0","1","lsv_choice"
"3","0","1009806","1009806110","0.2","lsv_idle_normal","122911","","0","1","lsv_choice"
"3","0","1009806","1009806111","0.2","lsv_idle_normal","122811","","0","1","lsv_choice"
"93","","1009806","1009806112","","","0.1","","","","0"
"2","-235","1009806","1009806113","0.2","0.33","122711","","","2","-200"
"2","-220","1009806","1009806114","0.2","0.33","122911","","","2","100"
"2","-250","1009806","1009806115","0.2","0.33","122811","","","2","270"
"93","","1009806","1009806116","","","0.7","","","","0"
"3","0","1009806","1009806117","0.2","lsv_exactly_joy_loop","122811","","0","1","lsv_exactly_joy_in"
"21","0","1009806","1009806118","","0","vo_lsv","","","","vo_lsv_0632"
"11","10","1009806","1009806119","0","1","122811","0","0","1","うんうん、それそれ！\n夏といえば、\nあのシュワシュワだよー♪"
"91","","1009806","1009806120","","","0","","","",""
"3","1","1009806","1009806121","","","122811","","0.2","","lsv_idle_joy"
"3","1","1009806","1009806122","","","122911","","0.2","","lsv_talk_surprise_dere"
"21","0","1009806","1009806123","","0","vo_lsv","","","","vo_lsv_0633"
"11","10","1009806","1009806124","0","1","122911","0","0","1","ミミはシュワシュワが\nやさしいラムネが\nいいな～"
"91","","1009806","1009806125","","","0","","","",""
"3","1","1009806","1009806126","","","122911","","0.2","","lsv_idle_surprise_joy"
"3","1","1009806","1009806127","","","122711","","0.2","","lsv_talk_normal"
"21","0","1009806","1009806128","","0","vo_lsv","","","","vo_lsv_0634"
"11","10","1009806","1009806129","0","1","122711","0","0","1","せっかくだし、\nみんなで飲みにいこっか。\nもっと涼しくなれるかも。"
"91","","1009806","1009806130","","","0","","","",""
"3","1","1009806","1009806131","","","122711","","0.2","","lsv_idle_normal"
"101","","1009806","1009806132","","","1009806133","","","",""
"91","","1009806","1009806133","","","0","","","",""
"102","","1009806","1009806134","","","","","","",""
"22","","1009806","1009806135","","","0","","","","0.2"
"93","","1009806","1009806136","","","0.2","","","",""
"12","1","1009806","1009806137","0","0","122711","0","0","0","10"
"3","1","1009806","1009806138","","","122711","","0.2","","lsv_talk_bitter"
"93","","1009806","1009806139","","","3","","","","0"
"3","1","1009806","1009806140","","","122711","","0.2","","lsv_idle_surprise_talkjoy"
"12","1","1009806","1009806141","0","0","122811","0","0","0","8"
"3","1","1009806","1009806142","","","122811","","0.2","","lsv_talk_memory"
"93","","1009806","1009806143","","","3","","","","0"
"3","1","1009806","1009806144","","","122811","","0.2","","lsv_idle_joy"
"12","1","1009806","1009806145","0","0","122911","0","0","0","6"
"3","1","1009806","1009806146","","","122911","","0.2","","lsv_talk_wish_joy"
"93","","1009806","1009806147","","","3","","","","0"
"3","1","1009806","1009806148","","","122911","","0.2","","lsv_idle_normal_joyR"
"101","","1009806","1009806149","","","1009806137","","","",""
"6","1","1009806","1009806150","0","1","333","","1","0","1"
"4","","1009806","1009806151","","","122711","","","","1"
"3","1","1009806","1009806152","","","122711","","0.2","","lsv_run"
"2","-235","1009806","1009806153","","0.8","122711","","","0","-750"
"4","","1009806","1009806154","","","122911","","","","0"
"3","1","1009806","1009806155","","","122911","","0.2","","lsv_run"
"2","-220","1009806","1009806156","","0.8","122911","","","0","750"
"4","","1009806","1009806157","","","122811","","","","0"
"3","1","1009806","1009806158","","","122811","","0.2","","lsv_run"
"2","-250","1009806","1009806159","","0.8","122811","","","0","850"
"93","","1009806","1009806160","","","0.6","","","",""
"6","1","1009806","1009806161","0","1","122711","","0.2","0","1"
"6","1","1009806","1009806162","0","1","122911","","0.2","0","1"
"6","1","1009806","1009806163","0","1","122811","","0.2","0","1"
"91","","1009806","1009806164","","","0","","","",""
"1","102","1009807","1009807001","0","-650","1","lsv_idle_normal","1.95","-235","102011"
"1","100","1009807","1009807002","1","650","1","lsv_idle_normal","1.95","-220","100411"
"1","101","1009807","1009807003","1","750","1","lsv_idle_normal","1.95","-250","103611"
"5","0","1009807","1009807004","0","0","1","lsv_white_loop","1","0","333"
"6","1","1009807","1009807005","0","1","333","","0","0","1"
"6","1","1009807","1009807006","0","1","102011","","0","0","1"
"6","1","1009807","1009807007","0","1","100411","","0","0","1"
"6","1","1009807","1009807008","0","1","103611","","0","0","1"
"93","","1009807","1009807009","","","1","","","","0"
"6","1","1009807","1009807010","0","1","333","","0.8","0.4","1"
"3","1","1009807","1009807011","","","102011","","0.2","","lsv_walk_joy"
"2","-235","1009807","1009807012","","2","102011","","","0","-200"
"6","1","1009807","1009807013","0","1","102011","","0.4","1","1"
"3","1","1009807","1009807014","","","100411","","0.2","","lsv_walk"
"2","-220","1009807","1009807015","","2","100411","","","0","100"
"6","1","1009807","1009807016","0","1","100411","","0.4","1","1"
"3","1","1009807","1009807017","","","103611","","0.2","","lsv_walk"
"2","-250","1009807","1009807018","","2","103611","","","0","270"
"6","1","1009807","1009807019","0","1","103611","","0.4","1","1"
"93","","1009807","1009807020","","","2","","","","0"
"3","1","1009807","1009807021","","","102011","","0.2","","lsv_idle_wish_joyR"
"3","1","1009807","1009807022","","","100411","","0.2","","lsv_idle_normal"
"3","1","1009807","1009807023","","","103611","","0.2","","lsv_idle_normal"
"93","","1009807","1009807024","","","0.6","","","","0"
"3","1","1009807","1009807025","","","102011","","0.2","","lsv_talk_wish_joy"
"21","0","1009807","1009807026","","0","vo_lsv","","","","vo_lsv_0721"
"11","10","1009807","1009807027","0","1","102011","0","0","1","みゅ～ちゃんも\nプチグリフォンさんも、\nとってもよろこんでたね～♪"
"91","","1009807","1009807028","","","0","","","",""
"3","1","1009807","1009807029","","","102011","","0.2","","lsv_idle_wish_joyR"
"3","1","1009807","1009807030","","","103611","","0.2","","lsv_talk_surprise_talkjoy"
"21","0","1009807","1009807031","","0","vo_lsv","","","","vo_lsv_0722"
"11","10","1009807","1009807032","0","1","103611","0","0","1","みゅ～ちゃんの順応性が\n高いことがわかったのも\n大きな発見だったよ。"
"91","","1009807","1009807033","","","0","","","",""
"3","1","1009807","1009807034","","","103611","","0.2","","lsv_idle_surprise_doya"
"3","0","1009807","1009807035","0.2","lsv_talk_arm_crossed_loop2","100411","","0","1","lsv_talk_arm_crossed2"
"21","0","1009807","1009807036","","0","vo_lsv","","","","vo_lsv_0723"
"11","10","1009807","1009807037","0","1","100411","0","0","1","今まではミソギたちとしか\nお話してなかったから\n気がつかなかったもんね。"
"91","","1009807","1009807038","","","0","","","",""
"3","1","1009807","1009807039","","","100411","","0.2","","lsv_idle_arm_crossed"
"3","1","1009807","1009807040","","","103611","","0.2","","lsv_talk_joy1_normal"
"21","0","1009807","1009807041","","0","vo_lsv","","","","vo_lsv_0724"
"11","10","1009807","1009807042","0","1","103611","0","0","1","やっぱり情報収集のやり方を\n変えて正解だったね。"
"91","","1009807","1009807043","","","0","","","",""
"3","1","1009807","1009807044","","","103611","","0.2","","lsv_idle_normal_suprise1"
"3","0","1009807","1009807045","0.2","lsv_talk_guts2_loop","100411","","0","1","lsv_talk_guts2"
"21","0","1009807","1009807046","","0","vo_lsv","","","","vo_lsv_0725"
"11","10","1009807","1009807047","0","1","100411","0","0","1","あ、そうだ！　ついでに他にも\n変えてみない？　たとえば…\nみゅ～ちゃんのバッグとか！"
"91","","1009807","1009807048","","","0","","","",""
"3","1","1009807","1009807049","","","100411","","0.2","","lsv_idle_normal_joy"
"3","1","1009807","1009807050","","","102011","","0.2","","lsv_talk_joy3"
"21","0","1009807","1009807051","","0","vo_lsv","","","","vo_lsv_0726"
"11","10","1009807","1009807052","0","1","102011","0","0","1","お外を歩くときは、\nいつもキョウカちゃんの\nプールバッグの中だもんね～"
"91","","1009807","1009807053","","","0","","","",""
"3","1","1009807","1009807054","","","102011","","0.2","","lsv_idle_normal_joyR"
"3","0","1009807","1009807055","0.2","lsv_talk_arm_crossed_loop2","103611","","0","1","lsv_talk_arm_crossed2"
"21","0","1009807","1009807056","","0","vo_lsv","","","","vo_lsv_0727"
"11","10","1009807","1009807057","0","1","103611","0","0","1","私は別に平気だけど…\nちょっと狭いかもしれないね。\n…あなたはどう思います？"
"91","","1009807","1009807058","","","0","","","",""
"3","1","1009807","1009807059","","","103611","","0.2","","lsv_idle_arm_crossed"
"3","0","1009807","1009807060","0.2","lsv_look_idle_normal","102011","","0","1","lsv_choice"
"3","0","1009807","1009807061","0.2","lsv_look_idle_normal","100411","","0","1","lsv_choice"
"3","0","1009807","1009807062","0.2","lsv_look_idle_normal","103611","","0","1","lsv_choice"
"93","","1009807","1009807063","","","0.1","","","","0"
"2","-235","1009807","1009807064","0.2","0.33","102011","","","2","-452"
"2","-220","1009807","1009807065","0.2","0.33","100411","","","2","420"
"2","-250","1009807","1009807066","0.2","0.33","103611","","","2","545"
"22","1","1009807","1009807067","","","0","","0.2","","0"
"103","0","1009807","1009807068","","","プールバッグのままで。","","","","1009807071"
"103","0","1009807","1009807069","","","バスケットがいいかも。","","","","1009807095"
"103","0","1009807","1009807070","","","リュックサックはどう？","","","","1009807119"
"3","0","1009807","1009807071","0.2","lsv_idle_normal","102011","","0","1","lsv_choice"
"3","0","1009807","1009807072","0.2","lsv_idle_normal","100411","","0","1","lsv_choice"
"3","0","1009807","1009807073","0.2","lsv_look_idle_normal","103611","","0","1","lsv_choice"
"93","","1009807","1009807074","","","0.1","","","","0"
"2","-235","1009807","1009807075","0.2","0.33","102011","","","2","-200"
"2","-220","1009807","1009807076","0.2","0.33","100411","","","2","100"
"2","-250","1009807","1009807077","0.2","0.33","103611","","","2","270"
"93","","1009807","1009807078","","","0.7","","","","0"
"3","1","1009807","1009807079","","","103611","","0.2","","lsv_look_idle_sad"
"21","0","1009807","1009807080","","0","vo_lsv","","","","vo_lsv_0728"
"11","10","1009807","1009807081","0","1","103611","0","0","1","そ、そうですか？\nまあ、あなたがそういうなら…\nこのままでいいのかも。"
"91","","1009807","1009807082","","","0","","","",""
"3","1","1009807","1009807083","","","103611","","0.2","","lsv_idle_normal"
"3","1","1009807","1009807084","","","100411","","0.2","","lsv_talk_wish_surprise"
"21","0","1009807","1009807085","","0","vo_lsv","","","","vo_lsv_0729"
"11","10","1009807","1009807086","0","1","100411","0","0","1","確かに、みゅ～ちゃんは夜も\nプールバッグで寝てるもんね。\n変えない方がいっか。"
"91","","1009807","1009807087","","","0","","","",""
"3","1","1009807","1009807088","","","100411","","0.2","","lsv_idle_wish"
"3","1","1009807","1009807089","","","102011","","0.2","","lsv_talk_normal"
"21","0","1009807","1009807090","","0","vo_lsv","","","","vo_lsv_0730"
"11","10","1009807","1009807091","0","1","102011","0","0","1","あと抱っこするときは、\nかわりばんこにするのもね♪"
"91","","1009807","1009807092","","","0","","","",""
"3","1","1009807","1009807093","","","102011","","0.2","","lsv_idle_normal"
"101","","1009807","1009807094","","","1009807143","","","",""
"3","0","1009807","1009807095","0.2","lsv_idle_normal","102011","","0","1","lsv_choice"
"3","0","1009807","1009807096","0.2","lsv_idle_normal","100411","","0","1","lsv_choice"
"3","0","1009807","1009807097","0.2","lsv_idle_normal","103611","","0","1","lsv_choice"
"93","","1009807","1009807098","","","0.1","","","","0"
"2","-235","1009807","1009807099","0.2","0.33","102011","","","2","-200"
"2","-220","1009807","1009807100","0.2","0.33","100411","","","2","100"
"2","-250","1009807","1009807101","0.2","0.33","103611","","","2","270"
"93","","1009807","1009807102","","","0.7","","","","0"
"3","1","1009807","1009807103","","","102011","","0.2","","lsv_talk_surprise_talkjoy"
"21","0","1009807","1009807104","","0","vo_lsv","","","","vo_lsv_0731"
"11","10","1009807","1009807105","0","1","102011","0","0","1","バスケットなら\nゆりかごみたいになって\nみゅ～ちゃんも気持ちいいかも♪"
"91","","1009807","1009807106","","","0","","","",""
"3","1","1009807","1009807107","","","102011","","0.2","","lsv_idle_surprise_joy"
"3","1","1009807","1009807108","","","103611","","0.2","","lsv_talk_sad"
"21","0","1009807","1009807109","","0","vo_lsv","","","","vo_lsv_0732"
"11","10","1009807","1009807110","0","1","103611","0","0","1","うーん…ちゃんと持たないと\nユラユラ揺れすぎて\n酔っちゃうかもしれないよ？"
"91","","1009807","1009807111","","","0","","","",""
"3","1","1009807","1009807112","","","103611","","0.2","","lsv_idle_sad_normal"
"3","0","1009807","1009807113","0.2","lsv_talk_cool_joy_loop","100411","","0","1","lsv_talk_cool_joy"
"21","0","1009807","1009807114","","0","vo_lsv","","","","vo_lsv_0733"
"11","10","1009807","1009807115","0","1","100411","0","0","1","試すだけ試してみようよ。\n気に入らないみたいなら、\nプールバッグのままでいいし♪"
"91","","1009807","1009807116","","","0","","","",""
"3","1","1009807","1009807117","","","100411","","0.2","","lsv_idle_cool"
"101","","1009807","1009807118","","","1009807143","","","",""
"3","0","1009807","1009807119","0.2","lsv_idle_normal","102011","","0","1","lsv_choice"
"3","0","1009807","1009807120","0.2","lsv_idle_normal","100411","","0","1","lsv_choice"
"3","0","1009807","1009807121","0.2","lsv_idle_normal","103611","","0","1","lsv_choice"
