a9e3511f62504dee5e17c095066ed735457d40e701c90c6a705cd2e1ee5117f9,dd8710878833c54ef52de32147f40a72fde9966ac6ebf3a9d3b976443042d67b,84954fa73d673914a832db024baaf4c94c949a99169b230c6e50edeee213732d,f4ebafbdc253259a6e7285e917532d5a461d15407e9ec737253236536359956d,feec7bf0f73f3b19487e8ab0ce44cce6fb90378fa4a34336bfc7fe3913abad23,3236534485f85938636da389f2a87ae38a2ebf9c5013c2bf506173826f3f228d,c2ad364bf9c27a74f7b6cc21f5c97f7e79a0993a1e69a39746de04d05adb7f58,75065995db9554c345fda251f9f878499380110758d2f651c6a5b23068cf5e97,a8a996b0e964f5599285c0c72306e66daa8dabefbf575cd049c4a3f9e416baa9,48842b02976dd836ddf98e93753d9a5d6d539a972674762103951f4ae4da13eb,37638b0dd756bc1d5d890b4b63900e010916015ffca07f57e30ba80a96d73adb,962ae8bfcd96564f620cba79f3ed16d3fd2c5032eaff045f9a7816495c458cbc,fd0126a29005241c0aae8e2dbcd220c54ce9ff7874a5dc59d0d1eee6350a927a,30d984d59fc169ccd5c257d1d215c1ef7a044955cbeeb136602c18061d5c8715,8ee7c4ebf9aaae6d9f55589f9d963b6bf1931a7a5a89532ca6afcf97e4de5e10,f78718f014b3a523ea023fe646e00d8d2f8fb3b7848789a8e4e3bd8125e71d34,582d17c8a7ec24a5637cef64077b1ab755dcd0fa145f88de05b28727a6ccf1f7,fc70ef54208fd7ea72f6db1974a03c69dcc492c0c3bc3b48141e9bbbb264755f,4484362d6a887bd084f50c21a03dc88516b8702ca279d6f545bd2e12f8b2e7ae,df605c30697ff8e0197b3f49fa6f475677cb7de43cf7d9d8d0c8b875f5a64a07,bb79a33e1fd441b3d1927fdc835e072f381e8707b1b38b1076b9fe70ebd8b264,604282b05044024fc41e7153d5469cbf4b636ccc37c8f243771bf7457cfb983a,e4a8de6090573b0924c9ab489ce4f1c3986e4948fe25e20039f5080f03a53524,ea90afd4c38d9e99e6841bfeae993024a181489fa8a867fdb127da810f9f4aa6,b2cda13704c0eed5be12d1b7d950da09d5dc0308ff2730012bb7c3a8d942d138,82d3075e1d845e4e531050963db386307ef134026bccde34d60c2cdf3e910b75,202f66750065a0451cf00ecba6a73db8a33f65fa5a114c15d35af18074decb94,9138ad8ea3118244df58eea1125a6886992e28fed5aa6645ba53e1ec701276fb,56cc56c413f0e4c71d2a429b6337d9f392770d18ed7ceacba106e990cbbc95a6,b1cc78011b6cca0630af1cafed3c0aa7acb9e53618a2051c0be09e668830bad7,5d4c9ce9ebbcdc1d851b68fef195174c3d2690d0d0896c6717cee718259ea165,49af9147d4d3867ec63223b8a94e1558144cbae21124425bdab92d93bb72ab73,a1993a52f46a629a8bd32e4724bff428acf78f277238d0adc8a9578619cffe63,3d1e299a517e00e7390a819d90ebb842a58dd1125c1ac591d704874960b6e80c,16f37a3fcdcd2c24362fb5d875685a908801fbc9c3c78ecbb83c72544f1e22e3,d8ae98947db1a68739dd2539d4ddc5733690325154fcb3fc41428e3cad9c6eb7,7f95212fbe9f8159bf2f6b41ea3af4bbe911e67e15b89730f084e7d6f657f291,7af151b8c6686ad5fcc267cc1df11a08a73ea4f7d8f2b17cf1c905c3719d46d8,f0474ba6dec226de152ffc40d967032f806bd70acd2477391e569d5d3a9dea6a,eafa8a46e0afdedea8281dd4d18ca5166fb9a2aff2e21c2946b63436753646ef
"9","0","10","0","9","9","200000001","9","9","9","30","1","1","10","168","0","9","9","9","9","0","10","9","9","0","0","9","0","0","200900","9","0","9","9","9","0","620090009","1080","9","1"
"10","0","10","0","10","10","200000001","10","10","10","30","1","1","11","169","0","10","10","10","10","0","10","10","10","0","0","10","0","0","200900","10","0","10","10","10","0","620090010","1106","10","1"
"11","0","10","0","11","11","200000001","11","11","11","30","1","1","11","169","0","11","10","11","11","0","10","11","11","0","0","11","0","0","200900","11","0","11","11","11","0","620090011","1132","11","1"
"12","0","10","0","12","12","200000001","12","12","12","30","1","1","13","170","0","12","12","12","12","0","10","12","12","0","0","12","0","0","200900","12","0","12","12","12","0","620090012","1158","12","1"
"13","0","10","0","13","13","200000001","13","13","13","30","1","1","15","170","0","13","14","13","13","0","10","13","13","0","0","13","0","0","200900","13","0","13","13","13","0","620090013","1182","13","1"
"14","0","10","0","14","14","200000001","14","14","14","30","1","1","16","186","0","14","15","14","14","0","10","14","14","0","0","14","0","0","200900","14","0","14","14","14","0","620090014","1366","14","1"
"15","0","10","0","15","15","200000001","15","15","15","30","1","1","16","202","0","15","15","15","15","0","10","15","15","0","0","15","0","0","200900","15","0","15","15","15","0","620090015","1551","15","1"
"16","0","10","0","16","16","200000001","16","16","16","30","1","1","16","218","0","16","17","16","16","0","10","16","16","0","0","16","0","0","200900","16","0","16","16","16","0","620090016","1735","16","1"
"17","0","10","0","17","17","200000001","17","17","17","30","1","1","19","233","0","17","18","17","17","0","10","17","17","0","0","17","0","0","200900","17","0","17","17","17","0","620090017","1919","17","1"
"18","0","10","0","18","18","200000001","18","18","18","30","1","1","20","249","0","18","20","18","18","0","10","18","18","0","0","18","0","0","200900","18","0","18","18","18","0","620090018","2104","18","1"
"19","0","10","0","19","19","200000001","19","19","19","30","1","1","20","265","0","19","20","19","19","0","10","19","19","0","0","19","0","0","200900","19","0","19","19","19","0","620090019","2288","19","1"
"20","0","10","0","20","20","200000001","20","20","20","30","1","1","22","281","0","20","21","20","20","0","10","20","20","0","0","20","0","0","200900","20","0","20","20","20","0","620090020","2472","20","1"
"21","0","10","0","21","21","200000001","21","21","21","30","1","1","22","289","0","21","21","21","21","0","10","21","21","0","0","21","0","0","200900","21","0","21","21","21","0","620090021","2608","21","1"
"22","0","10","0","22","22","200000001","22","22","22","30","1","1","22","298","0","22","21","22","22","0","10","22","22","0","0","22","0","0","200900","22","0","22","22","22","0","620090022","2743","22","1"
"23","0","10","0","23","23","200000001","23","23","23","30","1","1","22","307","0","23","21","23","23","0","10","23","23","0","0","23","0","0","200900","23","0","23","23","23","0","620090023","2878","23","1"
"24","0","10","0","24","24","200000001","24","24","24","30","1","1","33","355","0","24","34","24","24","0","10","24","24","0","0","24","0","0","200900","24","0","24","24","24","0","620090024","2859","24","1"
"25","0","10","0","25","25","200000001","25","25","25","30","1","1","33","373","0","25","34","25","25","0","10","25","25","0","0","25","0","0","200900","25","0","25","25","25","0","620090025","3103","25","1"
"26","0","10","0","26","26","200000001","26","26","26","30","1","1","34","391","0","26","34","26","26","0","10","26","26","0","0","26","0","0","200900","26","0","26","26","26","0","620090026","3345","26","1"
"27","0","10","0","27","27","200000001","27","27","27","30","1","1","34","410","0","27","35","27","27","0","10","27","27","0","0","27","0","0","200900","27","0","27","27","27","0","620090027","3588","27","1"
"28","0","10","0","28","28","200000001","28","28","28","30","1","1","34","427","0","28","35","28","28","0","10","28","28","0","0","28","0","0","200900","28","0","28","28","28","0","620090028","3832","28","1"
"29","0","10","0","29","29","200000001","29","29","29","30","1","1","35","446","0","29","35","29","29","0","10","29","29","0","0","29","0","0","200900","29","0","29","29","29","0","620090029","4074","29","1"
"30","0","10","0","30","30","200000001","30","30","30","30","1","1","35","463","0","30","35","30","30","0","10","30","30","0","0","30","0","0","200900","30","0","30","30","30","0","620090030","4317","30","1"
"31","0","10","0","31","31","200000001","31","31","31","30","1","1","37","501","0","31","36","31","31","0","10","31","31","0","0","31","0","0","200900","31","0","31","31","31","0","620090031","5144","31","1"
"32","0","10","0","32","32","200000001","32","32","32","30","1","1","40","538","0","32","39","32","32","0","10","32","32","0","0","32","0","0","200900","32","0","32","32","32","0","620090032","5969","32","1"
"33","0","10","0","33","33","200000001","33","33","33","30","1","1","41","575","0","33","41","33","33","0","10","33","33","0","0","33","0","0","200900","33","0","33","33","33","0","620090033","6796","33","1"
"34","0","10","0","34","34","200000001","34","34","34","30","1","1","42","613","0","34","42","34","34","0","10","34","34","0","0","34","0","0","200900","34","0","34","34","34","0","620090034","7623","34","1"
"35","0","10","0","35","35","200000001","35","35","35","30","1","1","44","651","0","35","45","35","35","0","10","35","35","0","0","35","0","0","200900","35","0","35","35","35","0","620090035","8448","35","1"
"36","0","10","0","36","36","200000001","36","36","36","30","1","1","46","688","0","36","46","36","36","0","10","36","36","0","0","36","0","0","200900","36","0","36","36","36","0","620090036","9275","36","1"
"37","0","10","0","37","37","200000001","37","37","37","30","1","1","48","726","0","37","49","37","37","0","10","37","37","0","0","37","0","0","200900","37","0","37","37","37","0","620090037","10100","37","1"
"38","0","10","0","38","38","200000001","38","38","38","30","1","1","49","764","0","38","50","38","38","0","10","38","38","0","0","38","0","0","200900","38","0","38","38","38","0","620090038","10927","38","1"
"39","0","10","0","39","39","200000001","39","39","39","30","1","1","50","801","0","39","52","39","39","0","10","39","39","0","0","39","0","0","200900","39","0","39","39","39","0","620090039","11754","39","1"
"40","0","10","0","40","40","200000001","40","40","40","30","1","1","53","838","0","40","55","40","40","0","10","40","40","0","0","40","0","0","200900","40","0","40","40","40","0","620090040","12579","40","1"
"41","0","10","0","41","41","200000001","41","41","41","30","1","1","55","876","0","41","56","41","41","0","10","41","41","0","0","41","0","0","200900","41","0","41","41","41","0","620090041","13406","41","1"
"42","0","10","0","42","42","200000001","42","42","42","30","1","1","60","925","0","42","60","42","42","0","10","42","42","0","0","42","0","0","200900","42","0","42","42","42","0","620090042","14465","42","1"
"43","0","10","0","43","43","200000001","43","43","43","30","1","1","64","971","0","43","66","43","43","0","10","43","43","0","0","43","0","0","200900","43","0","43","43","43","0","620090043","15523","43","1"
"44","0","10","0","44","44","200000001","44","44","44","30","1","1","68","1020","0","44","70","44","44","0","10","44","44","0","0","44","0","0","200900","44","0","44","44","44","0","620090044","16582","44","1"
"45","0","10","0","45","45","200000001","45","45","45","30","1","1","72","1067","0","45","76","45","45","0","10","45","45","0","0","45","0","0","200900","45","0","45","45","45","0","620090045","17640","45","1"
"46","0","10","0","46","46","200000001","46","46","46","30","1","1","76","1120","0","46","80","46","46","0","10","46","46","0","0","46","0","0","200900","46","0","46","46","46","0","620090046","19566","46","1"
"47","0","10","0","47","47","200000001","47","47","47","30","1","1","82","1175","0","47","85","47","47","0","10","47","47","0","0","47","0","0","200900","47","0","47","47","47","0","620090047","21491","47","1"
"48","0","10","0","48","48","200000001","48","48","48","30","1","1","86","1229","0","48","91","48","48","0","10","48","48","0","0","48","0","0","200900","48","0","48","48","48","0","620090048","23417","48","1"
"49","0","10","0","49","49","200000001","49","49","49","30","1","1","90","1283","0","49","97","49","49","0","10","49","49","0","0","49","0","0","200900","49","0","49","49","49","0","620090049","25343","49","1"
"50","0","10","0","50","50","200000001","50","50","50","30","1","1","95","1337","0","50","101","50","50","0","10","50","50","0","0","50","0","0","200900","50","0","50","50","50","0","620090050","27269","50","1"
"51","0","10","0","51","51","200000001","51","51","51","30","1","1","100","1390","0","51","105","51","51","0","10","51","51","0","0","51","0","0","200900","51","0","51","51","51","0","620090051","29193","51","1"
"52","0","10","0","52","52","200000001","52","52","52","30","1","1","105","1444","0","52","111","52","52","0","10","52","52","0","0","52","0","0","200900","52","0","52","52","52","0","620090052","31119","52","1"
"53","0","10","0","53","53","200000001","53","53","53","30","1","1","109","1497","0","53","115","53","53","0","10","53","53","0","0","53","0","0","200900","53","0","53","53","53","0","620090053","33045","53","1"
"54","0","10","0","54","54","200000001","54","54","54","30","1","1","113","1552","0","54","122","54","54","0","10","54","54","0","0","54","0","0","200900","54","0","54","54","54","0","620090054","34971","54","1"
"55","0","10","0","55","55","200000001","55","55","55","30","1","1","119","1606","0","55","126","55","55","0","10","55","55","0","0","55","0","0","200900","55","0","55","55","55","0","620090055","36896","55","1"
"56","0","10","0","56","56","200000001","56","56","56","30","1","1","123","1660","0","56","132","56","56","0","10","56","56","0","0","56","0","0","200900","56","0","56","56","56","0","620090056","38822","56","1"
"57","0","10","0","57","57","200000001","57","57","57","30","1","1","128","1731","0","57","136","57","57","0","10","57","57","0","0","57","0","0","200900","57","0","57","57","57","0","620090057","40766","57","1"
"58","0","10","0","58","58","200000001","58","58","58","30","1","1","132","1802","0","58","141","58","58","0","10","58","58","0","0","58","0","0","200900","58","0","58","58","58","0","620090058","42711","58","1"
"59","0","10","0","59","59","200000001","59","59","59","30","1","1","138","1874","0","59","147","59","59","0","10","59","59","0","0","59","0","0","200900","59","0","59","59","59","0","620090059","44657","59","1"
"60","0","10","0","60","60","200000001","60","60","60","30","1","1","142","1945","0","60","153","60","60","0","10","60","60","0","0","60","0","0","200900","60","0","60","60","60","0","620090060","46602","60","1"
"61","0","10","0","61","61","200000001","61","61","61","30","1","1","147","2017","0","61","157","61","61","0","10","61","61","0","0","61","0","0","200900","61","0","61","61","61","0","620090061","48547","61","1"
"62","0","10","0","62","62","200000001","62","62","62","30","1","1","152","2075","0","62","162","62","62","0","10","62","62","0","0","62","0","0","200900","62","0","62","62","62","0","620090062","50382","62","1"
"63","0","10","0","63","63","200000001","63","63","63","30","1","1","156","2133","0","63","167","63","63","0","10","63","63","0","0","63","0","0","200900","63","0","63","63","63","0","620090063","52216","63","1"
"64","0","10","0","64","64","200000001","64","64","64","30","1","1","161","2191","0","64","172","64","64","0","10","64","64","0","0","64","0","0","200900","64","0","64","64","64","0","620090064","54051","64","1"
"65","0","10","0","65","65","200000001","65","65","65","30","1","1","165","2249","0","65","177","65","65","0","10","65","65","0","0","65","0","0","200900","65","0","65","65","65","0","620090065","55886","65","1"
"66","0","10","0","66","66","200000001","66","66","66","30","1","1","170","2308","0","66","182","66","66","0","10","66","66","0","0","66","0","0","200900","66","0","66","66","66","0","620090066","57720","66","1"
"67","0","10","0","67","67","200000001","67","67","67","30","1","1","175","2366","0","67","187","67","67","0","10","67","67","0","0","67","0","0","200900","67","0","67","67","67","0","620090067","59555","67","1"
"68","0","10","0","68","68","200000001","68","68","68","30","1","1","179","2424","0","68","192","68","68","0","10","68","68","0","0","68","0","0","200900","68","0","68","68","68","0","620090068","61390","68","1"
"69","0","10","0","69","69","200000001","69","69","69","30","1","1","184","2482","0","69","197","69","69","0","10","69","69","0","0","69","0","0","200900","69","0","69","69","69","0","620090069","63224","69","1"
"70","0","10","0","70","70","200000001","70","70","70","30","1","1","189","2540","0","70","203","70","70","0","10","70","70","0","0","70","0","0","200900","70","0","70","70","70","0","620090070","65059","70","1"
"71","0","10","0","71","71","200000001","71","71","71","30","1","1","193","2598","0","71","208","71","71","0","10","71","71","0","0","71","0","0","200900","71","0","71","71","71","0","620090071","66894","71","1"
"1","0","10","0","1","1","200000001","1","1","1","30","1","1","4","36","0","1","2","1","1","0","10","1","1","0","0","1","0","0","200901","1","0","1","1","1","0","620090101","304","1","1"
"2","0","10","0","2","2","200000001","2","2","2","30","1","1","5","40","0","2","3","2","2","0","10","2","2","0","0","2","0","0","200901","2","0","2","2","2","0","620090102","398","2","1"
"3","0","10","0","3","3","200000001","3","3","3","30","1","1","6","44","0","3","5","3","3","0","10","3","3","0","0","3","0","0","200901","3","0","3","3","3","0","620090103","665","3","1"
"4","0","10","0","4","4","200000001","4","4","4","30","1","1","6","63","0","4","5","4","4","0","10","4","4","0","0","4","0","0","200901","4","0","4","4","4","0","620090104","586","4","1"
"5","0","10","0","5","5","200000001","5","5","5","30","1","1","7","93","0","5","6","5","5","0","10","5","5","0","0","5","0","0","200901","5","0","5","5","5","0","620090105","650","5","1"
"6","0","10","0","6","6","200000001","6","6","6","30","1","1","9","123","0","6","7","6","6","0","10","6","6","0","0","6","0","0","200901","6","0","6","6","6","0","620090106","714","6","1"
"7","0","10","0","7","7","200000001","7","7","7","30","1","1","10","152","0","7","8","7","7","0","10","7","7","0","0","7","0","0","200901","7","0","7","7","7","0","620090107","879","7","1"
"8","0","10","0","8","8","200000001","8","8","8","30","1","1","11","182","0","8","9","8","8","0","10","8","8","0","0","8","0","0","200901","8","0","8","8","8","0","620090108","1043","8","1"
"9","0","10","0","9","9","200000001","9","9","9","30","1","1","11","195","0","9","10","9","9","0","10","9","9","0","0","9","0","0","200901","9","0","9","9","9","0","620090109","1073","9","1"
"10","0","10","0","10","10","200000001","10","10","10","30","1","1","12","209","0","10","10","10","10","0","10","10","10","0","0","10","0","0","200901","10","0","10","10","10","0","620090110","1103","10","1"
"11","0","10","0","11","11","200000001","11","11","11","30","1","1","12","222","0","11","10","11","11","0","10","11","11","0","0","11","0","0","200901","11","0","11","11","11","0","620090111","1134","11","1"
"12","0","10","0","12","12","200000001","12","12","12","30","1","1","12","236","0","12","10","12","12","0","10","12","12","0","0","12","0","0","200901","12","0","12","12","12","0","620090112","1164","12","1"
"13","0","10","0","13","13","200000001","13","13","13","30","1","1","13","260","0","13","11","13","13","0","10","13","13","0","0","13","0","0","200901","13","0","13","13","13","0","620090113","1379","13","1"
"14","0","10","0","14","14","200000001","14","14","14","30","1","1","14","284","0","14","12","14","14","0","10","14","14","0","0","14","0","0","200901","14","0","14","14","14","0","620090114","1594","14","1"
"15","0","10","0","15","15","200000001","15","15","15","30","1","1","15","308","0","15","13","15","15","0","10","15","15","0","0","15","0","0","200901","15","0","15","15","15","0","620090115","1808","15","1"
"16","0","10","0","16","16","200000001","16","16","16","30","1","1","16","332","0","16","14","16","16","0","10","16","16","0","0","16","0","0","200901","16","0","16","16","16","0","620090116","2023","16","1"
