42bc14648d436e09695639d75384a3194ba1214ec908c80c00ee4fa519555b27,de40e76fe9202fcb94be87dfbeef79648905fdeafeec462143a5452448cfea55,f6d2769d5c5cc39f837f2519d23e5bc727bee5341d477a3443f22145178eb3e9,45921656eb8a50701846031ded793a5dca91fb7c0fe18ad6c7baf079a0b4d225,60034d01f315643869441a640a924c52b813af4c8b79ae96b81e902eb9c78d63
"バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ","boss_def_lower_limit","81001075","100107504"
"バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","81001075","100107505"
"バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","ＨＰ吸収ダウン","9","81001075","100107506"
"バトル開始時、すべてのモンスターがダメージ\n10％カット状態になる。","ダメージカット","boss_damage_cut","81001075","100107507"
"バトル開始時、すべてのキャラの物理と魔法クリティカルを大ダウンさせる。","物理魔法クリティカルダウン","35","81001075","100107508"
"バトル中、「魔法防御力ダウン」効果が発動する。","危険領域","25","81001076","100107601"
"火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","火属性ボーナス特大アップ","12","81001076","100107602"
"すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","深域モンスター","11","81001076","100107603"
"バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与","17","81001076","100107604"
"バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ","boss_def_lower_limit","81001076","100107605"
"バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","81001076","100107606"
"バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","ＨＰ吸収ダウン","9","81001076","100107607"
"バトル開始時、すべてのモンスターがダメージ\n10％カット状態になる。","ダメージカット","boss_damage_cut","81001076","100107608"
"バトル開始時、すべてのキャラの物理と魔法クリティカルを大ダウンさせる。","物理魔法クリティカルダウン","35","81001076","100107609"
"バトル開始時、すべてのキャラの魔法防御力を特大ダウンさせる。","魔法防御力ダウン","8","81001076","100107610"
"火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","火属性ボーナス特大アップ","12","81001077","100107701"
"すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","深域モンスター","11","81001077","100107702"
"バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与","17","81001077","100107703"
"バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ","boss_def_lower_limit","81001077","100107704"
"バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","81001077","100107705"
"バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","ＨＰ吸収ダウン","9","81001077","100107706"
"バトル開始時、すべてのモンスターがダメージ\n10％カット状態になる。","ダメージカット","boss_damage_cut","81001077","100107707"
"バトル開始時、すべてのキャラの物理と魔法クリティカルを大ダウンさせる。","物理魔法クリティカルダウン","35","81001077","100107708"
"火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","火属性ボーナス特大アップ","12","81001078","100107801"
"すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","深域モンスター","11","81001078","100107802"
"バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与","17","81001078","100107803"
"バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ","boss_def_lower_limit","81001078","100107804"
"バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","81001078","100107805"
"バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","ＨＰ吸収ダウン","9","81001078","100107806"
"バトル開始時、すべてのモンスターがダメージ\n10％カット状態になる。","ダメージカット","boss_damage_cut","81001078","100107807"
"バトル開始時、すべてのキャラの物理と魔法クリティカルを大ダウンさせる。","物理魔法クリティカルダウン","35","81001078","100107808"
"火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","火属性ボーナス特大アップ","12","81001079","100107901"
"すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","深域モンスター","11","81001079","100107902"
"バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与","17","81001079","100107903"
"バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ","boss_def_lower_limit","81001079","100107904"
"バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","81001079","100107905"
"バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","ＨＰ吸収ダウン","9","81001079","100107906"
