542956fb1202f86292abf8bd3a45473b00dfe5dcfaf8ce1d4912a1e483c26e92,15ab128832a826294bdd74cefe2a0dae6b502c8f4d8ef9d31f8d2fe893331c7c,b032ae6f880940de2205f36782950c4616d7d2b3d83d45661cc033f2b17ed7fd,7761172c4f8f6206b72c304c46d7b995c4535cf270622a5ad1befe425fd1f68f,39c3365dc5d2de3a8d72d2d591f7f8b2b1123f5890595398c9b9fe657e89f903,be0ec74603175de4fa41a007ebf3ab9353e28168d1ee571be51ea51a1b0d53eb,86d42b9c2aad1b23ced4c111f77e3a1bc69a43e938e7bc53c1a4c32e684f8f77,a5923585095f5487b08eb5f495e8ff3946733f3606255cea055036b95f4b604b,012815ba62a67f309ffdaecbc73b7ea901ab6269ac0248e9cd6808e98edccddf,032cf0379339ff0cc499e0a2dcbb241702d30bd1bf3b84a9100636bfd3c40812,e50f9f9a9d3cf7d45b9c2f478eb00fe7670136ae31ad9d6f8e10bca52af73596
"0.2","1007407","1","","","mhp_sit_talk_normal","3","","117531","1007407015",""
"","1007407","0","","0","vo_mhp_2001","21","","vo_mhp_1007407","1007407016",""
"0","1007407","8","0","0","次の方どうぞー","11","0","117531","1007407017","0.5"
"","1007407","","","","","91","","0","1007407018",""
"0.2","1007407","1","","","mhp_sit_idle","3","","117531","1007407019",""
"0.2","1007407","1","","","mhp_walk","3","","102511","1007407020",""
"","1007407","-220","0","3","-400","2","","102511","1007407021",""
"","1007407","","","","","93","","3","1007407022",""
"0.2","1007407","1","","","mhp_talk_sad","3","","102511","1007407023",""
"","1007407","0","","0","vo_mhp_2002","21","","vo_mhp_1007407","1007407024",""
"0","1007407","4","0","1","は、はい、失礼しまきゃあ！\nいたたた、ご、ごめんなさい……！","11","10","102511","1007407025","0.5"
"","1007407","","","","1","93","","2","1007407026",""
"","1007407","","","","se_10031400_panic","23","","se_10031400","1007407027",""
"0.2","1007407","0","","","mhp_suzume_fall_in","3","","102511","1007407028",""
"","1007407","","","","","93","","3","1007407029",""
"0.2","1007407","0","1","mhp_idle_sad","mhp_suzume_fall_out","3","0.2","102511","1007407030",""
"","1007407","","","","","93","","2","1007407031",""
"","1007407","","","","","91","","1007407025","1007407032",""
"0.2","1007407","1","","","mhp_suzume_walk_sad","3","","102511","1007407033",""
"","1007407","-220","0","2","-200","2","","102511","1007407034",""
"","1007407","","","","","91","","0","1007407035",""
"0.2","1007407","0","1","mhp_suzume_sit_idle_sad2","mhp_suzume_sit_in_sad","3","0.2","102511","1007407036",""
"","1007407","","","","0","93","","1","1007407037",""
"0.2","1007407","1","","","mhp_sit_idle_sad","3","","117631","1007407038",""
"","1007407","0","","0","vo_mhp_2003","21","","vo_mhp_1007407","1007407039",""
"0","1007407","8","0","1","（……あの人今\n何もないとこで転ばなかった？）","11","0","117631","1007407040","0.5"
"","1007407","","","","","91","","0","1007407041",""
"0.2","1007407","1","","","mhp_sit_idle","3","","117631","1007407042",""
"0.2","1007407","1","","","mhp_sit_talk_normal","3","","117531","1007407043",""
"","1007407","0","","0","vo_mhp_2004","21","","vo_mhp_1007407","1007407044",""
"0","1007407","6","0","1","ええと、スズメさんね。\n今日はどうされました？\n転倒して足を痛めた、とかかしら？","11","0","117531","1007407045","0.5"
"","1007407","","","","","91","","0","1007407046",""
"0.2","1007407","1","","","mhp_sit_idle","3","","117531","1007407047",""
"0.2","1007407","1","","","mhp_sit_talk_wish","3","","102511","1007407048",""
"","1007407","0","","0","vo_mhp_2005","21","","vo_mhp_1007407","1007407049",""
"0","1007407","4","0","1","い、いえ、実は……\nド、ドジを治してほしいんです！","11","0","102511","1007407050","0.5"
"","1007407","","","","","91","","0","1007407051",""
"","1007407","","","","0","93","","2","1007407052",""
"0.2","1007407","1","","","mhp_sit_idle_wish","3","","102511","1007407053",""
"0.2","1007407","1","","","mhp_sit_talk_surprise2","3","","117531","1007407054",""
"","1007407","0","","0","vo_mhp_2006","21","","vo_mhp_1007407","1007407055",""
"0","1007407","7","0","1","…………はっ、ごめんなさい。\nあまりに予想外のことで\n思考が停止してしまったわ……","11","0","117531","1007407056","0.5"
"","1007407","","","","1","93","","2","1007407057",""
"0.2","1007407","1","","","mhp_sit_talk_sad","3","","117531","1007407058",""
"","1007407","","","","","91","","1007407056","1007407059",""
"0.2","1007407","1","","","mhp_sit_idle","3","","117531","1007407060",""
"0.2","1007407","1","","","mhp_sit_talk_sad","3","","102511","1007407061",""
"","1007407","0","","0","vo_mhp_2007","21","","vo_mhp_1007407","1007407062",""
"0","1007407","6","0","1","や、やっぱりこんな非常識なこと\nお医者さんに頼んだりしちゃ\nダメですよね……","11","0","102511","1007407063","0.5"
"","1007407","","","","","91","","0","1007407064",""
"0.2","1007407","1","","","mhp_sit_idle_sad","3","","102511","1007407065",""
"0.2","1007407","1","","","mhp_sit_talk_thinking","3","","117531","1007407066",""
"","1007407","0","","0","vo_mhp_2008","21","","vo_mhp_1007407","1007407067",""
"0","1007407","5","0","1","……闇医者とはいえ\n私にも面子というものがあるわ\nやるだけやってあげるわ\nそうね、あなたには――","11","0","117531","1007407068","0.5"
"","1007407","","","","","91","","0","1007407069",""
"","1007407","0","","","1007407073","103","","ドジナオールを処方するわ。","1007407070",""
"","1007407","0","","","1007407115","103","","魔丸ドジ殺しを処方するわ。","1007407071",""
"","1007407","0","","","1007407157","103","","このドジ矯正サポーターを着けなさい。","1007407072",""
"0.2","1007407","1","0","","mhp_sit_idle","3","","117531","1007407073",""
"0.2","1007407","1","0","","mhp_sit_talk_surprise2","3","","102511","1007407074",""
"","1007407","0","","0","vo_mhp_2009","21","","vo_mhp_1007407","1007407075",""
"0","1007407","8","0","1","そ、そんな薬があるんですか！","11","0","102511","1007407076","0.5"
"","1007407","","","","","91","","0","1007407077",""
"0.2","1007407","0","1","mhp_idle_normal","mhp_sit_out","3","0","117531","1007407078",""
"","1007407","","","","0","93","","0.6","1007407079",""
"0.2","1007407","0","1","mhp_idle_normal","mhp_sit_out","3","0","102511","1007407080",""
"","1007407","","","","0","93","","0.2","1007407081",""
"0.2","1007407","1","0","","mhp_walk","3","","102511","1007407082",""
"","1007407","-220","0","1.5","35","2","","102511","1007407083",""
"","1007407","-220","0","1.5","35","2","","31","1007407084",""
"","1007407","-220","0","1.5","35","2","","11","1007407085",""
"","1007407","-220","0","1.5","35","2","","12","1007407086",""
"","1007407","","","","0","93","","0.3","1007407087",""
"0.2","1007407","0","1","mhp_handover_loop","mhp_handover_in","3","0","117531","1007407088",""
"0","1007407","1","1","1","1","6","0","21","1007407089",""
"0","1007407","1","1","1","1","6","0","22","1007407090",""
"0.2","1007407","0","1","mhp_handover_loop","mhp_handover_in","3","0","21","1007407091",""
"0.2","1007407","0","1","mhp_item_EX0004_handover_loop","mhp_item_EX0004_handover_in","3","0","22","1007407092",""
"","1007407","","","","0","93","","1.2","1007407093",""
"0.2","1007407","0","1","mhp_handover_receive_loop","mhp_handover_receive_in","3","0","102511","1007407094",""
"0","1007407","1","1","1","1","6","0","11","1007407095",""
"0","1007407","1","1","1","1","6","0","12","1007407096",""
"0.2","1007407","0","1","mhp_receive_suzume_loop","mhp_receive_suzume_in","3","0","11","1007407097",""
"0.2","1007407","0","1","mhp_item_EX0004_receive_loop","mhp_item_EX0004_receive_in","3","0","12","1007407098",""
"","1007407","","","","0","93","","0.6","1007407099",""
"0.4","1007407","1","1","1","1","6","0","22","1007407100",""
"","1007407","","","","0","93","","0.4","1007407101",""
"0.2","1007407","0","1","mhp_idle_normal","mhp_handover_out","3","0","117531","1007407102",""
"0.2","1007407","0","1","NoItem_idle","mhp_handover_out","3","0","21","1007407103",""
"0.2","1007407","0","1","NoItem_idle","mhp_item_EX0004_handover_out","3","0","22","1007407104",""
"","1007407","","","","0","93","","0.4","1007407105",""
"0.2","1007407","0","1","mhp_idle_normal","mhp_handover_receive_out","3","0","102511","1007407106",""
"0.2","1007407","0","1","NoItem_idle","mhp_receive_suzume_out","3","0","11","1007407107",""
"0.2","1007407","0","1","NoItem_idle","mhp_item_EX0004_receive_out","3","0","12","1007407108",""
"","1007407","","","","0","93","","2","1007407109",""
"0.2","1007407","1","0","","mhp_talk_thinking","3","","117531","1007407110",""
"","1007407","0","","0","vo_mhp_2010","21","","vo_mhp_1007407","1007407111",""
"0","1007407","6","0","1","それがあるのよ。すぐに効果が\n表れるから、あとは普段通り\n生活しなさいね","11","0","117531","1007407112","0.5"
"","1007407","","","","","91","","0","1007407113",""
"","1007407","","","","","101","","1007407197","1007407114",""
"0.2","1007407","0","1","mhp_idle_normal","mhp_sit_out","3","0","117531","1007407115",""
"","1007407","","","","0","93","","0.6","1007407116",""
"0.2","1007407","0","1","mhp_idle_normal","mhp_sit_out","3","0","102511","1007407117",""
"","1007407","","","","0","93","","0.2","1007407118",""
"0.2","1007407","1","0","","mhp_walk","3","","102511","1007407119",""
"","1007407","-220","0","1.5","35","2","","102511","1007407120",""
"","1007407","-220","0","1.5","35","2","","31","1007407121",""
"","1007407","-220","0","1.5","35","2","","11","1007407122",""
"","1007407","-220","0","1.5","35","2","","12","1007407123",""
"","1007407","","","","0","93","","0.3","1007407124",""
"0.2","1007407","0","1","mhp_handover_loop","mhp_handover_in","3","0","117531","1007407125",""
"0","1007407","1","1","1","1","6","0","21","1007407126",""
"0","1007407","1","1","1","1","6","0","22","1007407127",""
"0.2","1007407","0","1","mhp_handover_loop","mhp_handover_in","3","0","21","1007407128",""
"0.2","1007407","0","1","mhp_item_EX0006_handover_loop","mhp_item_EX0006_handover_in","3","0","22","1007407129",""
"","1007407","","","","0","93","","1.2","1007407130",""
"0.2","1007407","0","1","mhp_handover_receive_loop","mhp_handover_receive_in","3","0","102511","1007407131",""
"0","1007407","1","1","1","1","6","0","11","1007407132",""
"0","1007407","1","1","1","1","6","0","12","1007407133",""
"0.2","1007407","0","1","mhp_receive_suzume_loop","mhp_receive_suzume_in","3","0","11","1007407134",""
"0.2","1007407","0","1","mhp_item_EX0006_receive_loop","mhp_item_EX0006_receive_in","3","0","12","1007407135",""
"","1007407","","","","0","93","","0.6","1007407136",""
"0.4","1007407","1","1","1","1","6","0","22","1007407137",""
"","1007407","","","","0","93","","0.4","1007407138",""
"0.2","1007407","0","1","mhp_idle_normal","mhp_handover_out","3","0","117531","1007407139",""
"0.2","1007407","0","1","NoItem_idle","mhp_handover_out","3","0","21","1007407140",""
"0.2","1007407","0","1","NoItem_idle","mhp_item_EX0006_handover_out","3","0","22","1007407141",""
"","1007407","","","","0","93","","0.4","1007407142",""
"0.2","1007407","0","1","mhp_idle_normal","mhp_handover_receive_out","3","0","102511","1007407143",""
"0.2","1007407","0","1","NoItem_idle","mhp_receive_suzume_out","3","0","11","1007407144",""
"0.2","1007407","0","1","NoItem_idle","mhp_item_EX0006_receive_out","3","0","12","1007407145",""
"","1007407","","","","0","93","","2","1007407146",""
"0.2","1007407","1","0","","mhp_talk_sad","3","","102511","1007407147",""
"","1007407","0","","0","vo_mhp_2011","21","","vo_mhp_1007407","1007407148",""
"0","1007407","7","0","1","な、なんだかアメみたいですね……","11","0","102511","1007407149","0.5"
"","1007407","","","","","91","","0","1007407150",""
"0.2","1007407","1","0","","mhp_idle_sad","3","","102511","1007407151",""
"0.2","1007407","1","0","","mhp_talk_normal","3","","117531","1007407152",""
"","1007407","0","","0","vo_mhp_2012","21","","vo_mhp_1007407","1007407153",""
"0","1007407","6","0","1","摂取しやすいようにしてるの\n一日三錠、全部飲み終わったら\nまた来なさい。","11","0","117531","1007407154","0.5"
"","1007407","","","","","91","","0","1007407155",""
"","1007407","","","","","101","","1007407197","1007407156",""
"0.2","1007407","0","1","mhp_idle_normal","mhp_sit_out","3","0","117531","1007407157",""
"","1007407","","","","0","93","","0.6","1007407158",""
"0.2","1007407","0","1","mhp_idle_normal","mhp_sit_out","3","0","102511","1007407159",""
"","1007407","","","","0","93","","0.2","1007407160",""
"0.2","1007407","1","0","","mhp_walk","3","","102511","1007407161",""
"","1007407","-220","0","1.5","35","2","","102511","1007407162",""
"","1007407","-220","0","1.5","35","2","","31","1007407163",""
"","1007407","-220","0","1.5","35","2","","11","1007407164",""
"","1007407","-220","0","1.5","35","2","","12","1007407165",""
"","1007407","","","","0","93","","0.3","1007407166",""
"0.2","1007407","0","1","mhp_handover_loop","mhp_handover_in","3","0","117531","1007407167",""
"0","1007407","1","1","1","1","6","0","21","1007407168",""
"0","1007407","1","1","1","1","6","0","22","1007407169",""
"0.2","1007407","0","1","mhp_handover_loop","mhp_handover_in","3","0","21","1007407170",""
"0.2","1007407","0","1","mhp_item_EX0011_handover_loop","mhp_item_EX0011_handover_in","3","0","22","1007407171",""
"","1007407","","","","0","93","","1.2","1007407172",""
"0.2","1007407","0","1","mhp_handover_receive_loop","mhp_handover_receive_in","3","0","102511","1007407173",""
"0","1007407","1","1","1","1","6","0","11","1007407174",""
"0","1007407","1","1","1","1","6","0","12","1007407175",""
"0.2","1007407","0","1","mhp_receive_suzume_loop","mhp_receive_suzume_in","3","0","11","1007407176",""
"0.2","1007407","0","1","mhp_item_EX0011_receive_loop","mhp_item_EX0011_receive_in","3","0","12","1007407177",""
"","1007407","","","","0","93","","0.6","1007407178",""
"0.4","1007407","1","1","1","1","6","0","22","1007407179",""
"","1007407","","","","0","93","","0.4","1007407180",""
"0.2","1007407","0","1","mhp_idle_normal","mhp_handover_out","3","0","117531","1007407181",""
"0.2","1007407","0","1","NoItem_idle","mhp_handover_out","3","0","21","1007407182",""
"0.2","1007407","0","1","NoItem_idle","mhp_item_EX0011_handover_out","3","0","22","1007407183",""
"","1007407","","","","0","93","","0.4","1007407184",""
"0.2","1007407","0","1","mhp_idle_normal","mhp_handover_receive_out","3","0","102511","1007407185",""
"0.2","1007407","0","1","NoItem_idle","mhp_receive_suzume_out","3","0","11","1007407186",""
"0.2","1007407","0","1","NoItem_idle","mhp_item_EX0011_receive_out","3","0","12","1007407187",""
"","1007407","","","","0","93","","2","1007407188",""
"0.2","1007407","1","0","","mhp_talk_joy2","3","","102511","1007407189",""
"","1007407","0","","0","vo_mhp_2013","21","","vo_mhp_1007407","1007407190",""
"0","1007407","7","0","1","こ、こんなものがあるなんて……\nもっと早く着けたかったです！","11","0","102511","1007407191","0.5"
"","1007407","","","","","91","","0","1007407192",""
"0.2","1007407","1","0","","mhp_idle_normal","3","","102511","1007407193",""
"0.2","1007407","1","0","","mhp_talk_normal","3","","117531","1007407194",""
"","1007407","0","","0","vo_mhp_2014","21","","vo_mhp_1007407","1007407195",""
"0","1007407","5","0","1","それはあくまで補助器具よ\n一番大事なのはあなた自身の慎重さ\nそれを忘れないでちょうだい。","11","0","117531","1007407196","0.5"
"","1007407","","","","","91","","0","1007407197",""
"0.2","1007407","1","0","","mhp_idle_normal","3","","117531","1007407198",""
"0.2","1007407","1","0","","mhp_talk_normal","3","","102511","1007407199",""
"","1007407","0","","0","vo_mhp_2015","21","","vo_mhp_1007407","1007407200",""
"","1007407","6","0","1","ありがとうございます先生！\n私、絶対にドジを克服してみせます！","11","0","102511","1007407201","0.5"
"","1007407","","","","","91","","0","1007407202",""
"","1007407","","","","0","22","","0","1007407203",""
"0.2","1007407","1","0","","mhp_walk","3","","102511","1007407204",""
"","1007407","","","","1","4","","102511","1007407205",""
"","1007407","-220","0","5","-1000","2","","102511","1007407206",""
"","1007407","","","","","93","","0.5","1007407207",""
"0","1007407","2","","","6","12","0","102511","1007407208",""
"","1007407","","","","0","93","","4","1007407209",""
"0.2","1007407","1","0","","mhp_sit_talk_normal","3","","117631","1007407210",""
"","1007407","0","","0","vo_mhp_2016","21","","vo_mhp_1007407","1007407211",""
"0","1007407","8","0","1","先生、今のって本物？","11","0","117631","1007407212","0.5"
"","1007407","","","","","91","","0","1007407213",""
"0.2","1007407","1","0","","mhp_sit_idle","3","","117631","1007407214",""
