008e8ceedb9e3a718c67847df7cb6ba43fce42af7e531bfa63fabfbf9905883d,c71728ea6f475203009f7c859316252812c5079ca0083b2c371f075097f91742,08bf7d63075eab7a931a8d43ce587799fd3116ff87b1b81c5969f61d054359b7,08eef09ad2dc09aaaf0941a9c4d91b2cc079dabb82b71b8de8d80166928ae204,3a5f6af322747637cac99633371f415731a5e47ca48e101913db549b1d2cac37,37d076043316c5e0fe8099448b70ff2ab322f8185d4a77468f838ccfeb8d68ba,eb800081d31058f1606161f6d55957fc3b4c7387125d90837093b076078e3493,64aa37d72ff26e9012978bd4518aafdaf47319580529e043f5e8f31b47019567,9ecfea11a3970038fd05950d6e1bf7c9785dc128b407714ef13f5279e844be80,b1781607922d264989d31c11dc1b2e5fa0d2a745215eb61dd7b3516fd0b0c217,ba6c39bdd91484e96668339813d69c0b282d3257f60db2be378496789fa9fe6b
"","16114072","16114","0","","21","vo_wac_16114_003","","0","","vo_wac_16114"
"0","16114073","16114","10","0.5","11","妹も！　妹もいましたからね！\nお姉ちゃん！","0","1","1","101111"
"","16114074","16114","","","91","","","","","0"
"","16114075","16114","1","","3","wac_birthday_idle_doya","0.2","","","101111"
"","16114076","16114","1","","3","wac_birthday_talk_smile","0.2","","","106811"
"","16114077","16114","0","","21","vo_wac_16114_004","","0","","vo_wac_16114"
"0","16114078","16114","10","0.5","11","はは、これはアタシだけじゃあ\n食べきれないなあ。\nもちろん、手伝ってくれるん\nだよね、少年？","0","1","1","106811"
"","16114079","16114","","","91","","","","","0"
"","16114080","16114","","","22","","","","","0"
"","16414001","16414","","","25","bgm_M321_2C","","","","bgm_M321"
"0","16414002","16414","250","wac_birthday_idle_normal","1","105311","2","-1000","-70","1"
"1","16414003","16414","256","wac_birthday_idle_doya","1","103011","2","170","-260","1"
"1","16414004","16414","259","wac_birthday_idle_smile","1","100811","2","270","-310","1"
"1","16414005","16414","257","wac_birthday_idle_normal","1","104511","2","400","-270","1"
"1","16414006","16414","258","wac_birthday_idle_wish","1","105511","2","500","-310","1"
"","16414007","16414","","","13","300","","","","105311"
"","16414008","16414","","","13","300","","","","103011"
"","16414009","16414","0","","31","501","0","0","1","501"
"","16414010","16414","0","","31","600","1","0","1","600"
"","16414011","16414","0","","31","602","0","0","1","602"
"","16414012","16414","0","","31","603","0","0","1","603"
"","16414013","16414","30","","31","604","1","60","1","604"
"","16414014","16414","0","","31","613","1","0","1","613"
"","16414015","16414","0","","31","700","0","0","1","700"
"","16414016","16414","0","","31","701","0","0","1","701"
"","16414017","16414","0","","31","702","0","0","1","702"
"","16414018","16414","0","","31","800","0","0","1","800"
"","16414019","16414","30","","31","918","1","60","1","918"
"","16414020","16414","","","93","","","","","1"
"0.2","16414021","16414","0","","3","wac_birthday_reaction_03","0.2","wac_birthday_reaction_05","1","100811"
"0.2","16414022","16414","0","","3","wac_birthday_reaction_01","0.2","wac_birthday_reaction_03","1","103011"
"","16414023","16414","","","93","","","","","0.1"
"0.2","16414024","16414","0","","3","wac_birthday_reaction_01","0.2","wac_birthday_reaction_04","1","104511"
"0.2","16414025","16414","0","","3","wac_birthday_reaction_05","0.2","wac_birthday_reaction_03","1","105511"
"","16414026","16414","","","93","","","","","0.3"
"","16414027","16414","1","","3","wac_birthday_run_01","0.2","","","105311"
"","16414028","16414","-70","","2","0","","3","","105311"
"","16414029","16414","","","93","","","","","2.5"
"","16414030","16414","","","32","1","","","","602"
"","16414031","16414","","","93","","","","","0.6"
"","16414032","16414","","","32","1","","","","501"
"","16414033","16414","","","32","0","","","","600"
"","16414034","16414","","","32","0","","","","613"
"","16414035","16414","","","32","0","","","","604"
"","16414036","16414","","","32","1","","","","701"
"","16414037","16414","0","","33","0","","0.01","","918"
"0.2","16414038","16414","0","","3","wac_birthday_blowout_03","0.2","wac_birthday_wish_01","1","105311"
"","16414039","16414","-330","","2","-200","","0.01","","105311"
"","16414040","16414","1","","3","wac_birthday_idle_doya","0.2","","","103011"
"","16414041","16414","-320","","2","150","","0.01","","103011"
"","16414042","16414","1","","3","wac_birthday_idle_smile","0.2","","","100811"
"","16414043","16414","-360","","2","260","","0.01","","100811"
"","16414044","16414","1","","3","wac_birthday_idle_normal","0.2","","","104511"
"","16414045","16414","-320","","2","390","","0.01","","104511"
"","16414046","16414","1","","3","wac_birthday_idle_wish","0.2","","","105511"
"","16414047","16414","-340","","2","490","","0.01","","105511"
"","16414048","16414","","","93","","","","","0"
"","16414049","16414","","","32","1","","","","800"
"","16414050","16414","","","93","","","","","0.7"
"","16414051","16414","","","32","1","","","","702"
"","16414052","16414","","","93","","","","","0.5"
"","16414053","16414","0","","23","se_sys_login_birthday_blow_candle","","","","se_common"
"","16414054","16414","","","32","0","","","","701"
"","16414055","16414","","","93","","","","","0.4"
"","16414056","16414","0","","23","se_sys_login_birthday_cracker","","","","se_common"
"","16414057","16414","","","32","1","","","","700"
"","16414058","16414","0","","23","se_sys_login_birthday_calendar_applause","","","","se_common"
"0.2","16414059","16414","0","","3","wac_birthday_clap","0.2","wac_birthday_idle_doya","1","103011"
"0.2","16414060","16414","0","","3","wac_birthday_clap","0.2","wac_birthday_idle_normal","1","104511"
"","16414061","16414","","","93","","","","","0.1"
"0.2","16414062","16414","0","","3","wac_birthday_clap","0.2","wac_birthday_idle_smile","1","100811"
"","16414063","16414","","","93","","","","","0.1"
"0.2","16414064","16414","0","","3","wac_birthday_clap_to_wish","0.2","wac_birthday_idle_wish","1","105511"
"","16414065","16414","","","93","","","","","2"
"","16414066","16414","","","131","","","","","1"
"","16414067","16414","0","","21","vo_wac_16414_000","","0","","vo_wac_16414"
"0","16414068","16414","10","0.5","11","私の誕生日祝い、だと……？\nな、なんと巨大なケーキだ！\nそれにとんでもなく香しい匂いが……！\nこれを私のために……？","0","1","1","105311"
"","16414069","16414","","","91","","","","","0"
"","16414070","16414","1","","3","wac_birthday_idle_smile","0.2","","","105311"
"","16414071","16414","1","","3","wac_birthday_talk_kyapi","0.2","","","103011"
"","16414072","16414","0","","21","vo_wac_16414_001","","0","","vo_wac_16414"
"0","16414073","16414","10","0.5","11","イエース！　スウィートなものを\nコレデモカとテンコ盛りにした、\nスペシャルスウィートケーキデス！\nお召し上がりクダサーイ！","0","1","1","103011"
"","16414074","16414","","","91","","","","","0"
"","16414075","16414","1","","3","wac_birthday_idle_kyapi","0.2","","","103011"
"","16414076","16414","1","","3","wac_birthday_talk_sad","0.2","","","105311"
"","16414077","16414","0","","21","vo_wac_16414_002","","0","","vo_wac_16414"
"0","16414078","16414","10","0.5","11","いったいどれだけ砂糖を使ったんだ！？\n尋常じゃなく甘い匂いがする……\nくぅっ、甘味は控え目にと歯医者さんに\n言われたばかりなのに……！","0","1","1","105311"
"","16414079","16414","","","91","","","","","0"
"","16414080","16414","1","","3","wac_birthday_talk_doya","0.2","","","105311"
"","16414081","16414","0","","21","vo_wac_16414_003","","0","","vo_wac_16414"
"0","16414082","16414","10","0.5","11","し、しかし……部下の気持ちを\n無下にしてはいけないな！\nうむ、それなら完食もやむなしだ！\n早速いただくとしよう！","0","1","1","105311"
"","16414083","16414","","","91","","","","","0"
"","16414084","16414","","","22","","","","","0"
"","16614001","16614","","","25","bgm_M321_2C","","","","bgm_M321"
"0","16614002","16614","250","wac_birthday_idle_normal","1","102711","2","-1000","-70","1"
"1","16614003","16614","256","wac_birthday_idle_smile","1","105611","2","170","-260","1"
"1","16614004","16614","259","wac_birthday_idle_doya","1","100911","2","270","-310","1"
"1","16614005","16614","257","wac_birthday_idle_normal","1","105111","2","380","-270","1"
"1","16614006","16614","258","wac_birthday_idle_kyapi","1","101311","2","510","-310","1"
"","16614007","16614","","","13","300","","","","102711"
"","16614008","16614","","","13","300","","","","105611"
"","16614009","16614","0","","31","501","0","0","1","501"
"","16614010","16614","0","","31","600","1","0","1","600"
"","16614011","16614","0","","31","602","0","0","1","602"
"","16614012","16614","0","","31","603","0","0","1","603"
"","16614013","16614","30","","31","604","1","60","1","604"
"","16614014","16614","0","","31","613","1","0","1","613"
"","16614015","16614","0","","31","700","0","0","1","700"
"","16614016","16614","0","","31","701","0","0","1","701"
"","16614017","16614","0","","31","702","0","0","1","702"
"","16614018","16614","0","","31","800","0","0","1","800"
"","16614019","16614","30","","31","919","1","60","1","919"
"","16614020","16614","","","93","","","","","1"
"0.2","16614021","16614","0","","3","wac_birthday_reaction_01","0.2","wac_birthday_reaction_03","1","100911"
"0.2","16614022","16614","0","","3","wac_birthday_reaction_02","0.2","wac_birthday_reaction_03","1","105611"
"","16614023","16614","","","93","","","","","0.1"
"0.2","16614024","16614","0","","3","wac_birthday_reaction_01","0.2","wac_birthday_reaction_04","1","105111"
"0.2","16614025","16614","0","","3","wac_birthday_reaction_03","0.2","wac_birthday_reaction_05","1","101311"
"","16614026","16614","","","93","","","","","0.3"
"","16614027","16614","1","","3","wac_birthday_run_01","0.2","","","102711"
"","16614028","16614","-70","","2","0","","3","","102711"
"","16614029","16614","","","93","","","","","2.5"
"","16614030","16614","","","32","1","","","","602"
"","16614031","16614","","","93","","","","","0.6"
"","16614032","16614","","","32","1","","","","501"
"","16614033","16614","","","32","0","","","","600"
"","16614034","16614","","","32","0","","","","613"
"","16614035","16614","","","32","0","","","","604"
"","16614036","16614","","","32","1","","","","701"
"","16614037","16614","0","","33","0","","0.01","","919"
"0.2","16614038","16614","0","","3","wac_birthday_eriko_blowout_03","0.2","wac_birthday_eriko_wish_04","1","102711"
"","16614039","16614","-330","","2","-200","","0.01","","102711"
"","16614040","16614","1","","3","wac_birthday_idle_smile","0.2","","","105611"
"","16614041","16614","-320","","2","150","","0.01","","105611"
"","16614042","16614","1","","3","wac_birthday_idle_doya","0.2","","","100911"
"","16614043","16614","-360","","2","250","","0.01","","100911"
"","16614044","16614","1","","3","wac_birthday_idle_normal","0.2","","","105111"
"","16614045","16614","-320","","2","370","","0.01","","105111"
"","16614046","16614","1","","3","wac_birthday_idle_kyapi","0.2","","","101311"
"","16614047","16614","-340","","2","490","","0.01","","101311"
"","16614048","16614","","","93","","","","","0"
"","16614049","16614","","","32","1","","","","800"
"","16614050","16614","","","93","","","","","0.7"
"","16614051","16614","","","32","1","","","","702"
"","16614052","16614","","","93","","","","","0.5"
"","16614053","16614","0","","23","se_sys_login_birthday_blow_candle","","","","se_common"
"","16614054","16614","","","32","0","","","","701"
"","16614055","16614","","","93","","","","","0.4"
"","16614056","16614","0","","23","se_sys_login_birthday_cracker","","","","se_common"
"","16614057","16614","","","32","1","","","","700"
"","16614058","16614","0","","23","se_sys_login_birthday_calendar_applause","","","","se_common"
"0.2","16614059","16614","0","","3","wac_birthday_clap","0.2","wac_birthday_idle_smile","1","105611"
"0.2","16614060","16614","0","","3","wac_birthday_clap","0.2","wac_birthday_idle_normal","1","105111"
"","16614061","16614","","","93","","","","","0.1"
"0.2","16614062","16614","0","","3","wac_birthday_clap","0.2","wac_birthday_idle_doya","1","100911"
"","16614063","16614","","","93","","","","","0.1"
"0.2","16614064","16614","0","","3","wac_birthday_clap","0.2","wac_birthday_idle_kyapi","1","101311"
"","16614065","16614","","","93","","","","","2"
"","16614066","16614","","","131","","","","","1"
"","16614067","16614","0","","21","vo_wac_16614_000","","0","","vo_wac_16614"
"0","16614068","16614","10","0.5","11","誕生、日……？\n私のですか？\nなぜそんなことを\n覚えているのですか？","0","1","1","102711"
"","16614069","16614","","","91","","","","","0"
"","16614070","16614","1","","3","wac_birthday_eriko_idle_wish","0.2","","","102711"
"","16614071","16614","1","","3","wac_birthday_talk_doya","0.2","","","105611"
"","16614072","16614","0","","21","vo_wac_16614_001","","0","","vo_wac_16614"
"0","16614073","16614","10","0.5","11","なぜって、同じギルドの\nメンバーじゃないか。\nいつも身を挺して戦ってくれてる\nアンタに、心ばかりのお礼だよ。","0","1","1","105611"
"","16614074","16614","","","91","","","","","0"
"","16614075","16614","1","","3","wac_birthday_idle_doya","0.2","","","105611"
"","16614076","16614","1","","3","wac_birthday_talk_normal","0.2","","","102711"
"","16614077","16614","0","","21","vo_wac_16614_002","","0","","vo_wac_16614"
"0","16614078","16614","10","0.5","11","………………そう、ですか。\nそれならありがたく\nいただくことにしましょう。","0","1","1","102711"
"","16614079","16614","","","91","","","","","0"
"","16614080","16614","1","","3","wac_birthday_talk_wish","0.2","","","102711"
"","16614081","16614","0","","21","vo_wac_16614_003","","0","","vo_wac_16614"
"0","16614082","16614","10","0.5","11","はむっ。\n……ふふ、甘い、ですね。\nまるであのおかたの優しさのよう。\n……ありがとうござい、ます。","0","1","1","102711"
"","16614083","16614","","","91","","","","","0"
"","16614084","16614","","","22","","","","","0"
"","17414001","17414","","","25","bgm_M321_2C","","","","bgm_M321"
"0","17414002","17414","250","wac_birthday_idle_normal","1","110811","2","-1000","-70","1"
"1","17414003","17414","256","wac_birthday_idle_kyapi","1","110911","2","230","-270","1"
"1","17414004","17414","257","wac_birthday_idle_doya","1","111011","2","410","-310","1"
"","17414005","17414","","","13","300","","","","110811"
"","17414006","17414","","","13","300","","","","110911"
"","17414007","17414","0","","31","501","0","0","1","501"
"","17414008","17414","0","","31","600","1","0","1","600"
"","17414009","17414","0","","31","602","0","0","1","602"
"","17414010","17414","0","","31","603","0","0","1","603"
