709ab31ad96c44ad4f33078e15c69892bb7c6ae2008adce2382f9f78d852bfb4,75b897c98b721894b0e6174a7c214762d8d5d0c14bcc19a1acc1865e17371796,c166b3b04841c4d9cc0f48364394cd0eb7f041d5da7de7f42d06fb3c8afed6ba,e9b071f23b99e6873b11117daf2bd3c28a5ca8ed1d84e91330fb5e33b639d823,3c667f2269d2972929ad54cef66b198901150a6dee68582e36ec2034f8c23c11,3781aefbf8f7844f157007cf1ff4e2b4c300cdd86aaa1d0980b64cea756ae2d8,c1f3d4ed2c183b4ca29fd2001296e063985a94c67e080bd2b7e87be7267daafd,c5a1f912046761f01c47961b2c008391a570d5859dab7faa8a9a4731fcfa2a25,06547bc27f146f77268bd34885031bebfe56949b50291d59af905a478f99acb5,1dceb52d2b23be1e3f63b3efa624dd529127c635053379f3848610ec9d45898e,0502e6a6175c6ba9d4596daf37d913f4ad6c1513a45f50f794bd2fbe9fda9224
"-100","2","106611","1","1","6111","wac_default_21","0","-108","202","6111001"
"-100","2","111","1","5","6111","wac_default_23","0","-108","201","6111002"
"1","1","19","19","31","6111","","","0","0","6111003"
"1","0","2","2","31","6111","","","0","0","6111004"
"1","0","20","20","31","6111","","","0","0","6111005"
"0","0.2","wac_paint_21","106611","3","6111","","","","0","6111006"
"0","0.2","wac_paint_23","111","3","6111","","","","0","6111007"
"","","0","0","93","6111","","","","","6111008"
"","","1","20","32","6111","","","","","6111009"
"","","se_sys_login_birthday_calendar_brush","se_common","23","6111","","","","0","6111010"
"","","300","106611","13","6111","","","","","6111011"
"","","","1","131","6111","","","","","6111012"
"1","0.2","wac_talk_wish_in","106611","3","6112","","","wac_talk_wish_loop","0","6112001"
"","0.2","wac_no_items","111","3","6112","","","","1","6112002"
"","","200","106611","2","6112","","","0","-340","6112003"
"","","200","111","2","6112","","","0","-340","6112004"
"","","0","19","32","6112","","","","","6112005"
"","","1","2","32","6112","","","","","6112006"
"","","0","20","32","6112","","","","","6112007"
"","","vo_wac_220416_000","vo_wac_220416","21","6112","","","0","0","6112008"
"1","0","ファミリーのみんなに\n描いた絵を褒められたです！\n下っ端のくせに見る目があるです♪","106611","11","6112","0.5","0","1","10","6112009"
"","","","0","91","6112","","","","","6112010"
"","","vo_wac_220416_001","vo_wac_220416","21","6112","","","0","0","6112011"
"1","0","はっ！？　こうして人望を\n勝ち取っていけば下克上の日も近──\nボ、ボスは近くにいませんよね？","106611","11","6112","0.5","0","1","10","6112012"
"","","","0","91","6112","","","","","6112013"
"","","0","0","22","6112","","","","","6112014"
"","0.2","wac_idle_wish","106611","3","6113","","","","1","6113001"
"","0.2","wac_no_items","111","3","6113","","","","1","6113002"
"","","200","106611","2","6113","","","0","-340","6113003"
"","","200","111","2","6113","","","0","-340","6113004"
"","","0","19","32","6113","","","","","6113005"
"","","1","2","32","6113","","","","","6113006"
"","","0","20","32","6113","","","","","6113007"
"","","","0","91","6113","","","","","6113008"
"-205","2","106611","1","1","6211","wac_default_31","0","-167","202","6211001"
"-350","2","106511","1","1","6211","wac_default_bot_41","0","-64","254","6211002"
"-325","2","106711","1","1","6211","wac_default_51","0","230","252","6211003"
"-205","2","111","1","5","6211","wac_default_36","0","-167","201","6211004"
"-350","2","112","1","5","6211","wac_default_41","0","-64","253","6211005"
"-325","2","113","1","5","6211","wac_default_bot_56","0","230","251","6211006"
"","","300","106711","13","6211","","","","","6211007"
"","","300","106611","13","6211","","","","","6211008"
"","","300","106511","13","6211","","","","","6211009"
"1","1","5","5","31","6211","","","0","0","6211010"
"1","0","10","10","31","6211","","","0","0","6211011"
"1","0","15","15","31","6211","","","0","0","6211012"
"0","0.2","wac_paint_31","106611","3","6211","","","","0","6211013"
"0","0.2","wac_paint_36","111","3","6211","","","","0","6211014"
"0","0.2","wac_paint_bot_41","106511","3","6211","","","","0","6211015"
"0","0.2","wac_paint_41","112","3","6211","","","","0","6211016"
"0","0.2","wac_paint_bot_51","106711","3","6211","","","","0","6211017"
"0","0.2","wac_paint_bot_56","113","3","6211","","","","0","6211018"
"","","0","0","93","6211","","","","","6211019"
"","","1","15","32","6211","","","","","6211020"
"","","se_sys_login_birthday_calendar_smallbrush","se_common","23","6211","","","","0","6211021"
"","","","1","131","6211","","","","","6211022"
"","0","wac_idle_smile","106711","3","6212","","","","1","6212001"
"","0","wac_idle_sad_L","106611","3","6212","","","","1","6212002"
"","0","wac_idle_smile","106511","3","6212","","","","1","6212003"
"","0","wac_no_items","111","3","6212","","","","1","6212004"
"","0","wac_no_items","112","3","6212","","","","1","6212005"
"","0","wac_no_items","113","3","6212","","","","1","6212006"
"","","190","106711","2","6212","","","0","-335","6212007"
"","","-190","106611","2","6212","","","0","-360","6212008"
"","","422","106511","2","6212","","","0","-360","6212009"
"","","190","111","2","6212","","","0","-335","6212010"
"","","-190","112","2","6212","","","0","-360","6212011"
"","","422","113","2","6212","","","0","-360","6212012"
"","","0","5","32","6212","","","","","6212013"
"","","1","10","32","6212","","","","","6212014"
"","","0","15","32","6212","","","","","6212015"
"1","0.2","wac_talk_smile_in","106711","3","6212","","","wac_talk_smile_loop","0","6212016"
"","","vo_wac_220417_000","vo_wac_220417","21","6212","","","0","0","6212017"
"1","0","完成だね♪\nうんうん、けっこういい出来じゃない？\nみんなにこんな才能があるなんて\n知らなかったな～","106711","11","6212","0.5","0","1","10","6212018"
"","","","0","91","6212","","","","","6212019"
"1","0.2","wac_idle_smile","106711","3","6212","","","","1","6212020"
"1","0.2","wac_talk_sad_in_L","106611","3","6212","","","wac_talk_sad_loop_L","0","6212021"
"","","vo_wac_220417_001","vo_wac_220417","21","6212","","","0","0","6212022"
"1","0","ボ、ボスに普通に褒められると\nそれはそれでなんかおっかねーです！\n後で弱みを握られたりしないように\n消しとくべきなんじゃ……？","106611","11","6212","0.5","0","1","10","6212023"
"","","","0","91","6212","","","","","6212024"
"1","0.2","wac_idle_sad_L","106611","3","6212","","","","1","6212025"
"1","0.2","wac_talk_smile_in","106511","3","6212","","","wac_talk_smile_loop","0","6212026"
"","","vo_wac_220417_002","vo_wac_220417","21","6212","","","0","0","6212027"
"1","0","素直に受け取れよ、イノリ。\nオレはこの絵、\nめちゃくちゃ気に入ってるぜ？\nへへ、次もこの調子で描いていこうぜ！","106511","11","6212","0.5","0","1","10","6212028"
"","","","0","91","6212","","","","","6212029"
"","","0","0","22","6212","","","","","6212030"
"","","","","111","6212","","","","","6212031"
"","0.2","wac_idle_smile","106711","3","6213","","","","1","6213001"
"","0.2","wac_idle_sad_L","106611","3","6213","","","","1","6213002"
"","0.2","wac_idle_smile","106511","3","6213","","","","1","6213003"
"","0.2","wac_no_items","111","3","6213","","","","1","6213004"
"","0.2","wac_no_items","112","3","6213","","","","1","6213005"
"","0.2","wac_no_items","113","3","6213","","","","1","6213006"
"","","190","106711","2","6213","","","0","-335","6213007"
"","","-190","106611","2","6213","","","0","-360","6213008"
"","","422","106511","2","6213","","","0","-360","6213009"
"","","190","111","2","6213","","","0","-335","6213010"
"","","-190","112","2","6213","","","0","-360","6213011"
"","","422","113","2","6213","","","0","-360","6213012"
"","","0","5","32","6213","","","","","6213013"
"","","1","10","32","6213","","","","","6213014"
"","","0","15","32","6213","","","","","6213015"
"","","","0","91","6213","","","","","6213016"
"-212.75","2","106011","1","1","6311","wac_default_01","0","-108","202","6311001"
"-212.75","2","111","1","5","6311","wac_default_01","0","-108","201","6311002"
"1","1","1","1","31","6311","","","0","0","6311003"
"1","0","2","2","31","6311","","","0","0","6311004"
"1","0","11","11","31","6311","","","0","0","6311005"
"0","0.2","wac_paint_01","106011","3","6311","","","","0","6311006"
"0","0.2","wac_paint_01","111","3","6311","","","","0","6311007"
"","","0","0","93","6311","","","","","6311008"
"","","1","11","32","6311","","","","","6311009"
"","","se_10035700_brush","se_10035700","23","6311","","","","0","6311010"
"","","300","106011","13","6311","","","","","6311011"
"","","","1","131","6311","","","","","6311012"
"1","0.2","wac_talk_wish_in","106011","3","6312","","","wac_talk_wish_loop","0","6312001"
"","0.2","wac_no_items","111","3","6312","","","","1","6312002"
"","","200","106011","2","6312","","","0","-340","6312003"
"","","200","111","2","6312","","","0","-340","6312004"
"","","0","1","32","6312","","","","","6312005"
"","","1","2","32","6312","","","","","6312006"
"","","0","11","32","6312","","","","","6312007"
"","","vo_wac_220418_000","vo_wac_220418","21","6312","","","0","0","6312008"
"1","0","はい完成～っと♪\nふっふーん！\nだいぶコツがつかめてきたわ。","106011","11","6312","0.5","0","1","10","6312009"
"","","","0","91","6312","","","","","6312010"
"","","vo_wac_220418_001","vo_wac_220418","21","6312","","","0","0","6312011"
"1","0","こうやって上達が目に見えると\n気分いいわね～♪","106011","11","6312","0.5","0","1","10","6312012"
"","","","0","91","6312","","","","","6312013"
"","","0","0","22","6312","","","","","6312014"
"","0.2","wac_idle_wish","106011","3","6313","","","","1","6313001"
"","0.2","wac_no_items","111","3","6313","","","","1","6313002"
"","","200","106011","2","6313","","","0","-340","6313003"
"","","200","111","2","6313","","","0","-340","6313004"
"","","0","1","32","6313","","","","","6313005"
"","","1","2","32","6313","","","","","6313006"
"","","0","11","32","6313","","","","","6313007"
"","","","0","91","6313","","","","","6313008"
"-212.75","2","105911","1","1","6411","wac_default_01","0","-108","202","6411001"
"-212.75","2","111","1","5","6411","wac_default_03","0","-108","201","6411002"
"1","1","1","1","31","6411","","","0","0","6411003"
"1","0","2","2","31","6411","","","0","0","6411004"
"1","0","11","11","31","6411","","","0","0","6411005"
"0","0.2","wac_paint_01","105911","3","6411","","","","0","6411006"
"0","0.2","wac_paint_03","111","3","6411","","","","0","6411007"
"","","0","0","93","6411","","","","","6411008"
"","","1","11","32","6411","","","","","6411009"
"","","se_10035700_brush","se_10035700","23","6411","","","","0","6411010"
"","","300","105911","13","6411","","","","","6411011"
"","","","1","131","6411","","","","","6411012"
"1","0.2","wac_talk_wish_in","105911","3","6412","","","wac_talk_wish_loop","0","6412001"
"","0.2","wac_no_items","111","3","6412","","","","1","6412002"
"","","200","105911","2","6412","","","0","-340","6412003"
"","","200","111","2","6412","","","0","-340","6412004"
"","","0","1","32","6412","","","","","6412005"
"","","1","2","32","6412","","","","","6412006"
"","","0","11","32","6412","","","","","6412007"
"","","vo_wac_220419_000","vo_wac_220419","21","6412","","","0","0","6412008"
"1","0","わたくしにも、絵心というものが\nわかってきた気がいたします。","105911","11","6412","0.5","0","1","10","6412009"
"","","","0","91","6412","","","","","6412010"
"","","vo_wac_220419_001","vo_wac_220419","21","6412","","","0","0","6412011"
"1","0","主さまにもお気に召して\nいただけるはず……\nふふ、わたくし、\n楽しくなってまいりました♪","105911","11","6412","0.5","0","1","10","6412012"
"","","","0","91","6412","","","","","6412013"
"","","0","0","22","6412","","","","","6412014"
"","0.2","wac_idle_wish","105911","3","6413","","","","1","6413001"
"","0.2","wac_no_items","111","3","6413","","","","1","6413002"
"","","200","105911","2","6413","","","0","-340","6413003"
"","","200","111","2","6413","","","0","-340","6413004"
"","","0","1","32","6413","","","","","6413005"
"","","1","2","32","6413","","","","","6413006"
"","","0","11","32","6413","","","","","6413007"
"","","","0","91","6413","","","","","6413008"
"-212.75","2","106411","1","1","6511","wac_default_01","0","-108","202","6511001"
"-212.75","2","111","1","5","6511","wac_default_02","0","-108","201","6511002"
"1","1","1","1","31","6511","","","0","0","6511003"
"1","0","2","2","31","6511","","","0","0","6511004"
"1","0","11","11","31","6511","","","0","0","6511005"
"0","0.2","wac_paint_01","106411","3","6511","","","","0","6511006"
"0","0.2","wac_paint_02","111","3","6511","","","","0","6511007"
"","","0","0","93","6511","","","","","6511008"
"","","1","11","32","6511","","","","","6511009"
"","","se_10035700_brush","se_10035700","23","6511","","","","0","6511010"
"","","300","106411","13","6511","","","","","6511011"
"","","","1","131","6511","","","","","6511012"
"1","0.2","wac_talk_smile_in","106411","3","6512","","","wac_talk_smile_loop","0","6512001"
"","0.2","wac_no_items","111","3","6512","","","","1","6512002"
"","","200","106411","2","6512","","","0","-340","6512003"
"","","200","111","2","6512","","","0","-340","6512004"
"","","0","1","32","6512","","","","","6512005"
"","","1","2","32","6512","","","","","6512006"
"","","0","11","32","6512","","","","","6512007"
"","","vo_wac_220420_000","vo_wac_220420","21","6512","","","0","0","6512008"
"1","0","うん、上出来だわ♪\nちょっとずつだけど\nうまくなってる気がする！","106411","11","6512","0.5","0","1","10","6512009"
"","","","0","91","6512","","","","","6512010"
"","","vo_wac_220420_001","vo_wac_220420","21","6512","","","0","0","6512011"
"1","0","自信作が描けると\n誰かに見せたくなるわね。\nママ──じゃなかった！\nコッコロさんに見てもらっちゃおう♪","106411","11","6512","0.5","0","1","10","6512012"
"","","","0","91","6512","","","","","6512013"
"","","0","0","22","6512","","","","","6512014"
"","0.2","wac_idle_smile","106411","3","6513","","","","1","6513001"
"","0.2","wac_no_items","111","3","6513","","","","1","6513002"
"","","200","106411","2","6513","","","0","-340","6513003"
"","","200","111","2","6513","","","0","-340","6513004"
"","","0","1","32","6513","","","","","6513005"
"","","1","2","32","6513","","","","","6513006"
"","","0","11","32","6513","","","","","6513007"
"","","","0","91","6513","","","","","6513008"
"-212.75","2","100411","1","1","6611","wac_default_11","0","-108","202","6611001"
"-212.75","2","111","1","5","6611","wac_default_11","0","-108","201","6611002"
"1","1","1","1","31","6611","","","0","0","6611003"
"1","0","2","2","31","6611","","","0","0","6611004"
"1","0","11","11","31","6611","","","0","0","6611005"
"0","0.2","wac_paint_11","100411","3","6611","","","","0","6611006"
"0","0.2","wac_paint_11","111","3","6611","","","","0","6611007"
"","","0","0.3","93","6611","","","","","6611008"
"","","1","11","32","6611","","","","","6611009"
"","","se_10035700_roller","se_10035700","23","6611","","","","0","6611010"
"","","300","100411","13","6611","","","","","6611011"
"","","","1","131","6611","","","","","6611012"
"1","0.2","wac_talk_smile_in","100411","3","6612","","","wac_talk_smile_loop","0","6612001"
"","0.2","wac_no_items","111","3","6612","","","","1","6612002"
"","","200","100411","2","6612","","","0","-340","6612003"
"","","200","111","2","6612","","","0","-340","6612004"
"","","0","1","32","6612","","","","","6612005"
"","","1","2","32","6612","","","","","6612006"
"","","0","11","32","6612","","","","","6612007"
