8c6d89d369cf5cc2ea68802d36652bfe1ac470a7a0695bb35e41ea3cdbb4f341,c963a1c385c10f3c9464b451f617b2769ac6c3e4f213208bf1574c1571bbddc0,22dda74551b722271d52f739e0b9ded8d6563dc4be269232bb371ad3ac2ebdc5,81e94225cff977229d1ec52ee67bcafbdc9170b5dbe0ac5e0b534a73cbd52e27,25b5d0c58051a58feb5facfe882d7d2d1ca8c0295074731e34970389595cc3e4,d62e10d1d3f0d3737c7be20bfc05b31206e1771a8f32443a985fe4e4418895ca,d0cf4a4b66d93e441c8708f2752119b3dc88123ab304805326b9cf320f32709c,74b7cb235d9ddca305bb1dfe404d7ea9fcad8d2239f8dcba2e488182cd6cae5b,34337f8905c95e695822cbb10efb3766822af1e117df77c2f61b9bce4425965b,9610f37803bfe9982842b90599233ba41bc87d23758f49d0aba38d420fc494ab,a7a8a2939ced53be797e4ef1418d32ec3e6d76120625df55c7d127f87bcd4ade
"","","","","1007407","","1","","2","93","1007407057"
"0.2","","","","1007407","1","mhp_sit_talk_sad","","117531","3","1007407058"
"","","","","1007407","","","","1007407056","91","1007407059"
"0.2","","","","1007407","1","mhp_sit_idle","","117531","3","1007407060"
"0.2","","","","1007407","1","mhp_sit_talk_sad","","102511","3","1007407061"
"","","","","1007407","0","vo_mhp_2007","0","vo_mhp_1007407","21","1007407062"
"0","0","0.5","0","1007407","6","や、やっぱりこんな非常識なこと\nお医者さんに頼んだりしちゃ\nダメですよね……","1","102511","11","1007407063"
"","","","","1007407","","","","0","91","1007407064"
"0.2","","","","1007407","1","mhp_sit_idle_sad","","102511","3","1007407065"
"0.2","","","","1007407","1","mhp_sit_talk_thinking","","117531","3","1007407066"
"","","","","1007407","0","vo_mhp_2008","0","vo_mhp_1007407","21","1007407067"
"0","0","0.5","0","1007407","5","……闇医者とはいえ\n私にも面子というものがあるわ\nやるだけやってあげるわ\nそうね、あなたには――","1","117531","11","1007407068"
"","","","","1007407","","","","0","91","1007407069"
"","","","","1007407","0","1007407073","","ドジナオールを処方するわ。","103","1007407070"
"","","","","1007407","0","1007407115","","魔丸ドジ殺しを処方するわ。","103","1007407071"
"","","","","1007407","0","1007407157","","このドジ矯正サポーターを着けなさい。","103","1007407072"
"0.2","0","","","1007407","1","mhp_sit_idle","","117531","3","1007407073"
"0.2","0","","","1007407","1","mhp_sit_talk_surprise2","","102511","3","1007407074"
"","","","","1007407","0","vo_mhp_2009","0","vo_mhp_1007407","21","1007407075"
"0","0","0.5","0","1007407","8","そ、そんな薬があるんですか！","1","102511","11","1007407076"
"","","","","1007407","","","","0","91","1007407077"
"0.2","1","","0","1007407","0","mhp_sit_out","mhp_idle_normal","117531","3","1007407078"
"","","","","1007407","","0","","0.6","93","1007407079"
"0.2","1","","0","1007407","0","mhp_sit_out","mhp_idle_normal","102511","3","1007407080"
"","","","","1007407","","0","","0.2","93","1007407081"
"0.2","0","","","1007407","1","mhp_walk","","102511","3","1007407082"
"","0","","","1007407","-220","35","1.5","102511","2","1007407083"
"","0","","","1007407","-220","35","1.5","31","2","1007407084"
"","0","","","1007407","-220","35","1.5","11","2","1007407085"
"","0","","","1007407","-220","35","1.5","12","2","1007407086"
"","","","","1007407","","0","","0.3","93","1007407087"
"0.2","1","","0","1007407","0","mhp_handover_in","mhp_handover_loop","117531","3","1007407088"
"0","1","","0","1007407","1","1","1","21","6","1007407089"
"0","1","","0","1007407","1","1","1","22","6","1007407090"
"0.2","1","","0","1007407","0","mhp_handover_in","mhp_handover_loop","21","3","1007407091"
"0.2","1","","0","1007407","0","mhp_item_EX0004_handover_in","mhp_item_EX0004_handover_loop","22","3","1007407092"
"","","","","1007407","","0","","1.2","93","1007407093"
"0.2","1","","0","1007407","0","mhp_handover_receive_in","mhp_handover_receive_loop","102511","3","1007407094"
"0","1","","0","1007407","1","1","1","11","6","1007407095"
"0","1","","0","1007407","1","1","1","12","6","1007407096"
"0.2","1","","0","1007407","0","mhp_receive_suzume_in","mhp_receive_suzume_loop","11","3","1007407097"
"0.2","1","","0","1007407","0","mhp_item_EX0004_receive_in","mhp_item_EX0004_receive_loop","12","3","1007407098"
"","","","","1007407","","0","","0.6","93","1007407099"
"0.4","1","","0","1007407","1","1","1","22","6","1007407100"
"","","","","1007407","","0","","0.4","93","1007407101"
"0.2","1","","0","1007407","0","mhp_handover_out","mhp_idle_normal","117531","3","1007407102"
"0.2","1","","0","1007407","0","mhp_handover_out","NoItem_idle","21","3","1007407103"
"0.2","1","","0","1007407","0","mhp_item_EX0004_handover_out","NoItem_idle","22","3","1007407104"
"","","","","1007407","","0","","0.4","93","1007407105"
"0.2","1","","0","1007407","0","mhp_handover_receive_out","mhp_idle_normal","102511","3","1007407106"
"0.2","1","","0","1007407","0","mhp_receive_suzume_out","NoItem_idle","11","3","1007407107"
"0.2","1","","0","1007407","0","mhp_item_EX0004_receive_out","NoItem_idle","12","3","1007407108"
"","","","","1007407","","0","","2","93","1007407109"
"0.2","0","","","1007407","1","mhp_talk_thinking","","117531","3","1007407110"
"","","","","1007407","0","vo_mhp_2010","0","vo_mhp_1007407","21","1007407111"
"0","0","0.5","0","1007407","6","それがあるのよ。すぐに効果が\n表れるから、あとは普段通り\n生活しなさいね","1","117531","11","1007407112"
"","","","","1007407","","","","0","91","1007407113"
"","","","","1007407","","","","1007407197","101","1007407114"
"0.2","1","","0","1007407","0","mhp_sit_out","mhp_idle_normal","117531","3","1007407115"
"","","","","1007407","","0","","0.6","93","1007407116"
"0.2","1","","0","1007407","0","mhp_sit_out","mhp_idle_normal","102511","3","1007407117"
"","","","","1007407","","0","","0.2","93","1007407118"
"0.2","0","","","1007407","1","mhp_walk","","102511","3","1007407119"
"","0","","","1007407","-220","35","1.5","102511","2","1007407120"
"","0","","","1007407","-220","35","1.5","31","2","1007407121"
"","0","","","1007407","-220","35","1.5","11","2","1007407122"
"","0","","","1007407","-220","35","1.5","12","2","1007407123"
"","","","","1007407","","0","","0.3","93","1007407124"
"0.2","1","","0","1007407","0","mhp_handover_in","mhp_handover_loop","117531","3","1007407125"
"0","1","","0","1007407","1","1","1","21","6","1007407126"
"0","1","","0","1007407","1","1","1","22","6","1007407127"
"0.2","1","","0","1007407","0","mhp_handover_in","mhp_handover_loop","21","3","1007407128"
"0.2","1","","0","1007407","0","mhp_item_EX0006_handover_in","mhp_item_EX0006_handover_loop","22","3","1007407129"
"","","","","1007407","","0","","1.2","93","1007407130"
"0.2","1","","0","1007407","0","mhp_handover_receive_in","mhp_handover_receive_loop","102511","3","1007407131"
"0","1","","0","1007407","1","1","1","11","6","1007407132"
"0","1","","0","1007407","1","1","1","12","6","1007407133"
"0.2","1","","0","1007407","0","mhp_receive_suzume_in","mhp_receive_suzume_loop","11","3","1007407134"
"0.2","1","","0","1007407","0","mhp_item_EX0006_receive_in","mhp_item_EX0006_receive_loop","12","3","1007407135"
"","","","","1007407","","0","","0.6","93","1007407136"
"0.4","1","","0","1007407","1","1","1","22","6","1007407137"
"","","","","1007407","","0","","0.4","93","1007407138"
"0.2","1","","0","1007407","0","mhp_handover_out","mhp_idle_normal","117531","3","1007407139"
"0.2","1","","0","1007407","0","mhp_handover_out","NoItem_idle","21","3","1007407140"
"0.2","1","","0","1007407","0","mhp_item_EX0006_handover_out","NoItem_idle","22","3","1007407141"
"","","","","1007407","","0","","0.4","93","1007407142"
"0.2","1","","0","1007407","0","mhp_handover_receive_out","mhp_idle_normal","102511","3","1007407143"
"0.2","1","","0","1007407","0","mhp_receive_suzume_out","NoItem_idle","11","3","1007407144"
"0.2","1","","0","1007407","0","mhp_item_EX0006_receive_out","NoItem_idle","12","3","1007407145"
"","","","","1007407","","0","","2","93","1007407146"
"0.2","0","","","1007407","1","mhp_talk_sad","","102511","3","1007407147"
"","","","","1007407","0","vo_mhp_2011","0","vo_mhp_1007407","21","1007407148"
"0","0","0.5","0","1007407","7","な、なんだかアメみたいですね……","1","102511","11","1007407149"
"","","","","1007407","","","","0","91","1007407150"
"0.2","0","","","1007407","1","mhp_idle_sad","","102511","3","1007407151"
"0.2","0","","","1007407","1","mhp_talk_normal","","117531","3","1007407152"
"","","","","1007407","0","vo_mhp_2012","0","vo_mhp_1007407","21","1007407153"
"0","0","0.5","0","1007407","6","摂取しやすいようにしてるの\n一日三錠、全部飲み終わったら\nまた来なさい。","1","117531","11","1007407154"
"","","","","1007407","","","","0","91","1007407155"
"","","","","1007407","","","","1007407197","101","1007407156"
"0.2","1","","0","1007407","0","mhp_sit_out","mhp_idle_normal","117531","3","1007407157"
"","","","","1007407","","0","","0.6","93","1007407158"
"0.2","1","","0","1007407","0","mhp_sit_out","mhp_idle_normal","102511","3","1007407159"
"","","","","1007407","","0","","0.2","93","1007407160"
"0.2","0","","","1007407","1","mhp_walk","","102511","3","1007407161"
"","0","","","1007407","-220","35","1.5","102511","2","1007407162"
"","0","","","1007407","-220","35","1.5","31","2","1007407163"
"","0","","","1007407","-220","35","1.5","11","2","1007407164"
"","0","","","1007407","-220","35","1.5","12","2","1007407165"
"","","","","1007407","","0","","0.3","93","1007407166"
"0.2","1","","0","1007407","0","mhp_handover_in","mhp_handover_loop","117531","3","1007407167"
"0","1","","0","1007407","1","1","1","21","6","1007407168"
"0","1","","0","1007407","1","1","1","22","6","1007407169"
"0.2","1","","0","1007407","0","mhp_handover_in","mhp_handover_loop","21","3","1007407170"
"0.2","1","","0","1007407","0","mhp_item_EX0011_handover_in","mhp_item_EX0011_handover_loop","22","3","1007407171"
"","","","","1007407","","0","","1.2","93","1007407172"
"0.2","1","","0","1007407","0","mhp_handover_receive_in","mhp_handover_receive_loop","102511","3","1007407173"
"0","1","","0","1007407","1","1","1","11","6","1007407174"
"0","1","","0","1007407","1","1","1","12","6","1007407175"
"0.2","1","","0","1007407","0","mhp_receive_suzume_in","mhp_receive_suzume_loop","11","3","1007407176"
"0.2","1","","0","1007407","0","mhp_item_EX0011_receive_in","mhp_item_EX0011_receive_loop","12","3","1007407177"
"","","","","1007407","","0","","0.6","93","1007407178"
"0.4","1","","0","1007407","1","1","1","22","6","1007407179"
"","","","","1007407","","0","","0.4","93","1007407180"
"0.2","1","","0","1007407","0","mhp_handover_out","mhp_idle_normal","117531","3","1007407181"
"0.2","1","","0","1007407","0","mhp_handover_out","NoItem_idle","21","3","1007407182"
"0.2","1","","0","1007407","0","mhp_item_EX0011_handover_out","NoItem_idle","22","3","1007407183"
"","","","","1007407","","0","","0.4","93","1007407184"
"0.2","1","","0","1007407","0","mhp_handover_receive_out","mhp_idle_normal","102511","3","1007407185"
"0.2","1","","0","1007407","0","mhp_receive_suzume_out","NoItem_idle","11","3","1007407186"
"0.2","1","","0","1007407","0","mhp_item_EX0011_receive_out","NoItem_idle","12","3","1007407187"
"","","","","1007407","","0","","2","93","1007407188"
"0.2","0","","","1007407","1","mhp_talk_joy2","","102511","3","1007407189"
"","","","","1007407","0","vo_mhp_2013","0","vo_mhp_1007407","21","1007407190"
"0","0","0.5","0","1007407","7","こ、こんなものがあるなんて……\nもっと早く着けたかったです！","1","102511","11","1007407191"
"","","","","1007407","","","","0","91","1007407192"
"0.2","0","","","1007407","1","mhp_idle_normal","","102511","3","1007407193"
"0.2","0","","","1007407","1","mhp_talk_normal","","117531","3","1007407194"
"","","","","1007407","0","vo_mhp_2014","0","vo_mhp_1007407","21","1007407195"
"0","0","0.5","0","1007407","5","それはあくまで補助器具よ\n一番大事なのはあなた自身の慎重さ\nそれを忘れないでちょうだい。","1","117531","11","1007407196"
"","","","","1007407","","","","0","91","1007407197"
"0.2","0","","","1007407","1","mhp_idle_normal","","117531","3","1007407198"
"0.2","0","","","1007407","1","mhp_talk_normal","","102511","3","1007407199"
"","","","","1007407","0","vo_mhp_2015","0","vo_mhp_1007407","21","1007407200"
"","0","0.5","0","1007407","6","ありがとうございます先生！\n私、絶対にドジを克服してみせます！","1","102511","11","1007407201"
"","","","","1007407","","","","0","91","1007407202"
"","","","","1007407","","0","","0","22","1007407203"
"0.2","0","","","1007407","1","mhp_walk","","102511","3","1007407204"
"","","","","1007407","","1","","102511","4","1007407205"
"","0","","","1007407","-220","-1000","5","102511","2","1007407206"
"","","","","1007407","","","","0.5","93","1007407207"
"0","","","0","1007407","2","6","","102511","12","1007407208"
"","","","","1007407","","0","","4","93","1007407209"
"0.2","0","","","1007407","1","mhp_sit_talk_normal","","117631","3","1007407210"
"","","","","1007407","0","vo_mhp_2016","0","vo_mhp_1007407","21","1007407211"
"0","0","0.5","0","1007407","8","先生、今のって本物？","1","117631","11","1007407212"
"","","","","1007407","","","","0","91","1007407213"
"0.2","0","","","1007407","1","mhp_sit_idle","","117631","3","1007407214"
"0.2","0","","","1007407","1","mhp_talk_thinking","","117531","3","1007407215"
"","","","","1007407","0","vo_mhp_2017","0","vo_mhp_1007407","21","1007407216"
"","0","0.5","0","1007407","5","まさか。全部ありきたりな既製品よ\nこれでドジが治ると思い込ませるの。\nうまくいけば儲けものだけど\nどうなることかしらね……","1","117531","11","1007407217"
"","","","","1007407","","","","0","91","1007407218"
"","","","","1007407","","0.5","","0","22","1007407219"
"","","","","1007407","","","","0","91","1007407220"
"1.7","-200","mhp_idle_normal","0","1007408","100","102511","-1000","1","1","1007408001"
"1.7","-220","mhp_sit_idle","1","1007408","100","117531","185","1","1","1007408002"
"1.7","-200","mhp_sit_idle","1","1007408","100","117631","365","1","1","1007408003"
"1","0.85","","","1007408","-240","1","-154","1","31","1007408004"
"0","0.85","","","1007408","-10","121","-90","21","31","1007408005"
"1.7","-220","NoItem","0","1007408","110","11","-200","1","5","1007408006"
"1.7","-220","NoItem","0","1007408","105","12","-200","1","5","1007408007"
"1.7","-220","NoItem","1","1007408","110","21","185","1","5","1007408008"
"1.7","-220","NoItem","1","1007408","105","22","185","1","5","1007408009"
"0","0","","0","1007408","1","1","1","11","6","1007408010"
"0","0","","0","1007408","1","1","1","12","6","1007408011"
"0","0","","0","1007408","1","1","1","21","6","1007408012"
"0","0","","0","1007408","1","1","1","22","6","1007408013"
"1.7","-220","NoItem","0","1007408","110","31","-1000","1","5","1007408014"
"","","","","1007408","","","","0","91","1007408015"
"0.2","","","","1007408","1","mhp_sit_talk_normal","","117531","3","1007408016"
"","","","","1007408","0","vo_mhp_2101","0","vo_mhp_1007408","21","1007408017"
"0","0","0.5","0","1007408","8","スズメさん、どうぞー","0","117531","11","1007408018"
"","","","","1007408","","","","0","91","1007408019"
"0.2","","","","1007408","1","mhp_sit_idle","","117531","3","1007408020"
"0.2","","","","1007408","1","mhp_walk","","102511","3","1007408021"
"","0","","","1007408","-220","-200","4","102511","2","1007408022"
"0.2","","","","1007408","1","NoItem","","31","3","1007408023"
"","0","","","1007408","-220","-200","4","31","2","1007408024"
"","","","","1007408","","","","0","91","1007408025"
"0.2","1","","0.2","1007408","0","mhp_sit_in","mhp_sit_idle","102511","3","1007408026"
"","","","","1007408","","0","","1","93","1007408027"
"0.2","","","","1007408","1","mhp_sit_talk_normal","","117531","3","1007408028"
"","","","","1007408","0","vo_mhp_2102","0","vo_mhp_1007408","21","1007408029"
"0","0","0.5","0","1007408","8","さて、あれからどうなったかしら？","1","117531","11","1007408030"
"","","","","1007408","","","","0","91","1007408031"
"0.2","","","","1007408","1","mhp_sit_idle","","117531","3","1007408032"
"0.2","","","","1007408","1","mhp_sit_talk_wish","","102511","3","1007408033"
"","","","","1007408","0","vo_mhp_2103","0","vo_mhp_1007408","21","1007408034"
"0","0","0.5","0","1007408","6","そ、それが……先生に診てもらってから\n少しずつ改善したんです！","1","102511","11","1007408035"
"","","","","1007408","","","","0","91","1007408036"
"0.2","","","","1007408","1","mhp_sit_talk_joy2","","102511","3","1007408037"
"","","","","1007408","0","vo_mhp_2104","0","vo_mhp_1007408","21","1007408038"
