230c6459c39b131a8b20228fbdc18d172da36ead62faf1e493bcbf57abe816f5,96678c8e825a8cc3052bbc55003295149db564deb019a3cc1d47c0bc79db6cb4,4119c1c000462085a637737c6a70bba9ad90a0c2e1ce8ccd3afccf34b5335cab,5310f636ca0be867a90e5ecf1139073df63203a5a5aeb4314db6d66fe9144b86,e770821e96be317d23fa9318d869737f8468fa6a6f6b61e5e9e9cc4132904271,41bd8fc1064e87984b9b3c52d821dc01f60d82b807e823ac0102c80f6874e692,013346b0eab5f02789d972c51c6d0a9a258b869f791ff08d17ec74fca1c250d0,db1263d2263686082b5faf9728b938ee438be6e3b00c34c7755fd7ef583b86fa,53fc16a865574eebd3463be80e8f1f45f8f680faa049adc71a14b98ca8cc3888,7ed195e26814dca070f26ce063e58d1b7213053281c39d658f062316298eca0e,1d04f217f67b944de0e563f27f07474f02bc8956e49040af9c48a46d8d106e90
"6513001","","1","","","wac_idle_smile","0.2","3","6513","106411",""
"6513002","","1","","","wac_no_items","0.2","3","6513","111",""
"6513003","","-340","","0","200","","2","6513","106411",""
"6513004","","-340","","0","200","","2","6513","111",""
"6513005","","","","","0","","32","6513","1",""
"6513006","","","","","1","","32","6513","2",""
"6513007","","","","","0","","32","6513","11",""
"6513008","","","","","","","91","6513","0",""
"6611001","wac_default_11","202","0","-108","100411","2","1","6611","1","-212.75"
"6611002","wac_default_11","201","0","-108","111","2","5","6611","1","-212.75"
"6611003","","0","","0","1","1","31","6611","1","1"
"6611004","","0","","0","2","0","31","6611","2","1"
"6611005","","0","","0","11","0","31","6611","11","1"
"6611006","","0","","","wac_paint_11","0.2","3","6611","100411","0"
"6611007","","0","","","wac_paint_11","0.2","3","6611","111","0"
"6611008","","","","","0","","93","6611","0.3",""
"6611009","","","","","1","","32","6611","11",""
"6611010","","0","","","se_10035700_roller","","23","6611","se_10035700",""
"6611011","","","","","300","","13","6611","100411",""
"6611012","","","","","","","131","6611","1",""
"6612001","","0","","wac_talk_smile_loop","wac_talk_smile_in","0.2","3","6612","100411","1"
"6612002","","1","","","wac_no_items","0.2","3","6612","111",""
"6612003","","-340","","0","200","","2","6612","100411",""
"6612004","","-340","","0","200","","2","6612","111",""
"6612005","","","","","0","","32","6612","1",""
"6612006","","","","","1","","32","6612","2",""
"6612007","","","","","0","","32","6612","11",""
"6612008","","0","","0","vo_wac_220421_000","","21","6612","vo_wac_220421",""
"6612009","0.5","10","0","1","今日の分、出来上がり！\nうーん、絵は描けたから\nあとはなにかイタズラを……","0","11","6612","100411","1"
"6612010","","","","","","","91","6612","0",""
"6612011","","0","","0","vo_wac_220421_001","","21","6612","vo_wac_220421",""
"6612012","0.5","10","0","1","そうだ兄ちゃん！　この絵の\nそばにバナナの皮を置いて\n見に来た人がつるっと──\nっていうのはどう？　え、だめ？","0","11","6612","100411","1"
"6612013","","","","","","","91","6612","0",""
"6612014","","","","","0","","22","6612","0",""
"6613001","","1","","","wac_idle_smile","0.2","3","6613","100411",""
"6613002","","1","","","wac_no_items","0.2","3","6613","111",""
"6613003","","-340","","0","200","","2","6613","100411",""
"6613004","","-340","","0","200","","2","6613","111",""
"6613005","","","","","0","","32","6613","1",""
"6613006","","","","","1","","32","6613","2",""
"6613007","","","","","0","","32","6613","11",""
"6613008","","","","","","","91","6613","0",""
"6711001","wac_default_01","202","0","-108","103611","2","1","6711","1","-212.75"
"6711002","wac_default_01","201","0","-108","111","2","5","6711","1","-212.75"
"6711003","","0","","0","1","1","31","6711","1","1"
"6711004","","0","","0","2","0","31","6711","2","1"
"6711005","","0","","0","11","0","31","6711","11","1"
"6711006","","0","","","wac_paint_01","0.2","3","6711","103611","0"
"6711007","","0","","","wac_paint_01","0.2","3","6711","111","0"
"6711008","","","","","0","","93","6711","0",""
"6711009","","","","","1","","32","6711","11",""
"6711010","","0","","","se_10035700_brush","","23","6711","se_10035700",""
"6711011","","","","","300","","13","6711","103611",""
"6711012","","","","","","","131","6711","1",""
"6712001","","0","","wac_talk_wish_loop","wac_talk_wish_in","0.2","3","6712","103611","1"
"6712002","","1","","","wac_no_items","0.2","3","6712","111",""
"6712003","","-340","","0","200","","2","6712","103611",""
"6712004","","-340","","0","200","","2","6712","111",""
"6712005","","","","","0","","32","6712","1",""
"6712006","","","","","1","","32","6712","2",""
"6712007","","","","","0","","32","6712","11",""
"6712008","","0","","0","vo_wac_220422_000","","21","6712","vo_wac_220422",""
"6712009","0.5","10","0","1","上手に出来たかな？\n練習の成果が出てるといいけど……\nあの、私の絵、どうですか？","0","11","6712","103611","1"
"6712010","","","","","","","91","6712","0",""
"6712011","","1","","","wac_talk_anger","0.2","3","6712","103611",""
"6712012","","0","","0","vo_wac_220422_001","","21","6712","vo_wac_220422",""
"6712013","0.5","10","0","1","ちょ、ちょっと！？　顔をそんなに\n近づけないで……恥ずかしいです！\nうう～、やっぱりあなたは\nへんたいふしんしゃさんです～！","0","11","6712","103611","1"
"6712014","","","","","","","91","6712","0",""
"6712015","","","","","0","","22","6712","0",""
"6713001","","1","","","wac_idle_sad_dead","0.2","3","6713","103611",""
"6713002","","1","","","wac_no_items","0.2","3","6713","111",""
"6713003","","-340","","0","200","","2","6713","103611",""
"6713004","","-340","","0","200","","2","6713","111",""
"6713005","","","","","0","","32","6713","1",""
"6713006","","","","","1","","32","6713","2",""
"6713007","","","","","0","","32","6713","11",""
"6713008","","","","","","","91","6713","0",""
"6811001","wac_default_01","202","0","-108","101811","2","1","6811","1","-212.75"
"6811002","wac_default_01","201","0","-108","111","2","5","6811","1","-212.75"
"6811003","","0","","0","1","1","31","6811","1","1"
"6811004","","0","","0","2","0","31","6811","2","1"
"6811005","","0","","0","11","0","31","6811","11","1"
"6811006","","0","","","wac_paint_01","0.2","3","6811","101811","0"
"6811007","","0","","","wac_paint_01","0.2","3","6811","111","0"
"6811008","","","","","0","","93","6811","0",""
"6811009","","","","","1","","32","6811","11",""
"6811010","","0","","","se_10035700_brush","","23","6811","se_10035700",""
"6811011","","","","","300","","13","6811","101811",""
"6811012","","","","","","","131","6811","1",""
"6812001","","0","","wac_talk_wish_loop","wac_talk_wish_in","0.2","3","6812","101811","1"
"6812002","","1","","","wac_no_items","0.2","3","6812","111",""
"6812003","","-340","","0","200","","2","6812","101811",""
"6812004","","-340","","0","200","","2","6812","111",""
"6812005","","","","","0","","32","6812","1",""
"6812006","","","","","1","","32","6812","2",""
"6812007","","","","","0","","32","6812","11",""
"6812008","","0","","0","vo_wac_220423_000","","21","6812","vo_wac_220423",""
"6812009","0.5","10","0","1","絵を描いていると\n想像力が刺激されるわね。\n授業にも取り入れなくちゃ♪","0","11","6812","101811","1"
"6812010","","","","","","","91","6812","0",""
"6812011","","0","","0","vo_wac_220423_001","","21","6812","vo_wac_220423",""
"6812012","0.5","10","0","1","どんなものを描いてもらうのが\nいいかしら？\nそうね～たとえば……\n私がモデルになるとか……？","0","11","6812","101811","1"
"6812013","","","","","","","91","6812","0",""
"6812014","","","","","0","","22","6812","0",""
"6813001","","1","","","wac_idle_wish","0.2","3","6813","101811",""
"6813002","","1","","","wac_no_items","0.2","3","6813","111",""
"6813003","","-340","","0","200","","2","6813","101811",""
"6813004","","-340","","0","200","","2","6813","111",""
"6813005","","","","","0","","32","6813","1",""
"6813006","","","","","1","","32","6813","2",""
"6813007","","","","","0","","32","6813","11",""
"6813008","","","","","","","91","6813","0",""
"6911001","wac_default_01","202","0","-108","105011","2","1","6911","1","-212.75"
"6911002","wac_default_01","201","0","-108","111","2","5","6911","1","-212.75"
"6911003","","0","","0","1","1","31","6911","1","1"
"6911004","","0","","0","2","0","31","6911","2","1"
"6911005","","0","","0","11","0","31","6911","11","1"
"6911006","","0","","","wac_paint_01","0.2","3","6911","105011","0"
"6911007","","0","","","wac_paint_01","0.2","3","6911","111","0"
"6911008","","","","","0","","93","6911","0",""
"6911009","","","","","1","","32","6911","11",""
"6911010","","0","","","se_10035700_brush","","23","6911","se_10035700",""
"6911011","","","","","300","","13","6911","105011",""
"6911012","","","","","","","131","6911","1",""
"6912001","","0","","wac_talk_smile_loop","wac_talk_smile_in","0.2","3","6912","105011","1"
"6912002","","1","","","wac_no_items","0.2","3","6912","111",""
"6912003","","-340","","0","200","","2","6912","105011",""
"6912004","","-340","","0","200","","2","6912","111",""
"6912005","","","","","0","","32","6912","1",""
"6912006","","","","","1","","32","6912","2",""
"6912007","","","","","0","","32","6912","11",""
"6912008","","0","","0","vo_wac_220424_000","","21","6912","vo_wac_220424",""
"6912009","0.5","10","0","1","うんうん、いい感じ♪\n大人のレディなんだから\nこれくらい出来て当然よね！","0","11","6912","105011","1"
"6912010","","","","","","","91","6912","0",""
"6912011","","0","","0","vo_wac_220424_001","","21","6912","vo_wac_220424",""
"6912012","0.5","10","0","1","はぁ～……\n勉強もこれくらい楽にやれたら\nいいんだけどな～","0","11","6912","105011","1"
"6912013","","","","","","","91","6912","0",""
"6912014","","","","","0","","22","6912","0",""
"6913001","","1","","","wac_idle_smile","0.2","3","6913","105011",""
"6913002","","1","","","wac_no_items","0.2","3","6913","111",""
"6913003","","-340","","0","200","","2","6913","105011",""
"6913004","","-340","","0","200","","2","6913","111",""
"6913005","","","","","0","","32","6913","1",""
"6913006","","","","","1","","32","6913","2",""
"6913007","","","","","0","","32","6913","11",""
"6913008","","","","","","","91","6913","0",""
"7011001","wac_default_01","202","0","-108","105311","2","1","7011","1","-212.75"
"7011002","wac_default_02","201","0","-108","111","2","5","7011","1","-212.75"
"7011003","","0","","0","1","1","31","7011","1","1"
"7011004","","0","","0","2","0","31","7011","2","1"
"7011005","","0","","0","11","0","31","7011","11","1"
"7011006","","0","","","wac_paint_01","0.2","3","7011","105311","0"
"7011007","","0","","","wac_paint_02","0.2","3","7011","111","0"
"7011008","","","","","0","","93","7011","0",""
"7011009","","","","","1","","32","7011","11",""
"7011010","","0","","","se_10035700_brush","","23","7011","se_10035700",""
"7011011","","","","","300","","13","7011","105311",""
"7011012","","","","","","","131","7011","1",""
"7012001","","0","","wac_talk_doya_loop","wac_talk_doya_in","0.2","3","7012","105311","1"
"7012002","","1","","","wac_no_items","0.2","3","7012","111",""
"7012003","","-340","","0","200","","2","7012","105311",""
"7012004","","-340","","0","200","","2","7012","111",""
"7012005","","","","","0","","32","7012","1",""
"7012006","","","","","1","","32","7012","2",""
"7012007","","","","","0","","32","7012","11",""
"7012008","","0","","0","vo_wac_220425_000","","21","7012","vo_wac_220425",""
"7012009","0.5","10","0","1","うむ、素晴らしい！\n我らヴァイスフリューゲルの\n創作物として\nふさわしい出来栄えだ！","0","11","7012","105311","1"
"7012010","","","","","","","91","7012","0",""
"7012011","","0","","0","vo_wac_220425_001","","21","7012","vo_wac_220425",""
"7012012","0.5","10","0","1","しかし創作活動というのは\n思いのほか気力を使うものだな。\n甘いものが手放せん……\nむ、虫歯に気をつけねば。","0","11","7012","105311","1"
"7012013","","","","","","","91","7012","0",""
"7012014","","","","","0","","22","7012","0",""
"7013001","","1","","","wac_idle_doya","0.2","3","7013","105311",""
"7013002","","1","","","wac_no_items","0.2","3","7013","111",""
"7013003","","-340","","0","200","","2","7013","105311",""
"7013004","","-340","","0","200","","2","7013","111",""
"7013005","","","","","0","","32","7013","1",""
"7013006","","","","","1","","32","7013","2",""
"7013007","","","","","0","","32","7013","11",""
"7013008","","","","","","","91","7013","0",""
"7111001","wac_default_01","202","0","-108","100811","2","1","7111","1","-212.75"
"7111002","wac_default_01","201","0","-108","111","2","5","7111","1","-212.75"
"7111003","","0","","0","1","1","31","7111","1","1"
"7111004","","0","","0","2","0","31","7111","2","1"
"7111005","","0","","0","11","0","31","7111","11","1"
"7111006","","0","","","wac_paint_01","0.2","3","7111","100811","0"
"7111007","","0","","","wac_paint_01","0.2","3","7111","111","0"
"7111008","","","","","0","","93","7111","0",""
"7111009","","","","","1","","32","7111","11",""
"7111010","","0","","","se_10035700_brush","","23","7111","se_10035700",""
"7111011","","","","","300","","13","7111","100811",""
"7111012","","","","","","","131","7111","1",""
"7112001","","0","","wac_talk_smile_loop","wac_talk_smile_in","0.2","3","7112","100811","1"
"7112002","","1","","","wac_no_items","0.2","3","7112","111",""
"7112003","","-340","","0","200","","2","7112","100811",""
"7112004","","-340","","0","200","","2","7112","111",""
"7112005","","","","","0","","32","7112","1",""
"7112006","","","","","1","","32","7112","2",""
"7112007","","","","","0","","32","7112","11",""
"7112008","","0","","0","vo_wac_220426_000","","21","7112","vo_wac_220426",""
"7112009","0.5","10","0","1","ああ、絵を描くボク……\nどうしてそんなに美しいんだい？\n自分で自分に\n嫉妬してしまいそうだよ……♪","0","11","7112","100811","1"
"7112010","","","","","","","91","7112","0",""
"7112011","","0","","0","vo_wac_220426_001","","21","7112","vo_wac_220426",""
"7112012","0.5","10","0","1","そしてボクの描く絵も美しい……\nふう、自分で気絶しちゃわないように\n注意しないとね。","0","11","7112","100811","1"
"7112013","","","","","","","91","7112","0",""
"7112014","","","","","0","","22","7112","0",""
"7113001","","1","","","wac_idle_smile","0.2","3","7113","100811",""
"7113002","","1","","","wac_no_items","0.2","3","7113","111",""
"7113003","","-340","","0","200","","2","7113","100811",""
"7113004","","-340","","0","200","","2","7113","111",""
"7113005","","","","","0","","32","7113","1",""
"7113006","","","","","1","","32","7113","2",""
"7113007","","","","","0","","32","7113","11",""
"7113008","","","","","","","91","7113","0",""
"7211001","wac_default_01","202","0","-108","104511","2","1","7211","1","-212.75"
"7211002","wac_default_01","201","0","-108","111","2","5","7211","1","-212.75"
"7211003","","0","","0","1","1","31","7211","1","1"
"7211004","","0","","0","2","0","31","7211","2","1"
"7211005","","0","","0","11","0","31","7211","11","1"
"7211006","","0","","","wac_paint_01","0.2","3","7211","104511","0"
"7211007","","0","","","wac_paint_01","0.2","3","7211","111","0"
"7211008","","","","","0","","93","7211","0",""
"7211009","","","","","1","","32","7211","11",""
"7211010","","0","","","se_10035700_brush","","23","7211","se_10035700",""
"7211011","","","","","300","","13","7211","104511",""
