298e87f43019cc784e08ad2bac0333f1d4e7a253e43b0f22d76c738767e9c0a2,89fa6a041bef6ecca9d05c1792f93259bd1f2fd5355652ad1d9458d66f8415c0,edd5ac6a2dbc8e22c4bc476702bf3c111c8fdbd0932d965129acaf24213f88e2,c92d614dc2384e0e8d6e8fd43958f308bb45edefc3843765d5018b606ceb3062,7130ca344bdf29e377ca70d96f15de115de0e6be967c2f3088a671b761456a3b,4d99ed1a387c76ab80c76a0f3afd076ba3dfb722641d6768168948428c1492d8,1499823486b9df1bca16e69b25b53010c4502536c2f678dd71840c6768dc2e52,4d05f2435abe81783f5b26a5a8e477088bfe65fc6139d5fcd0a3fe1840e69b27,0150cb8c08eaba07d4a0b0f1ff6f5b11d94b7c74a95c9b93dc46b5478c7a02e5,62267bcb0176ba299012044a9a2e9ebf107cbecaffe783feb60c24278a8c957b,e837b1287d5b002774def8d02f8b2177ebf0d6da9e2791cce62580cb58d5ff6c,594e50ebff7c291cf5b628ce146be359399fcd8a0e8a6a0fc8018b20d99f646e
"32005","6032111","0","0","9999","マツリのピュアメモリーピース","18","2030/08/01 14:59:59","2015/12/17 15:00:00","32005","1","マツリの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。"
"32006","10111","0","0","9999","アカリのピュアメモリーピース","18","2030/08/01 14:59:59","2015/12/17 15:00:00","32006","1","アカリの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。"
"32007","6170111","0","0","9999","ミヤコのピュアメモリーピース","18","2030/08/01 14:59:59","2015/12/17 15:00:00","32007","1","ミヤコの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。"
"32008","7211111","0","0","9999","ユキのピュアメモリーピース","18","2030/08/01 14:59:59","2015/12/17 15:00:00","32008","1","ユキの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。"
"32009","94311","0","0","9999","アンナのピュアメモリーピース","18","2030/08/01 14:59:59","2015/12/17 15:00:00","32009","1","アンナの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。"
"32010","6054111","0","0","9999","マホのピュアメモリーピース","18","2030/08/01 14:59:59","2015/12/17 15:00:00","32010","1","マホの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。"
"32011","8144111","0","0","9999","リノのピュアメモリーピース","18","2030/08/01 14:59:59","2015/12/17 15:00:00","32011","1","リノの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。"
"32012","5032111","0","0","9999","ハツネのピュアメモリーピース","18","2030/08/01 14:59:59","2015/12/17 15:00:00","32012","1","ハツネの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。"
"32013","4040111","0","0","9999","ナナカのピュアメモリーピース","18","2030/08/01 14:59:59","2015/12/17 15:00:00","32013","1","ナナカの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。"
"32014","1022111","0","0","9999","カスミのピュアメモリーピース","18","2030/08/01 14:59:59","2015/12/17 15:00:00","32013","1","カスミの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。"
"32015","6120211","0","0","9999","ミサトのピュアメモリーピース","18","2030/08/01 14:59:59","2015/12/17 15:00:00","32015","1","ミサトの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。"
"32016","2222111","0","0","9999","スズナのピュアメモリーピース","18","2030/08/01 14:59:59","2015/12/17 15:00:00","32016","1","スズナの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。"
"32017","1004111","0","0","9999","カオリのピュアメモリーピース","18","2030/08/01 14:59:59","2015/12/17 15:00:00","32017","1","カオリの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。"
"32018","104111","0","0","9999","イオのピュアメモリーピース","18","2030/08/01 14:59:59","2015/12/17 15:00:00","32018","1","イオの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。"
"32020","6161111","0","0","9999","ミミのピュアメモリーピース","18","2030/08/01 14:59:59","2015/12/17 15:00:00","32020","1","ミミの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。"
"32021","1282111","0","0","9999","クルミのピュアメモリーピース","18","2030/08/01 14:59:59","2015/12/17 15:00:00","32021","1","クルミの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。"
"32022","7481111","0","0","9999","ヨリのピュアメモリーピース","18","2030/08/01 14:59:59","2015/12/17 15:00:00","32022","1","ヨリの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。"
"32023","64111","0","0","9999","アヤネのピュアメモリーピース","18","2030/08/01 14:59:59","2015/12/17 15:00:00","32023","1","アヤネの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。"
"32025","2222211","0","0","9999","スズメのピュアメモリーピース","18","2030/08/01 14:59:59","2015/12/17 15:00:00","32025","1","スズメの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。"
"32026","8194111","0","0","9999","リンのピュアメモリーピース","18","2030/08/01 14:59:59","2015/12/17 15:00:00","32026","1","リンの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。"
"32027","381111","0","0","9999","エリコのピュアメモリーピース","18","2030/08/01 14:59:59","2015/12/17 15:00:00","32027","1","エリコの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。"
"32028","2083111","0","0","9999","サレンのピュアメモリーピース","18","2030/08/01 14:59:59","2015/12/17 15:00:00","32028","1","サレンの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。"
"32029","4424111","0","0","9999","ノゾミのピュアメモリーピース","18","2030/08/01 14:59:59","2015/12/17 15:00:00","32029","1","ノゾミの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。"
"32030","4144111","0","0","9999","ニノンのピュアメモリーピース","18","2030/08/01 14:59:59","2015/12/17 15:00:00","32030","1","ニノンの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。"
"32031","2144111","0","0","9999","シノブのピュアメモリーピース","18","2030/08/01 14:59:59","2015/12/17 15:00:00","32031","1","シノブの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。"
"32032","11111","0","0","9999","アキノのピュアメモリーピース","18","2030/08/01 14:59:59","2015/12/17 15:00:00","32032","1","アキノの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。"
"32033","6051111","0","0","9999","マヒルのピュアメモリーピース","18","2030/08/01 14:59:59","2015/12/17 15:00:00","32033","1","マヒルの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。"
"32034","7210111","0","0","9999","ユカリのピュアメモリーピース","18","2030/08/01 14:59:59","2015/12/17 15:00:00","32034","1","ユカリの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。"
"32036","1174111","0","0","9999","キョウカのピュアメモリーピース","18","2030/08/01 14:59:59","2015/12/17 15:00:00","32036","1","キョウカの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。"
"32037","3464111","0","0","9999","トモのピュアメモリーピース","18","2030/08/01 14:59:59","2015/12/17 15:00:00","32037","1","トモの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。"
"32038","2104111","0","0","9999","シオリのピュアメモリーピース","18","2030/08/01 14:59:59","2015/12/17 15:00:00","32038","1","シオリの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。"
"32040","4111","0","0","9999","アオイのピュアメモリーピース","18","2030/08/01 14:59:59","2015/12/17 15:00:00","32040","1","アオイの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。"
"32042","3110111","0","0","9999","チカのピュアメモリーピース","18","2030/08/01 14:59:59","2015/12/17 15:00:00","32042","1","チカの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。"
"32043","6014111","0","0","9999","マコトのピュアメモリーピース","18","2030/08/01 14:59:59","2015/12/17 15:00:00","32043","1","マコトの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。"
"32044","181111","0","0","9999","イリヤのピュアメモリーピース","18","2030/08/01 14:59:59","2015/12/17 15:00:00","32044","1","イリヤの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。"
"32045","1202111","0","0","9999","クウカのピュアメモリーピース","18","2030/08/01 14:59:59","2015/12/17 15:00:00","32045","1","クウカの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。"
"32046","3060111","0","0","9999","タマキのピュアメモリーピース","18","2030/08/01 14:59:59","2015/12/17 15:00:00","32046","1","タマキの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。"
"32047","2172111","0","0","9999","ジュンのピュアメモリーピース","18","2030/08/01 14:59:59","2015/12/17 15:00:00","32047","1","ジュンの純真なる記憶の断片が封印されたアイテム。一定数集めると、キャラの最奥に秘められた真の力を解き放つ。"
