3db13960448feb4c0d0188f75d03582a61a5e83664c854ef61961d6691a4507f,57f7771cd8306667839955cf1ed074b8bc6ba63a0c1c6f833a9334046088d56b,7c2d7dc66daa82f35417f84c92477419741e22569a9c467c28cc700a09a8c1de,c3538cac1003067502e8b0be4079e04ff0eda88e0f70e779db468d3fd1b4fdab,5cbc2870e5ad9c1cc3bd1c46bab7b6d3462b2036d8bc5496c09cdd7f0faf08c5,6e8b8e5703d8ed8b22e0476b09da69d0feaca8be43cc9d8329fa60968b7dabc4,d1eda560b9b44f6c9769e333a30240361fb404ae5a8786b8e903a63f3ef7e7a0,2f48a755619ee2fed3e64a5bb592b202811fed421c70add6542c057c8279ee57,1e462be7ebf4b130cfbd0103d964fbeba9cb97a983e5dc7c2e91b137e50edab2,ff422b62f747ae2b3f049bc8676b4ce7de466daceb9e8ee8b4191719a5148be5,ccdf5328ef2a01ec00342d17364f0cf6d140314d5362747dd686c725f1258e3d
"19070050","07_shinobu_surprise_loop","0.1","0","127111","907","3","0.1","07_shinobu_surprise_in","1",""
"19070051","0","","","vo_fpc","907","21","","vo_fpc_20705","",""
"19070052","1","0","10","4","907","11","120","うう…おね…","0","0.5"
"19070053","","","","0","907","91","","","",""
"19070054","","","","0.5","907","93","","0","",""
"19070055","","0.2","1","4","907","3","","07_dokuro_spin","",""
"19070056","0","","","vo_fpc","907","21","","vo_fpc_20706","",""
"19070057","1","0","10","4","907","11","120","おねーちゃん、いっしょに\nウォータースライダーいかなーい？\nぐへへへ…","0","0.5"
"19070058","","","","0","907","91","","","",""
"19070059","","","","0.5","907","93","","0","",""
"19070060","07_shinobu_sad_loop","0.1","0","127111","907","3","0.1","07_shinobu_sad_in","1",""
"19070061","0","","","vo_fpc","907","21","","vo_fpc_20707","",""
"19070062","1","0","10","127111","907","11","0","やっぱり自業自得のようですね…\n放っておきましょう。","0","0.5"
"19070063","","","","0","907","91","","","",""
"19070064","","","","0.5","907","93","","0","",""
"19070065","07_shinobu_swim_loop","0.1","0","127111","907","3","0.1","07_shinobu_swim_in","1",""
"19070066","","","","11","907","32","","1","",""
"19070067","3.08823529411765","","-125","127111","907","2","","850","",""
"19070068","3.08823529411765","","-125","11","907","33","","850","",""
"19070069","","0.3","1","4","907","3","","07_dokuro_float","",""
"19070070","6.17647058823529","","-180","4","907","2","","850","",""
"19070071","6.17647058823529","","-180","31","907","33","","850","",""
"19070072","","","","19070070","907","91","","","",""
"19080001","750","1.4875","12","1","908","1","0","107811","-15","cmn_walk_r"
"19080002","-900","1.75","23","1","908","1","0","126911","-180","cmn_swm_tread"
"19080003","-900","1.75","22","5","908","5","0","5","-180","08_penpokorin"
"19080004","-180","0","-850","1007","908","31","","10071","1",""
"19080005","-180","1","-900","3","908","31","","3","1",""
"19080006","","","1","se_10053800","908","23","","se_fpc_water_random","",""
"19080007","","","","19080005","908","91","","","",""
"19080008","5.88235294117647","","-180","126911","908","2","","-100","12",""
"19080009","5.88235294117647","","-180","5","908","2","","-100","12",""
"19080010","5.88235294117647","","-180","3","908","33","","-100","12",""
"19080011","5.88235294117647","","-180","10071","908","33","","-50","12",""
"19080012","","","","2.3","908","93","","0","",""
"19080013","0","","","vo_fpc","908","21","","vo_fpc_20800","",""
"19080014","","","","10071","908","32","","1","",""
"19080015","3.30882352941176","","-15","107811","908","2","","300","12",""
"19080016","","","","19080015","908","91","","","",""
"19080017","08_kyaru_surprise_loop","0.1","0","107811","908","3","0.1","08_kyaru_surprise_in","1",""
"19080018","0","","","vo_fpc","908","21","","vo_fpc_20801","",""
"19080019","1","0","10","107811","908","11","0","うわっ、あんたそれ…\nミソラの連れてた変な物体じゃない！","0","0.5"
"19080020","","","","0","908","91","","","",""
"19080021","","","","0.5","908","93","","0","",""
"19080022","0","","","vo_fpc","908","21","","vo_fpc_20802","",""
"19080023","1","0","10","107811","908","11","0","なに持ち込んでんのよ！","0","0.5"
"19080024","","","","0","908","91","","","",""
"19080025","","","","0.5","908","93","","0","",""
"19080026","","0.1","1","126911","908","3","","08_ranfa_talk","",""
"19080027","","0.1","1","5","908","3","","08_penpokorin","",""
"19080028","0","","","vo_fpc","908","21","","vo_fpc_20803","",""
"19080029","1","0","10","126911","908","11","0","水に浮くから、浮輪や\nビーチボールのかわりに、って…\n貸してくれたの。","0","0.5"
"19080030","","","","0","908","91","","","",""
"19080031","","","","0.5","908","93","","0","",""
"19080032","","0.1","1","126911","908","3","","cmn_swm_tread","",""
"19080033","","0.1","1","5","908","3","","08_penpokorin","",""
"19080034","08_kyaru_talk_loop","0.1","0","107811","908","3","0.1","08_kyaru_talk_in","1",""
"19080035","0","","","vo_fpc","908","21","","vo_fpc_20804","",""
"19080036","1","0","10","107811","908","11","0","そ、そう…\nそれにしてもそいつ、浮くんだ…","0","0.5"
"19080037","","","","0","908","91","","","",""
"19080038","","","","0.5","908","93","","0","",""
"19080039","","0.1","1","126911","908","3","","08_ranfa_talk","",""
"19080040","","0.1","1","5","908","3","","08_penpokorin","",""
"19080041","0","","","vo_fpc","908","21","","vo_fpc_20805","",""
"19080042","1","0","10","126911","908","11","0","うん、浮く…\n…借り物だから、\n貸してあげられないけれど…\n気になるなら…触ってみる？","0","0.5"
"19080043","","","","0","908","91","","","",""
"19080044","","","","0.5","908","93","","0","",""
"19080045","","0.1","1","126911","908","3","","cmn_swm_tread","",""
"19080046","","0.1","1","5","908","3","","08_penpokorin","",""
"19080047","08_kyaru_deny_loop","0.1","0","107811","908","3","0.1","08_kyaru_deny_in","1",""
"19080048","0","","","vo_fpc","908","21","","vo_fpc_20806","",""
"19080049","1","0","10","107811","908","11","0","いや、いらないから！\nそれ何か怖いのよ、ほんと…","0","0.5"
"19080050","","","","0","908","91","","","",""
"19080051","","","","0.5","908","93","","0","",""
"19080052","","","1","107811","908","3","","08_kyaru_run","",""
"19080053","2.07390648567119","","-15","107811","908","2","","850","",""
"19080054","","","","19080053","908","91","","","",""
"19080055","4.29864253393665","","-180","126911","908","2","","850","",""
"19080056","4.29864253393665","","-180","5","908","2","","850","",""
"19080057","4.29864253393665","","-180","3","908","33","","850","",""
"19080058","","","","19080057","908","91","","","",""
"19090001","-850","1.75","12","1","909","1","0","113611","-125","09_jun_spreadFloat"
"19090002","-850","1.75","12","1","909","1","1","113511","-125","09_cmn_float"
"19090003","-1050","1.75","22","1","909","1","0","113411","-180","09_cmn_float"
"19090004","750","1.4875","12","1","909","1","1","122811","-15","09_misogi_run"
"19090005","-125","1","-850","4","909","31","","11","1",""
"19090006","-125","1","-820","6","909","31","","21","1",""
"19090007","-180","1","-1050","6","909","31","","31","1",""
"19090008","","","1","se_10053800","909","23","","se_fpc_water_random","",""
"19090009","","","","19090007","909","91","","0","",""
"19090010","6.32352941176471","","-125","113611","909","2","","225","12",""
"19090011","6.32352941176471","","-125","11","909","33","","225","12",""
"19090012","","","","3","909","93","","0","",""
"19090013","5.65610859728507","","-15","122811","909","2","","-750","",""
"19090014","","","","0.7","909","93","","0","",""
"19090015","09_jun_notice_loop","0.1","0","113611","909","3","0.1","09_jun_notice_in","1",""
"19090016","","","","19090010","909","91","","","",""
"19090017","09_jun_alart_loop","0.1","0","113611","909","3","0.1","09_jun_alart_in","1",""
"19090018","4.26470588235294","","-125","113511","909","2","","-125","12",""
"19090019","4.26470588235294","","-125","21","909","33","","-95","12",""
"19090020","4.11764705882353","","-180","113411","909","2","","-350","12",""
"19090021","4.11764705882353","","-180","31","909","33","","-350","12",""
"19090022","","","","0.5","909","93","","0","",""
"19090023","0","","","vo_fpc","909","21","","vo_fpc_20900","",""
"19090024","1","0","10","113611","909","11","0","おっと…\nプールサイドを走ったら危ないよ！","0","0.5"
"19090025","","","","0","909","91","","","",""
"19090026","","","","0.5","909","93","","0","",""
"19090027","","","","19090018","909","91","","","",""
"19090028","09_jun_idle_loop","0.1","0","113611","909","3","0.1","09_jun_idle_in","1",""
"19090029","","0.1","1","113511","909","3","","09_cmn_float_talk","",""
"19090030","0","","","vo_fpc","909","21","","vo_fpc_20901","",""
"19090031","1","0","10","113511","909","11","0","あら？\n今、ジュンさんの声がしたような…","0","0.5"
"19090032","","","","0","909","91","","","",""
"19090033","","","","0.5","909","93","","0","",""
"19090034","","","","19090033","909","91","","","",""
"19090035","","0.1","1","113511","909","3","","09_cmn_float","",""
"19090036","","0.1","1","113411","909","3","","09_cmn_float_search","",""
"19090037","0","","","vo_fpc","909","21","","vo_fpc_20902","",""
"19090038","1","0","10","113411","909","11","0","え？　ホント？\nどこだろー？","0","0.5"
"19090039","","","","0","909","91","","","",""
"19090040","","","","0.5","909","93","","0","",""
"19090041","","0.1","1","113611","909","3","","09_jun_talk1_loop","",""
"19090042","","0.1","1","113411","909","3","","09_cmn_float","",""
"19090043","0","","","vo_fpc","909","21","","vo_fpc_20903","",""
"19090044","1","0","10","113611","909","11","0","（ミサト先生とハツネちゃん？\nそういえば鎧姿でしか会ってないな。\nこの姿で会うのは少し気恥ずかしい…）","0","0.5"
"19090045","","","","0","909","91","","","",""
"19090046","","","","0.5","909","93","","0","",""
"19090047","0","","","vo_fpc","909","21","","vo_fpc_20904","",""
"19090048","1","0","10","113611","909","11","0","あのー…\nどなたか探しておられるのですか？","0","0.5"
"19090049","","","","0","909","91","","","",""
"19090050","","","","0.5","909","93","","0","",""
"19090051","","","","113511","909","4","","0","",""
"19090052","0","","-125","21","909","33","","-125","",""
"19090053","09_cmn_float_talk","","0","113511","909","3","0.1","09_cmn_float_notice","1",""
"19090054","0","","","vo_fpc","909","21","","vo_fpc_20905","",""
"19090055","1","0","10","113511","909","11","0","はい、いつも鎧姿の人なんですけど…","0","0.5"
"19090056","","","","0","909","91","","","",""
"19090057","","","","0.5","909","93","","0","",""
"19090058","","0.1","1","113411","909","3","","09_cmn_float_smile","",""
"19090059","","0.1","1","113511","909","3","","09_cmn_float","",""
"19090060","0","","","vo_fpc","909","21","","vo_fpc_20906","",""
"19090061","1","0","10","113411","909","11","0","面白くてかっこいい人なんだ♪","0","0.5"
"19090062","","","","0","909","91","","","",""
"19090063","","","","0.5","909","93","","0","",""
"19090064","","0.3","1","113611","909","3","","09_jun_talk2_loop","",""
"19090065","","0.1","1","113411","909","3","","09_cmn_float","",""
"19090066","0","","","vo_fpc","909","21","","vo_fpc_20907","",""
"19090067","1","0","10","113611","909","11","0","鎧姿ですか…\nそういう人は見かけていませんね…","0","0.5"
"19090068","","","","0","909","91","","","",""
"19090069","","","","0.5","909","93","","0","",""
"19090070","","0.1","1","113511","909","3","","09_cmn_float_talk","",""
"19090071","0","","","vo_fpc","909","21","","vo_fpc_20908","",""
"19090072","1","0","10","113511","909","11","0","そうですかー\n気のせいだったのかしら。","0","0.5"
"19090073","","","","0","909","91","","","",""
"19090074","","","","0.5","909","93","","0","",""
"19090075","","0.1","1","113511","909","3","","09_cmn_float","",""
"19090076","0","","","vo_fpc","909","21","","vo_fpc_20909","",""
"19090077","1","0","10","113611","909","11","0","鎧姿の人はこんな場所には\nいないんじゃないですかね？\n泳ぐ格好じゃなさそうですし…","0","0.5"
"19090078","","","","0","909","91","","","",""
"19090079","","","","0.5","909","93","","0","",""
"19090080","","0.1","1","113511","909","3","","09_cmn_float_talk","",""
"19090081","0","","","vo_fpc","909","21","","vo_fpc_20910","",""
"19090082","1","0","10","113511","909","11","0","でも、ジュンさんは\n真夏の海でも鎧姿だったわよね？","0","0.5"
"19090083","","","","0","909","91","","","",""
"19090084","","","","0.5","909","93","","0","",""
"19090085","","0.1","1","113411","909","3","","09_cmn_float_smile","",""
"19090086","","0.1","1","113511","909","3","","09_cmn_float","",""
"19090087","0","","","vo_fpc","909","21","","vo_fpc_20911","",""
"19090088","1","0","10","113411","909","11","0","うん！\nきっと海の中でも鎧姿で大丈夫だよ♪","0","0.5"
"19090089","","","","0","909","91","","","",""
"19090090","","","","0.5","909","93","","0","",""
"19090091","","0.1","1","113611","909","3","","09_jun_talk3_loop","",""
"19090092","0","","","vo_fpc","909","21","","vo_fpc_20912","",""
"19090093","1","0","10","113611","909","11","0","か、変わった人ですね…\nあははは…","0","0.5"
"19090094","","","","0","909","91","","","",""
"19090095","","","","0.5","909","93","","0","",""
"19090096","0","","","vo_fpc","909","21","","vo_fpc_20913","",""
"19090097","1","0","10","113611","909","11","0","（あとで鎧を着て\nあいさつをしに来よう…）","0","0.5"
"19090098","","","","0","909","91","","","",""
"19090099","","","","0.5","909","93","","0","",""
"19090100","09_jun_float_loop","0.1","0","113611","909","3","0.1","09_jun_float_in","1",""
"19090101","3.67647058823529","","-125","113611","909","2","","850","",""
"19090102","3.67647058823529","","-125","11","909","33","","850","",""
"19090103","5.73529411764706","","-125","113511","909","2","","850","",""
"19090104","5.73529411764706","","-125","21","909","33","","850","",""
"19090105","7.05882352941176","","-180","113411","909","2","","850","",""
"19090106","7.05882352941176","","-180","31","909","33","","850","",""
"19090107","","","","19090105","909","91","","","",""
"19100001","-750","1.75","22","1","910","1","0","110411","-15","10_cmn_run"
"19100002","-750","1.75","13","1","910","1","0","110511","-15","10_cmn_run"
"19100003","-750","1.4875","12","1","910","1","0","107911","-15","cmn_run_def_N"
"19100004","-15","0","-750","4","910","31","","11","1",""
"19100005","-180","0","50","117","910","31","","1171","1",""
"19100006","-15","0","-750","4","910","31","","21","1",""
"19100007","-125","0","275","118","910","31","","1172","1",""
"19100008","-15","0","-50","119","910","31","","119","1",""
"19100009","20","0","-50","109","910","31","","12","1",""
"19100010","55","0","-50","108","910","31","","22","1",""
"19100011","","","1","se_10053800","910","23","","se_fpc_water_random","",""
"19100012","","","","19100010","910","91","","0","",""
"19100013","3.16742081447964","","-15","107911","910","2","","-50","",""
"19100014","","","","19100013","910","91","","","",""
