9c6900480681e8fdf12fc630e4b52a16acb09b336d94fd3faa10675f66429b65,4a023c32c5c42ecf767c9876f448f2f150bb44201d8e6d5a14299b8390ba0e3f,4473e618ee3f2c98992e2c0717f32c24c51f26ca28e5553b41ea31818445b6be,35e7b60b754e423a8021cd5ad5cda5e1ae1a5fb1b4ce160ec2296132a81bcf60,efe3879c12f9e80a872c5b954eaabddfdd5c7c668a0f63e770592cad008ab3ef,729566e2023a65b8594729e2f380b0189ce8627cf511dd0349abab591b9655a5,89eb53db5b617f6cb54b0fabfb8307ae1dbe0eca559d5330182ecaf4de9ebdfc,eba73c6051ec557a75174ae9fec61bcd520f21204b8232bfb1da852377bd3c50,498cdd4ff8ac8a4585542048d95ed9f2e35209f770b0e71f96a6c189f3cbd41f,9dae0255c9354f3a0650285dbc1987fa6d3be174912d43009bb9e4f47ce7d3aa,f4dfda8ed8bcd1686869c9a3738a90922491b9166aecb44e8ba65f51646feaaf
"","","101","","1021314","","","","","1021314103","1021314102"
"","","24","0","1021314","","","","","se_obtent_10213_drama_break_3","1021314103"
"","","22","0","1021314","","","","","0","1021314104"
"","","32","1","1021314","","","","","22","1021314105"
"","","93","0","1021314","","","","","0.4","1021314106"
"0","0","31","1","1021315","1","","1","","1","1021315001"
"0","0","31","3","1021315","1","","1","","3","1021315002"
"0","0","31","6","1021315","1","","1","","6","1021315003"
"0","0","31","10","1021315","0","","1","","10","1021315004"
"0","0","31","20","1021315","0","","1","","20","1021315005"
"0","0","31","21","1021315","0","","1","","21","1021315006"
"0","0","31","22","1021315","0","","1","","22","1021315007"
"0","0","31","100","1021315","0","","1","","115","1021315008"
"0","0","31","200","1021315","0","","1","","215","1021315009"
"0","0","31","300","1021315","0","","1","","315","1021315010"
"0","27","5","1","1021315","1","empty","-14","0","1","1021315011"
"0","28","5","2","1021315","1","empty","-14","0","3","1021315012"
"0","26","5","3","1021315","1","empty","-14","0","3","1021315013"
"0","25","5","4","1021315","1","empty","-14","0","11","1021315014"
"0","24","5","5","1021315","1","empty","-14","0","13","1021315015"
"-10","13","5","6","1021315","1","empty","-24","0","11","1021315016"
"-10","12","5","7","1021315","1","empty","-24","0","13","1021315017"
"0","29","5","8","1021315","1","empty","-14","0","0","1021315018"
"-5","10","5","9","1021315","1","empty","-19","0","0","1021315019"
"0.4","0.54","6","0.87","1021315","0","","1","0","6","1021315020"
"0.4","0.54","6","0.87","1021315","0","","1","0","7","1021315021"
"0.4","0.54","6","0.87","1021315","0","","1","0","9","1021315022"
"","","141","","1021315","","","","","1","1021315023"
"","","91","","1021315","","","","","0","1021315024"
"","","93","0","1021315","","","","","0.033","1021315025"
"","0","23","se_obtent_10213_drama_cook_nela","1021315","","","","","se_10067600","1021315026"
"","0","3","nefy_cook","1021315","0","","","0","1","1021315027"
"","0","3","nefy_cook","1021315","0","","","0","2","1021315028"
"","0","3","nefy_end","1021315","0","","","0","3","1021315029"
"","0","3","nefy_cook","1021315","0","","","0","4","1021315030"
"","0","3","nefy_white","1021315","0","","","0","5","1021315031"
"","0","3","nefy_cook","1021315","0","","","0","6","1021315032"
"","0","3","nefy_white","1021315","0","","","0","7","1021315033"
"","0","3","nefy_cook","1021315","0","","","0","8","1021315034"
"","0","3","nefy_cook_w","1021315","0","","","0","9","1021315035"
"","","93","0","1021315","","","","","3","1021315036"
"0","0","21","vo_obtent_1021315_01","1021315","","","","","vo_obtent_1021315","1021315037"
"","","93","0","1021315","","","","","2.366","1021315038"
"","","101","","1021315","","","","","1021315040","1021315039"
"","","24","0","1021315","","","","","se_obtent_10213_drama_cook_nela","1021315040"
"","","22","0","1021315","","","","","0","1021315041"
"1","1","6","1","1021315","0","","0","0","1","1021315042"
"1","1","6","1","1021315","0","","0","0","2","1021315043"
"1","1","6","1","1021315","0","","0","0","3","1021315044"
"1","1","6","1","1021315","0","","0","0","4","1021315045"
"1","1","6","1","1021315","0","","0","0","5","1021315046"
"1","1","6","1","1021315","0","","0","0","6","1021315047"
"1","1","6","1","1021315","0","","0","0","7","1021315048"
"1","1","6","1","1021315","0","","0","0","8","1021315049"
"1","1","6","1","1021315","0","","0","0","9","1021315050"
"","","37","eat","1021315","","","","","1","1021315051"
"","","32","0","1021315","","","","","3","1021315052"
"","","32","0","1021315","","","","","6","1021315053"
"","","32","1","1021315","","","","","10","1021315054"
"","","32","1","1021315","","","","","100","1021315055"
"","0","23","se_obtent_10213_drama_eat","1021315","","","","","se_10067600","1021315056"
"","","93","0","1021315","","","","","0","1021315057"
"0","0","21","vo_obtent_1021315_02","1021315","","","","","vo_obtent_1021315","1021315058"
"","","93","0","1021315","","","","","2.8","1021315059"
"0","0","21","vo_obtent_1021315_03","1021315","","","","","vo_obtent_1021315","1021315060"
"","","93","0","1021315","","","","","2.6","1021315061"
"","","26","","1021315","","","","","2","1021315062"
"0","0","21","vo_obtent_1021315_04","1021315","","","","","vo_obtent_1021315","1021315063"
"","","93","0","1021315","","","","","2.5","1021315064"
"","","101","","1021315","","","","","1021315066","1021315065"
"","","32","0","1021315","","","","","10","1021315066"
"","","32","0","1021315","","","","","100","1021315067"
"","","32","1","1021315","","","","","20","1021315068"
"","","32","1","1021315","","","","","200","1021315069"
"","","32","1","1021315","","","","","300","1021315070"
"","","24","0","1021315","","","","","se_obtent_10213_drama_eat","1021315071"
"","","22","0","1021315","","","","","0","1021315072"
"0","0","21","vo_obtent_1021315_05","1021315","","","","","vo_obtent_1021315","1021315073"
"","","25","bgm_MC319A","1021315","","","","","bgm_MC319A","1021315074"
"","0","23","se_obtent_10213_drama_break_1","1021315","","","","","se_10067600","1021315075"
"","","93","0","1021315","","","","","3.5","1021315076"
"","","101","","1021315","","","","","1021315078","1021315077"
"","","37","break_2","1021315","","","","","20","1021315078"
"","","37","break_2","1021315","","","","","200","1021315079"
"","","37","break_2","1021315","","","","","300","1021315080"
"","","24","0","1021315","","","","","se_obtent_10213_drama_break_1","1021315081"
"","","22","0","1021315","","","","","0","1021315082"
"0","0","21","vo_obtent_1021315_06","1021315","","","","","vo_obtent_1021315","1021315083"
"","0","23","se_obtent_10213_drama_break_2","1021315","","","","","se_10067600","1021315084"
"","","93","0","1021315","","","","","4","1021315085"
"","","101","","1021315","","","","","1021315087","1021315086"
"","","37","break_3","1021315","","","","","20","1021315087"
"","","37","break_3","1021315","","","","","200","1021315088"
"","","37","break_3","1021315","","","","","300","1021315089"
"","","24","0","1021315","","","","","se_obtent_10213_drama_break_2","1021315090"
"","","22","0","1021315","","","","","0","1021315091"
"0","0","21","vo_obtent_1021315_07","1021315","","","","","vo_obtent_1021315","1021315092"
"","0","23","se_obtent_10213_drama_break_3","1021315","","","","","se_10067600","1021315093"
"","","93","0","1021315","","","","","5","1021315094"
"","","101","","1021315","","","","","1021315096","1021315095"
"","","37","break_4","1021315","","","","","300","1021315096"
"","","32","1","1021315","","","","","21","1021315097"
"","","93","0","1021315","","","","","0.2","1021315098"
"","","141","","1021315","","","","","0","1021315099"
"","","93","0","1021315","","","","","0.1","1021315100"
"","","92","","1021315","","","","","","1021315101"
"","","101","","1021315","","","","","1021315103","1021315102"
"","","24","0","1021315","","","","","se_obtent_10213_drama_break_3","1021315103"
"","","22","0","1021315","","","","","0","1021315104"
"","","32","1","1021315","","","","","22","1021315105"
"","","93","0","1021315","","","","","0.4","1021315106"
"0","0","31","1","1021316","1","","1","","1","1021316001"
"0","0","31","3","1021316","1","","1","","3","1021316002"
"0","0","31","6","1021316","1","","1","","6","1021316003"
"0","0","31","10","1021316","0","","1","","10","1021316004"
"0","0","31","20","1021316","0","","1","","20","1021316005"
"0","0","31","21","1021316","0","","1","","21","1021316006"
"0","0","31","22","1021316","0","","1","","22","1021316007"
"0","0","31","100","1021316","0","","1","","116","1021316008"
"0","0","31","200","1021316","0","","1","","216","1021316009"
"0","0","31","300","1021316","0","","1","","316","1021316010"
"0","27","5","1","1021316","1","empty","-14","0","1","1021316011"
"0","28","5","2","1021316","1","empty","-14","0","3","1021316012"
"0","26","5","3","1021316","1","empty","-14","0","3","1021316013"
"0","25","5","4","1021316","1","empty","-14","0","11","1021316014"
"0","24","5","5","1021316","1","empty","-14","0","13","1021316015"
"-10","13","5","6","1021316","1","empty","-24","0","11","1021316016"
"-10","12","5","7","1021316","1","empty","-24","0","13","1021316017"
"0","29","5","8","1021316","1","empty","-14","0","0","1021316018"
"-5","10","5","9","1021316","1","empty","-19","0","0","1021316019"
"0.4","0.54","6","0.87","1021316","0","","1","0","6","1021316020"
"0.4","0.54","6","0.87","1021316","0","","1","0","7","1021316021"
"0.4","0.54","6","0.87","1021316","0","","1","0","9","1021316022"
"","","141","","1021316","","","","","1","1021316023"
"","","91","","1021316","","","","","0","1021316024"
"","","93","0","1021316","","","","","0.033","1021316025"
"","0","23","se_obtent_10213_drama_cook_nela","1021316","","","","","se_10067600","1021316026"
"","0","3","nefy_cook","1021316","0","","","0","1","1021316027"
"","0","3","nefy_cook","1021316","0","","","0","2","1021316028"
"","0","3","nefy_end","1021316","0","","","0","3","1021316029"
"","0","3","nefy_cook","1021316","0","","","0","4","1021316030"
"","0","3","nefy_white","1021316","0","","","0","5","1021316031"
"","0","3","nefy_cook","1021316","0","","","0","6","1021316032"
"","0","3","nefy_white","1021316","0","","","0","7","1021316033"
"","0","3","nefy_cook","1021316","0","","","0","8","1021316034"
"","0","3","nefy_cook_w","1021316","0","","","0","9","1021316035"
"","","93","0","1021316","","","","","3","1021316036"
"0","0","21","vo_obtent_1021316_01","1021316","","","","","vo_obtent_1021316","1021316037"
"","","93","0","1021316","","","","","2.366","1021316038"
"","","101","","1021316","","","","","1021316040","1021316039"
"","","24","0","1021316","","","","","se_obtent_10213_drama_cook_nela","1021316040"
"","","22","0","1021316","","","","","0","1021316041"
"1","1","6","1","1021316","0","","0","0","1","1021316042"
"1","1","6","1","1021316","0","","0","0","2","1021316043"
"1","1","6","1","1021316","0","","0","0","3","1021316044"
"1","1","6","1","1021316","0","","0","0","4","1021316045"
"1","1","6","1","1021316","0","","0","0","5","1021316046"
"1","1","6","1","1021316","0","","0","0","6","1021316047"
"1","1","6","1","1021316","0","","0","0","7","1021316048"
"1","1","6","1","1021316","0","","0","0","8","1021316049"
"1","1","6","1","1021316","0","","0","0","9","1021316050"
"","","37","eat","1021316","","","","","1","1021316051"
"","","32","0","1021316","","","","","3","1021316052"
"","","32","0","1021316","","","","","6","1021316053"
"","","32","1","1021316","","","","","10","1021316054"
"","","32","1","1021316","","","","","100","1021316055"
"","0","23","se_obtent_10213_drama_eat","1021316","","","","","se_10067600","1021316056"
"","","93","0","1021316","","","","","0","1021316057"
"0","0","21","vo_obtent_1021316_02","1021316","","","","","vo_obtent_1021316","1021316058"
"","","93","0","1021316","","","","","2.8","1021316059"
"0","0","21","vo_obtent_1021316_03","1021316","","","","","vo_obtent_1021316","1021316060"
"","","93","0","1021316","","","","","2.6","1021316061"
"","","26","","1021316","","","","","2","1021316062"
"0","0","21","vo_obtent_1021316_04","1021316","","","","","vo_obtent_1021316","1021316063"
"","","93","0","1021316","","","","","2.5","1021316064"
"","","101","","1021316","","","","","1021316066","1021316065"
"","","32","0","1021316","","","","","10","1021316066"
"","","32","0","1021316","","","","","100","1021316067"
"","","32","1","1021316","","","","","20","1021316068"
"","","32","1","1021316","","","","","200","1021316069"
"","","32","1","1021316","","","","","300","1021316070"
"","","24","0","1021316","","","","","se_obtent_10213_drama_eat","1021316071"
"","","22","0","1021316","","","","","0","1021316072"
"0","0","21","vo_obtent_1021316_05","1021316","","","","","vo_obtent_1021316","1021316073"
"","","25","bgm_MC319A","1021316","","","","","bgm_MC319A","1021316074"
"","0","23","se_obtent_10213_drama_break_1","1021316","","","","","se_10067600","1021316075"
"","","93","0","1021316","","","","","3.5","1021316076"
"","","101","","1021316","","","","","1021316078","1021316077"
"","","37","break_2","1021316","","","","","20","1021316078"
"","","37","break_2","1021316","","","","","200","1021316079"
"","","37","break_2","1021316","","","","","300","1021316080"
"","","24","0","1021316","","","","","se_obtent_10213_drama_break_1","1021316081"
"","","22","0","1021316","","","","","0","1021316082"
"0","0","21","vo_obtent_1021316_06","1021316","","","","","vo_obtent_1021316","1021316083"
"","0","23","se_obtent_10213_drama_break_2","1021316","","","","","se_10067600","1021316084"
"","","93","0","1021316","","","","","4","1021316085"
"","","101","","1021316","","","","","1021316087","1021316086"
"","","37","break_3","1021316","","","","","20","1021316087"
"","","37","break_3","1021316","","","","","200","1021316088"
"","","37","break_3","1021316","","","","","300","1021316089"
"","","24","0","1021316","","","","","se_obtent_10213_drama_break_2","1021316090"
"","","22","0","1021316","","","","","0","1021316091"
"0","0","21","vo_obtent_1021316_07","1021316","","","","","vo_obtent_1021316","1021316092"
"","0","23","se_obtent_10213_drama_break_3","1021316","","","","","se_10067600","1021316093"
"","","93","0","1021316","","","","","5","1021316094"
"","","101","","1021316","","","","","1021316096","1021316095"
"","","37","break_4","1021316","","","","","300","1021316096"
"","","32","1","1021316","","","","","21","1021316097"
"","","93","0","1021316","","","","","0.2","1021316098"
"","","141","","1021316","","","","","0","1021316099"
"","","93","0","1021316","","","","","0.1","1021316100"
"","","92","","1021316","","","","","","1021316101"
"","","101","","1021316","","","","","1021316103","1021316102"
"","","24","0","1021316","","","","","se_obtent_10213_drama_break_3","1021316103"
"","","22","0","1021316","","","","","0","1021316104"
"","","32","1","1021316","","","","","22","1021316105"
"","","93","0","1021316","","","","","0.4","1021316106"
"0","0","31","1","1021317","1","","1","","1","1021317001"
"0","0","31","3","1021317","1","","1","","3","1021317002"
"0","0","31","6","1021317","1","","1","","6","1021317003"
"0","0","31","10","1021317","0","","1","","10","1021317004"
"0","0","31","20","1021317","0","","1","","20","1021317005"
"0","0","31","21","1021317","0","","1","","21","1021317006"
"0","0","31","22","1021317","0","","1","","22","1021317007"
"0","0","31","100","1021317","0","","1","","117","1021317008"
"0","0","31","200","1021317","0","","1","","217","1021317009"
"0","0","31","300","1021317","0","","1","","317","1021317010"
"0","27","5","1","1021317","1","empty","-14","0","1","1021317011"
"0","28","5","2","1021317","1","empty","-14","0","3","1021317012"
"0","26","5","3","1021317","1","empty","-14","0","3","1021317013"
"0","25","5","4","1021317","1","empty","-14","0","11","1021317014"
"0","24","5","5","1021317","1","empty","-14","0","13","1021317015"
"-10","13","5","6","1021317","1","empty","-24","0","11","1021317016"
"-10","12","5","7","1021317","1","empty","-24","0","13","1021317017"
"0","29","5","8","1021317","1","empty","-14","0","0","1021317018"
