f5ff534ea11e99b2c7b00fea83827ce0351da80cfcc8715560040c5a4c318389,fe7ae7b78b1bc8e20d9c4eb7372207dfa7153a2b22f609eb85b3c641772f48ab,8caba80404a972b94a9412ff17312a9f425cfe45c7119aaa1037dc59150ccb4f,8dff3d25615b4ff09191303e88c4ca2f5a15202141848d950348f1c511c5ea3a,3b3fc33b2b237ed2f596b2398eecee1c4d4c1455c413f24b7e728505f1113e61,6ac7cf770c4370fa1689fd3e91f068edbbd8b975343a17b123526e414072b372,a3446d80b1b71b749332a54745152ee9972e65274de066ba355d719acdb726af,57e39a8dd22a8e5d4bf9259ddf9ed0cf2d711febcc9c364b852ea52da5e1ab63,ecc970bee923faa6438214b97455d375f22dcb93e589265cc08005afcd702728,9cd6228b2fa93a4514dbea7b16ed46d2ab6fd0937b6297810dec17fd0b9018a3,062bb252eac31bf0a380f871df865b0f6873ddd201fb202029884842b427f8f9
"-125","19070010","","2","127111","","8.38806396344946","325","12","","907"
"-125","19070011","","33","11","","8.38806396344946","325","12","","907"
"","19070012","","91","","","","","","","907"
"0","19070013","","3","127111","0.1","07_shinobu_talk_loop","07_shinobu_talk_in","1","0.1","907"
"","19070014","","93","1","","","0","","","907"
"","19070015","","21","vo_fpc","","0","vo_fpc_20700","","","907"
"10","19070016","0.5","11","127111","0","1","お父さん、どこに行ったのかしら？\nまた何か事件を起こしてないといいけど…","0","0","907"
"","19070017","","91","0","","","","","","907"
"","19070018","","93","0.5","","","0","","","907"
"-180","19070019","","2","113111","","4.11764705882353","-150","12","","907"
"-180","19070020","","33","21","","4.11764705882353","-150","12","","907"
"","19070021","","91","","","","","","","907"
"1","19070022","","3","113111","","","07_ruka_float2","","0.1","907"
"","19070023","","21","vo_fpc","","0","vo_fpc_20701","","","907"
"10","19070024","0.5","11","113111","0","1","くっ、まさかこんな場所でしゃれこうべに\nでくわすなんてね…","0","0","907"
"","19070025","","91","0","","","","","","907"
"","19070026","","93","0.5","","","0","","","907"
"","19070027","","21","vo_fpc","","0","vo_fpc_20702","","","907"
"10","19070028","0.5","11","113111","0","1","アイツの前で取り乱して、\nつい蹴っ飛ばしちまったが…","0","0","907"
"","19070029","","91","0","","","","","","907"
"","19070030","","93","0.5","","","0","","","907"
"","19070031","","21","vo_fpc","","0","vo_fpc_20703","","","907"
"10","19070032","0.5","11","113111","0","1","あれから見当たらないってことは\nちゃんと成仏してりゃいいけども…","0","0","907"
"","19070033","","91","0","","","","","","907"
"","19070034","","93","0.5","","","0","","","907"
"1","19070035","","3","113111","","","07_ruka_float","","0.1","907"
"","19070036","","21","vo_fpc","","0","vo_fpc_20704","","","907"
"10","19070037","0.5","11","113111","0","1","『一緒に』とか『逝こう』とか言ってたし\n何か現世に恨みでもあったのかねえ？","0","0","907"
"","19070038","","91","0","","","","","","907"
"","19070039","","93","0.5","","","0","","","907"
"-180","19070040","","2","113111","","4.52488687782805","850","","","907"
"-180","19070041","","33","21","","4.52488687782805","850","","","907"
"","19070042","","4","113111","","","1","","","907"
"1","19070043","","3","113111","","","07_ruka_float","","0.1","907"
"","19070044","","93","3.2","","","0","","","907"
"0","19070045","","3","127111","0.1","07_shinobu_turnFace_loop","07_shinobu_turnFace_in","1","0.1","907"
"","19070046","","91","19070040","","","","","","907"
"-180","19070047","","2","4","","3.82352941176471","-200","","","907"
"-180","19070048","","33","31","","3.82352941176471","-200","","","907"
"","19070049","","91","19070047","","","","","","907"
"0","19070050","","3","127111","0.1","07_shinobu_surprise_loop","07_shinobu_surprise_in","1","0.1","907"
"","19070051","","21","vo_fpc","","0","vo_fpc_20705","","","907"
"10","19070052","0.5","11","4","120","1","うう…おね…","0","0","907"
"","19070053","","91","0","","","","","","907"
"","19070054","","93","0.5","","","0","","","907"
"1","19070055","","3","4","","","07_dokuro_spin","","0.2","907"
"","19070056","","21","vo_fpc","","0","vo_fpc_20706","","","907"
"10","19070057","0.5","11","4","120","1","おねーちゃん、いっしょに\nウォータースライダーいかなーい？\nぐへへへ…","0","0","907"
"","19070058","","91","0","","","","","","907"
"","19070059","","93","0.5","","","0","","","907"
"0","19070060","","3","127111","0.1","07_shinobu_sad_loop","07_shinobu_sad_in","1","0.1","907"
"","19070061","","21","vo_fpc","","0","vo_fpc_20707","","","907"
"10","19070062","0.5","11","127111","0","1","やっぱり自業自得のようですね…\n放っておきましょう。","0","0","907"
"","19070063","","91","0","","","","","","907"
"","19070064","","93","0.5","","","0","","","907"
"0","19070065","","3","127111","0.1","07_shinobu_swim_loop","07_shinobu_swim_in","1","0.1","907"
"","19070066","","32","11","","","1","","","907"
"-125","19070067","","2","127111","","3.08823529411765","850","","","907"
"-125","19070068","","33","11","","3.08823529411765","850","","","907"
"1","19070069","","3","4","","","07_dokuro_float","","0.3","907"
"-180","19070070","","2","4","","6.17647058823529","850","","","907"
"-180","19070071","","33","31","","6.17647058823529","850","","","907"
"","19070072","","91","19070070","","","","","","907"
"12","19080001","cmn_walk_r","1","1","0","750","107811","-15","1.4875","908"
"23","19080002","cmn_swm_tread","1","1","0","-900","126911","-180","1.75","908"
"22","19080003","08_penpokorin","5","5","0","-900","5","-180","1.75","908"
"-850","19080004","","31","1007","","-180","10071","1","0","908"
"-900","19080005","","31","3","","-180","3","1","1","908"
"1","19080006","","23","se_10053800","","","se_fpc_water_random","","","908"
"","19080007","","91","19080005","","","","","","908"
"-180","19080008","","2","126911","","5.88235294117647","-100","12","","908"
"-180","19080009","","2","5","","5.88235294117647","-100","12","","908"
"-180","19080010","","33","3","","5.88235294117647","-100","12","","908"
"-180","19080011","","33","10071","","5.88235294117647","-50","12","","908"
"","19080012","","93","2.3","","","0","","","908"
"","19080013","","21","vo_fpc","","0","vo_fpc_20800","","","908"
"","19080014","","32","10071","","","1","","","908"
"-15","19080015","","2","107811","","3.30882352941176","300","12","","908"
"","19080016","","91","19080015","","","","","","908"
"0","19080017","","3","107811","0.1","08_kyaru_surprise_loop","08_kyaru_surprise_in","1","0.1","908"
"","19080018","","21","vo_fpc","","0","vo_fpc_20801","","","908"
"10","19080019","0.5","11","107811","0","1","うわっ、あんたそれ…\nミソラの連れてた変な物体じゃない！","0","0","908"
"","19080020","","91","0","","","","","","908"
"","19080021","","93","0.5","","","0","","","908"
"","19080022","","21","vo_fpc","","0","vo_fpc_20802","","","908"
"10","19080023","0.5","11","107811","0","1","なに持ち込んでんのよ！","0","0","908"
"","19080024","","91","0","","","","","","908"
"","19080025","","93","0.5","","","0","","","908"
"1","19080026","","3","126911","","","08_ranfa_talk","","0.1","908"
"1","19080027","","3","5","","","08_penpokorin","","0.1","908"
"","19080028","","21","vo_fpc","","0","vo_fpc_20803","","","908"
"10","19080029","0.5","11","126911","0","1","水に浮くから、浮輪や\nビーチボールのかわりに、って…\n貸してくれたの。","0","0","908"
"","19080030","","91","0","","","","","","908"
"","19080031","","93","0.5","","","0","","","908"
"1","19080032","","3","126911","","","cmn_swm_tread","","0.1","908"
"1","19080033","","3","5","","","08_penpokorin","","0.1","908"
"0","19080034","","3","107811","0.1","08_kyaru_talk_loop","08_kyaru_talk_in","1","0.1","908"
"","19080035","","21","vo_fpc","","0","vo_fpc_20804","","","908"
"10","19080036","0.5","11","107811","0","1","そ、そう…\nそれにしてもそいつ、浮くんだ…","0","0","908"
"","19080037","","91","0","","","","","","908"
"","19080038","","93","0.5","","","0","","","908"
"1","19080039","","3","126911","","","08_ranfa_talk","","0.1","908"
"1","19080040","","3","5","","","08_penpokorin","","0.1","908"
"","19080041","","21","vo_fpc","","0","vo_fpc_20805","","","908"
"10","19080042","0.5","11","126911","0","1","うん、浮く…\n…借り物だから、\n貸してあげられないけれど…\n気になるなら…触ってみる？","0","0","908"
"","19080043","","91","0","","","","","","908"
"","19080044","","93","0.5","","","0","","","908"
"1","19080045","","3","126911","","","cmn_swm_tread","","0.1","908"
"1","19080046","","3","5","","","08_penpokorin","","0.1","908"
"0","19080047","","3","107811","0.1","08_kyaru_deny_loop","08_kyaru_deny_in","1","0.1","908"
"","19080048","","21","vo_fpc","","0","vo_fpc_20806","","","908"
"10","19080049","0.5","11","107811","0","1","いや、いらないから！\nそれ何か怖いのよ、ほんと…","0","0","908"
"","19080050","","91","0","","","","","","908"
"","19080051","","93","0.5","","","0","","","908"
"1","19080052","","3","107811","","","08_kyaru_run","","","908"
"-15","19080053","","2","107811","","2.07390648567119","850","","","908"
"","19080054","","91","19080053","","","","","","908"
"-180","19080055","","2","126911","","4.29864253393665","850","","","908"
"-180","19080056","","2","5","","4.29864253393665","850","","","908"
"-180","19080057","","33","3","","4.29864253393665","850","","","908"
"","19080058","","91","19080057","","","","","","908"
"12","19090001","09_jun_spreadFloat","1","1","0","-850","113611","-125","1.75","909"
"12","19090002","09_cmn_float","1","1","1","-850","113511","-125","1.75","909"
"22","19090003","09_cmn_float","1","1","0","-1050","113411","-180","1.75","909"
"12","19090004","09_misogi_run","1","1","1","750","122811","-15","1.4875","909"
"-850","19090005","","31","4","","-125","11","1","1","909"
"-820","19090006","","31","6","","-125","21","1","1","909"
"-1050","19090007","","31","6","","-180","31","1","1","909"
"1","19090008","","23","se_10053800","","","se_fpc_water_random","","","909"
"","19090009","","91","19090007","","","0","","","909"
"-125","19090010","","2","113611","","6.32352941176471","225","12","","909"
"-125","19090011","","33","11","","6.32352941176471","225","12","","909"
"","19090012","","93","3","","","0","","","909"
"-15","19090013","","2","122811","","5.65610859728507","-750","","","909"
"","19090014","","93","0.7","","","0","","","909"
"0","19090015","","3","113611","0.1","09_jun_notice_loop","09_jun_notice_in","1","0.1","909"
"","19090016","","91","19090010","","","","","","909"
"0","19090017","","3","113611","0.1","09_jun_alart_loop","09_jun_alart_in","1","0.1","909"
"-125","19090018","","2","113511","","4.26470588235294","-125","12","","909"
"-125","19090019","","33","21","","4.26470588235294","-95","12","","909"
"-180","19090020","","2","113411","","4.11764705882353","-350","12","","909"
"-180","19090021","","33","31","","4.11764705882353","-350","12","","909"
"","19090022","","93","0.5","","","0","","","909"
"","19090023","","21","vo_fpc","","0","vo_fpc_20900","","","909"
"10","19090024","0.5","11","113611","0","1","おっと…\nプールサイドを走ったら危ないよ！","0","0","909"
"","19090025","","91","0","","","","","","909"
"","19090026","","93","0.5","","","0","","","909"
"","19090027","","91","19090018","","","","","","909"
"0","19090028","","3","113611","0.1","09_jun_idle_loop","09_jun_idle_in","1","0.1","909"
"1","19090029","","3","113511","","","09_cmn_float_talk","","0.1","909"
"","19090030","","21","vo_fpc","","0","vo_fpc_20901","","","909"
"10","19090031","0.5","11","113511","0","1","あら？\n今、ジュンさんの声がしたような…","0","0","909"
"","19090032","","91","0","","","","","","909"
"","19090033","","93","0.5","","","0","","","909"
"","19090034","","91","19090033","","","","","","909"
"1","19090035","","3","113511","","","09_cmn_float","","0.1","909"
"1","19090036","","3","113411","","","09_cmn_float_search","","0.1","909"
"","19090037","","21","vo_fpc","","0","vo_fpc_20902","","","909"
"10","19090038","0.5","11","113411","0","1","え？　ホント？\nどこだろー？","0","0","909"
"","19090039","","91","0","","","","","","909"
"","19090040","","93","0.5","","","0","","","909"
"1","19090041","","3","113611","","","09_jun_talk1_loop","","0.1","909"
"1","19090042","","3","113411","","","09_cmn_float","","0.1","909"
"","19090043","","21","vo_fpc","","0","vo_fpc_20903","","","909"
"10","19090044","0.5","11","113611","0","1","（ミサト先生とハツネちゃん？\nそういえば鎧姿でしか会ってないな。\nこの姿で会うのは少し気恥ずかしい…）","0","0","909"
"","19090045","","91","0","","","","","","909"
"","19090046","","93","0.5","","","0","","","909"
"","19090047","","21","vo_fpc","","0","vo_fpc_20904","","","909"
"10","19090048","0.5","11","113611","0","1","あのー…\nどなたか探しておられるのですか？","0","0","909"
"","19090049","","91","0","","","","","","909"
"","19090050","","93","0.5","","","0","","","909"
"","19090051","","4","113511","","","0","","","909"
"-125","19090052","","33","21","","0","-125","","","909"
"0","19090053","","3","113511","0.1","09_cmn_float_talk","09_cmn_float_notice","1","","909"
"","19090054","","21","vo_fpc","","0","vo_fpc_20905","","","909"
"10","19090055","0.5","11","113511","0","1","はい、いつも鎧姿の人なんですけど…","0","0","909"
"","19090056","","91","0","","","","","","909"
"","19090057","","93","0.5","","","0","","","909"
"1","19090058","","3","113411","","","09_cmn_float_smile","","0.1","909"
"1","19090059","","3","113511","","","09_cmn_float","","0.1","909"
"","19090060","","21","vo_fpc","","0","vo_fpc_20906","","","909"
"10","19090061","0.5","11","113411","0","1","面白くてかっこいい人なんだ♪","0","0","909"
"","19090062","","91","0","","","","","","909"
"","19090063","","93","0.5","","","0","","","909"
"1","19090064","","3","113611","","","09_jun_talk2_loop","","0.3","909"
"1","19090065","","3","113411","","","09_cmn_float","","0.1","909"
"","19090066","","21","vo_fpc","","0","vo_fpc_20907","","","909"
"10","19090067","0.5","11","113611","0","1","鎧姿ですか…\nそういう人は見かけていませんね…","0","0","909"
"","19090068","","91","0","","","","","","909"
"","19090069","","93","0.5","","","0","","","909"
"1","19090070","","3","113511","","","09_cmn_float_talk","","0.1","909"
"","19090071","","21","vo_fpc","","0","vo_fpc_20908","","","909"
"10","19090072","0.5","11","113511","0","1","そうですかー\n気のせいだったのかしら。","0","0","909"
"","19090073","","91","0","","","","","","909"
"","19090074","","93","0.5","","","0","","","909"
"1","19090075","","3","113511","","","09_cmn_float","","0.1","909"
"","19090076","","21","vo_fpc","","0","vo_fpc_20909","","","909"
"10","19090077","0.5","11","113611","0","1","鎧姿の人はこんな場所には\nいないんじゃないですかね？\n泳ぐ格好じゃなさそうですし…","0","0","909"
"","19090078","","91","0","","","","","","909"
"","19090079","","93","0.5","","","0","","","909"
"1","19090080","","3","113511","","","09_cmn_float_talk","","0.1","909"
