8355d924a4f76e67bc9cc54c24924f641b6138c4b058eeac61a6aab9d9df91be,d37cdb8d1200a8b78c6b2aa63094b67315c6901457901f3806da5a6f2a1a0b92,8e7dff2dfd5cc0bffb141ab477d9ec101f15a0663d621e4674814e23c0aabc89,c18331724d88be10797a8e596799e08a4f99cc4a011e39d3f141e9707e2188fc,82cf98b0c1ffcaeeb06b27dfd50850684cf21a4eddeb012e266e9aef9e53100f,ad8cdcd6b166f98ff7c5efadbd64d15848fa659a6b3355c71f131e719f06f068,681971086a77d7201e0abfc40a022b0bb6a5069643b10f0076b8390969f0a29e,616886c7c853c2f0b5ef673f9428a6342dcf089c2d30e7471a348665b40e45bf,be6790df93efeebb1fa65b2e1e0bed26f3543f79b656e2528e230717384a7718,4709c7ff9c54e8787bf6ce538a001a6b0b608eb729568a696239795c04876f91,13eeaaf5de874f20365f1ffc12b807688f180d8ef846af1fa4db69e61e2550c4
"やったー、ありがとー！\nそれにしても、おっきい～……\n運ぶの、大変じゃなかった？","0","0.5","1","17714067","11","100411","1","10","0","17714"
"","","","","17714068","91","0","","","","17714"
"wac_birthday_idle_normal","","","","17714069","3","100411","","1","0.2","17714"
"wac_birthday_talk_smile","","","","17714070","3","102011","","1","0.2","17714"
"vo_wac_17714_003","","","","17714071","21","vo_wac_17714","0","0","","17714"
"じつは、ミミたちだけじゃ運べなくて。\nおにいちゃんも手伝ってくれたの～♪","0","0.5","1","17714072","11","102011","1","10","0","17714"
"","","","","17714073","91","0","","","","17714"
"wac_birthday_idle_smile","","","","17714074","3","102011","","1","0.2","17714"
"wac_birthday_talk_kyapi","","","","17714075","3","100411","","1","0.2","17714"
"vo_wac_17714_004","","","","17714076","21","vo_wac_17714","0","0","","17714"
"そうなんだ～、えへへ～♪\nにいちゃん、いつもありがとう！\n今度新しいイタズラを思いついたら、\n最初ににいちゃんに教えてあげる！","0","0.5","1","17714077","11","100411","1","10","0","17714"
"","","","","17714078","91","0","","","","17714"
"","","","","17714079","22","0","","","","17714"
"bgm_M321_2C","","","","17814001","25","bgm_M321","","","","17814"
"103711","0","wac_birthday_idle_normal","-70","17814002","1","1","-1000","250","2","17814"
"104711","1","wac_birthday_idle_doya","-270","17814003","1","1","200","256","2","17814"
"100511","1","wac_birthday_idle_smile","-310","17814004","1","1","320","258","2","17814"
"107111","1","wac_birthday_idle_normal","-290","17814005","1","1","450","257","2","17814"
"300","","","","17814006","13","103711","","","","17814"
"300","","","","17814007","13","104711","","","","17814"
"300","","","","17814008","13","100511","","","","17814"
"300","","","","17814009","13","107111","","","","17814"
"501","","","1","17814010","31","501","0","0","0","17814"
"600","","","1","17814011","31","600","0","0","1","17814"
"602","","","1","17814012","31","602","0","0","0","17814"
"603","","","1","17814013","31","603","0","0","0","17814"
"604","","","1","17814014","31","604","60","30","1","17814"
"613","","","1","17814015","31","613","0","0","1","17814"
"700","","","1","17814016","31","700","0","0","0","17814"
"701","","","1","17814017","31","701","0","0","0","17814"
"702","","","1","17814018","31","702","0","0","0","17814"
"800","","","1","17814019","31","800","0","0","0","17814"
"923","","","1","17814020","31","923","60","30","1","17814"
"","","","","17814021","93","1","","","","17814"
"wac_birthday_reaction_02","0.2","","1","17814022","3","100511","wac_birthday_reaction_03","0","0.2","17814"
"","","","","17814023","93","0.1","","","","17814"
"wac_birthday_reaction_05","0.2","","1","17814024","3","104711","wac_birthday_reaction_03","0","0.2","17814"
"wac_birthday_reaction_01","0.2","","1","17814025","3","107111","wac_birthday_reaction_04","0","0.2","17814"
"","","","","17814026","93","0.3","","","","17814"
"wac_birthday_run_01","","","","17814027","3","103711","","1","0.2","17814"
"0","","","","17814028","2","103711","3","-70","","17814"
"","","","","17814029","93","2.5","","","","17814"
"1","","","","17814030","32","602","","","","17814"
"","","","","17814031","93","0.6","","","","17814"
"1","","","","17814032","32","501","","","","17814"
"0","","","","17814033","32","600","","","","17814"
"0","","","","17814034","32","613","","","","17814"
"0","","","","17814035","32","604","","","","17814"
"1","","","","17814036","32","701","","","","17814"
"0","","","","17814037","33","923","0.01","0","","17814"
"wac_birthday_blowout_01","0.2","","1","17814038","3","103711","wac_birthday_wish_01","0","0.2","17814"
"-200","","","","17814039","2","103711","0.01","-330","","17814"
"wac_birthday_idle_doya","","","","17814040","3","104711","","1","0.2","17814"
"180","","","","17814041","2","104711","0.01","-320","","17814"
"wac_birthday_idle_smile","","","","17814042","3","100511","","1","0.2","17814"
"300","","","","17814043","2","100511","0.01","-360","","17814"
"wac_birthday_idle_normal","","","","17814044","3","107111","","1","0.2","17814"
"430","","","","17814045","2","107111","0.01","-340","","17814"
"","","","","17814046","93","0","","","","17814"
"1","","","","17814047","32","800","","","","17814"
"","","","","17814048","93","0.7","","","","17814"
"1","","","","17814049","32","702","","","","17814"
"","","","","17814050","93","0.5","","","","17814"
"se_sys_login_birthday_blow_candle","","","","17814051","23","se_common","","0","","17814"
"0","","","","17814052","32","701","","","","17814"
"","","","","17814053","93","0.4","","","","17814"
"se_sys_login_birthday_cracker","","","","17814054","23","se_common","","0","","17814"
"1","","","","17814055","32","700","","","","17814"
"se_sys_login_birthday_calendar_applause","","","","17814056","23","se_common","","0","","17814"
"wac_birthday_clap","0.2","","1","17814057","3","104711","wac_birthday_idle_doya","0","0.2","17814"
"","","","","17814058","93","0.1","","","","17814"
"wac_birthday_clap","0.2","","1","17814059","3","100511","wac_birthday_idle_smile","0","0.2","17814"
"","","","","17814060","93","0.1","","","","17814"
"wac_birthday_clap","0.2","","1","17814061","3","107111","wac_birthday_idle_normal","0","0.2","17814"
"","","","","17814062","93","2","","","","17814"
"","","","","17814063","131","1","","","","17814"
"vo_wac_17814_000","","","","17814064","21","vo_wac_17814","0","0","","17814"
"ええっと、確認なんですけど。\nもしかして、もしかしなくても、\n私の誕生日ケーキってことで\nあってますか？","0","0.5","1","17814065","11","103711","1","10","0","17814"
"","","","","17814066","91","0","","","","17814"
"wac_birthday_idle_smile","","","","17814067","3","103711","","1","0.2","17814"
"wac_birthday_talk_normal","","","","17814068","3","104711","","1","0.2","17814"
"vo_wac_17814_001","","","","17814069","21","vo_wac_17814","0","0","","17814"
"うん、そうだよ。\n【王宮騎士団（NIGHTMARE）】\nと少年から、またひとつ成長した\nトモちゃんにプレゼントだ。","0","0.5","1","17814070","11","104711","1","10","0","17814"
"","","","","17814071","91","0","","","","17814"
"wac_birthday_idle_normal","","","","17814072","3","104711","","1","0.2","17814"
"wac_birthday_talk_smile","","","","17814073","3","100511","","1","0.2","17814"
"vo_wac_17814_002","","","","17814074","21","vo_wac_17814","0","0","","17814"
"お誕生日、おめでとうッス！\nいやー、自分も早く誕生日を迎えて、\nジュンさんやトモね～ちゃんみたいな\n大人になりたいッス！","0","0.5","1","17814075","11","100511","1","10","0","17814"
"","","","","17814076","91","0","","","","17814"
"wac_birthday_idle_smile","","","","17814077","3","100511","","1","0.2","17814"
"wac_birthday_talk_smile","","","","17814078","3","103711","","1","0.2","17814"
"vo_wac_17814_003","","","","17814079","21","vo_wac_17814","0","0","","17814"
"あはは、ありがとう。\n私は大人って呼ばれるには\n早すぎる気もするけどね。\nまだ成人すらしていないわけだし。","0","0.5","1","17814080","11","103711","1","10","0","17814"
"","","","","17814081","91","0","","","","17814"
"wac_birthday_idle_smile","","","","17814082","3","103711","","1","0.2","17814"
"wac_birthday_christina_talk_doya","","","","17814083","3","107111","","1","0.2","17814"
"vo_wac_17814_004","","","","17814084","21","vo_wac_17814","0","0","","17814"
"……なぜそこでこちらを見る？\n言っておくが、いつかオマエたち全員、\n今のワタシと同じ年齢になる日が来る。\nその時を、せいぜい震えて待つがいい。","0","0.5","1","17814085","11","107111","1","10","0","17814"
"","","","","17814086","91","0","","","","17814"
"wac_birthday_christina_idle_doya","","","","17814087","3","107111","","1","0.2","17814"
"wac_birthday_talk_smile","","","","17814088","3","103711","","1","0.2","17814"
"vo_wac_17814_005","","","","17814089","21","vo_wac_17814","0","0","","17814"
"これはこれは、失礼いたしました♪\n……あなたも、今日はありがとう。\n記念になる日に傍にいてくれて、\n本当にうれしいよ♪","0","0.5","1","17814090","11","103711","1","10","0","17814"
"","","","","17814091","91","0","","","","17814"
"","","","","17814092","22","0","","","","17814"
"bgm_M321_2C","","","","17824001","25","bgm_M321","","","","17824"
"106111","0","wac_birthday_idle_normal","-70","17824002","1","1","-1000","250","2","17824"
"107111","1","wac_birthday_idle_doya","-290","17824003","1","1","310","256","2","17824"
"300","","","","17824004","13","106111","","","","17824"
"300","","","","17824005","13","107111","","","","17824"
"501","","","1","17824006","31","501","0","0","0","17824"
"601","","","1","17824007","31","601","0","0","1","17824"
"602","","","1","17824008","31","602","0","0","0","17824"
"603","","","1","17824009","31","603","0","0","0","17824"
"604","","","1","17824010","31","604","60","30","1","17824"
"613","","","1","17824011","31","613","0","0","1","17824"
"700","","","1","17824012","31","700","0","0","0","17824"
"701","","","1","17824013","31","701","0","0","0","17824"
"702","","","1","17824014","31","702","0","0","0","17824"
"800","","","1","17824015","31","800","0","0","0","17824"
"924","","","1","17824016","31","924","60","30","1","17824"
"","","","","17824017","93","1","","","","17824"
"wac_birthday_reaction_01","0.2","","1","17824018","3","107111","wac_birthday_reaction_04","0","0.2","17824"
"","","","","17824019","93","0.4","","","","17824"
"wac_birthday_run_01","","","","17824020","3","106111","","1","0.2","17824"
"0","","","","17824021","2","106111","3","-70","","17824"
"","","","","17824022","93","2.5","","","","17824"
"1","","","","17824023","32","602","","","","17824"
"","","","","17824024","93","0.6","","","","17824"
"1","","","","17824025","32","501","","","","17824"
"0","","","","17824026","32","601","","","","17824"
"0","","","","17824027","32","613","","","","17824"
"0","","","","17824028","32","604","","","","17824"
"1","","","","17824029","32","701","","","","17824"
"0","","","","17824030","33","924","0.01","0","","17824"
"wac_birthday_blowout_01","0.2","","1","17824031","3","106111","wac_birthday_wish_02","0","0.2","17824"
"-200","","","","17824032","2","106111","0.01","-330","","17824"
"wac_birthday_idle_doya","","","","17824033","3","107111","","1","0.2","17824"
"200","","","","17824034","2","107111","0.01","-330","","17824"
"","","","","17824035","93","0","","","","17824"
"1","","","","17824036","32","800","","","","17824"
"","","","","17824037","93","0.7","","","","17824"
"1","","","","17824038","32","702","","","","17824"
"","","","","17824039","93","0.5","","","","17824"
"se_sys_login_birthday_blow_candle","","","","17824040","23","se_common","","0","","17824"
"0","","","","17824041","32","701","","","","17824"
"","","","","17824042","93","0.4","","","","17824"
"se_sys_login_birthday_cracker","","","","17824043","23","se_common","","0","","17824"
"1","","","","17824044","32","700","","","","17824"
"se_sys_login_birthday_calendar_applause","","","","17824045","23","se_common","","0","","17824"
"wac_birthday_clap","0.2","","1","17824046","3","107111","wac_birthday_idle_doya","0","0.2","17824"
"","","","","17824047","93","2.1","","","","17824"
"","","","","17824048","131","1","","","","17824"
"vo_wac_17824_000","","","","17824049","21","vo_wac_17824","0","0","","17824"
"ええっと……なんていうか。\nクリスティーナがアタシのために\nケーキを用意してくれるなんてな。\nどういう風の吹き回しだ？","0","0.5","1","17824050","11","106111","1","10","0","17824"
"","","","","17824051","91","0","","","","17824"
"wac_birthday_idle_smile","","","","17824052","3","106111","","1","0.2","17824"
"wac_birthday_talk_doya","","","","17824053","3","107111","","1","0.2","17824"
"vo_wac_17824_001","","","","17824054","21","vo_wac_17824","0","0","","17824"
"坊やに相談されたんだ、\nオマエの誕生日を祝いたいとな。\nオクトーの坊やは不在だが……\nワタシがいるのだ、退屈はさせんぞ☆","0","0.5","1","17824055","11","107111","1","10","0","17824"
"","","","","17824056","91","0","","","","17824"
"wac_birthday_idle_doya","","","","17824057","3","107111","","1","0.2","17824"
"wac_birthday_talk_smile","","","","17824058","3","106111","","1","0.2","17824"
"vo_wac_17824_002","","","","17824059","21","vo_wac_17824","0","0","","17824"
"二人とも……本当に、ありがとな！\nそれならアタシも大悪党らしく、\n豪快に、ド派手に、ワガママ放題\n楽しんでやる！","0","0.5","1","17824060","11","106111","1","10","0","17824"
"","","","","17824061","91","0","","","","17824"
"wac_birthday_talk_doya","","","","17824062","3","106111","","1","0.2","17824"
"vo_wac_17824_003","","","","17824063","21","vo_wac_17824","0","0","","17824"
"それでいつか、今日のことを\nオクトーのやつに自慢するんだ！\nどうだ、すっごーく悪いだろ！\nきっと悔しがるぞ♪","0","0.5","1","17824064","11","106111","1","10","0","17824"
"","","","","17824065","91","0","","","","17824"
"","","","","17824066","22","0","","","","17824"
"bgm_M321_2C","","","","18114001","25","bgm_M321","","","","18114"
"101811","0","wac_birthday_idle_normal","-70","18114002","1","1","-1000","250","2","18114"
"105011","1","wac_birthday_idle_normal","-270","18114003","1","1","230","256","2","18114"
"101611","1","wac_birthday_idle_normal","-310","18114004","1","1","410","257","2","18114"
"300","","","","18114005","13","101811","","","","18114"
"300","","","","18114006","13","105011","","","","18114"
"300","","","","18114007","13","101611","","","","18114"
"501","","","1","18114008","31","501","0","0","0","18114"
"600","","","1","18114009","31","600","0","0","1","18114"
"602","","","1","18114010","31","602","0","0","0","18114"
"603","","","1","18114011","31","603","0","0","0","18114"
"604","","","1","18114012","31","604","60","30","1","18114"
"613","","","1","18114013","31","613","0","0","1","18114"
