484e350b06b7b61db6b2b88c00d036774bd7744a1e7b81df8522c916350c0831,283e10338d86519f9521b38f252659fce02febdcedd26b7eff92fa3844e26532,4a97e33b0213b97ce6f219e5a36bdedf48d8318c381345e26025afe80bc5eea1,1e87237963fc2b49c77476ca62676438fc512458a97c005d9e74ae6caf501bcd,c6f1b728f3e8de746f3560c227515f72c497a218f580cfa857c0c6b4f0e59e92,3e5475b95efefb4f3d75c4275e9894d84e3dafa11cabf0d86c5b74d1f610794b,42f4928e72fc61c74f5ec56c56ac7109fc4f407e3ef1faac9be56a4ed5eac0af,f8cf7734732c85a23c5633f437c472073d41e78bc8f113b7dae1ca77fda5778f,5a8d9e1503e7589407334397ecdf60f2121b39c4362d17ebbd0f586217e1cce9,ba618bcdec8794aaffb0c7f7b8569478da90cfadc9c0408cb179c34312d54c08,3aefde05799987c7fa0a5be40df63e2057d1ed864c32eeb0631eaa6342092ea0,dd63ccdcb91195e64704e4b38d9d7a512796501a30c78cd8140c089273786d28,f1cc9bf24fbf4ea920f25952e6cdca7c1f5026eedb6e2526b1c45ed704eafc94,8f083b6b4edca7f4f1e31b5ca5adac7da40bf64cf467e7a6fc4eb9c32e50424f,1b8debf669ac0ef3b5a9d1c73cacb0a3185471742aae773acce750e2b0032409,cd9c35c77e11bb59671ea0512cf5cfff1d8c9198462c96c0393dbcdd594019c5,77c83ba0dc62098d7821914f7e0a2d0a8ae6eeab2523d4b239f84c35b31360e4,29ebc5d8778eded9db82a16578f46db7c40a189c4d75b0555c7de4cca54ef00e,85120ff60bdcd325c2e560e174b81408e335481e2590c19093f024824b6500a9,38a836b5a78905ab34f963439f32b64de1bb9aaa3dc1020e48b07baa901c57bf,3b900a56682e080b3855402a2b97176a61f9dafb24b4d83593028133d7aa4358,8bac3055090d58b2831a0bf77516c562b1c0cbde5ff67f9dfcfb3b1875f5415f,ef16951c9180632ef3626562de2cbdbb18c0f741a55cae65c6eefcf2ee4024d9,c52a1ba3fd6850f7bfa5616275aa48dc2fb04c9b63fe60f937aa7a1c7c4667b6,50ab20e11fd6f4bb1e4af7d6e9b02d21dc9d9917cd9247caf334f23197c7555f,fafdbd8c3e840757a2afc8504e27182a47d6dc55dfbc26e5558ea491817cbbd2,3c8a6f559dca3ff81ae03ab442720e39f1f2bfbaed9b1823cd50ad25f7053183,e22d6b5b709a5d74483abeaec5ac3aa976f2c08d063ea950fb1d96e170836da4,ad65839024c8d3095f779cae7daab01f6699008f52aeeb7f853f671fd68d4a1a,e4d63e367eb3b12038ef13808022d23e4ad841d876918e3d18c2236a48dda448,aeef5418b05b72eb1756bb40b9250bb4c8413f433bb04777115eb32071f660b4,0ff4e2ce9c7a924030314575025804b6966619d7afccc108bc36ed96e67a51ad,884596ff252a79bde0499953af510228b087d0b4a60beb78817c8f95bec1e552,c78cec1e939b6e32849b7fe662e092679f899474788616a4da8a0df00971feb6,3a67a83d001bc5296d5e0725bea22702f4d5322f7687d5d14566d49c6535f277,5e6a6f9bc0827e7335d387adf7ca96539c5dcf798a71e52b02f4a95215af2b42,27a85876258f98df1a4e947849ee718562f6fd51759bcce879d583d2987e8144,5fbfb980522ec44afbbc6cbf2c316c2598f77bd651c9843c63ed3c7aed3ede6e,5c6459f386907cd94814c273fe295c87d3e2275d049be3b8064f52ff5a6b93e2,07f4d902ceaed07e233b186741b9a3799ea19d778521bfe6f1df14b6368c6995
"28","28","0","28","28","0","1","0","28","0","28","28","0","28","0","28","0","28","510","28","28","0","0","2266","200000001","28","28","25","1","10","28","200600","10","28","30","25","1","0","28","670060028"
"29","29","0","29","29","0","1","0","29","0","29","29","0","29","0","29","0","29","532","29","29","0","0","2409","200000001","29","29","26","1","10","29","200600","10","29","30","25","1","0","29","670060029"
"30","30","0","30","30","0","1","0","30","0","30","30","0","30","0","30","0","30","553","30","30","0","0","2553","200000001","30","30","26","1","10","30","200600","10","30","30","25","1","0","30","670060030"
"31","31","0","31","31","0","1","0","31","0","31","31","0","31","0","31","0","31","598","31","31","0","0","3042","200000001","31","31","27","1","10","31","200600","10","31","30","26","1","0","31","670060031"
"32","32","0","32","32","0","1","0","32","0","32","32","0","32","0","32","0","32","643","32","32","0","0","3530","200000001","32","32","29","1","10","32","200600","10","32","30","28","1","0","32","670060032"
"33","33","0","33","33","0","1","0","33","0","33","33","0","33","0","33","0","33","687","33","33","0","0","4019","200000001","33","33","30","1","10","33","200600","10","33","30","29","1","0","33","670060033"
"34","34","0","34","34","0","1","0","34","0","34","34","0","34","0","34","0","34","732","34","34","0","0","4508","200000001","34","34","31","1","10","34","200600","10","34","30","30","1","0","34","670060034"
"35","35","0","35","35","0","1","0","35","0","35","35","0","35","0","35","0","35","777","35","35","0","0","4996","200000001","35","35","32","1","10","35","200600","10","35","30","32","1","0","35","670060035"
"36","36","0","36","36","0","1","0","36","0","36","36","0","36","0","36","0","36","822","36","36","0","0","5485","200000001","36","36","34","1","10","36","200600","10","36","30","33","1","0","36","670060036"
"37","37","0","37","37","0","1","0","37","0","37","37","0","37","0","37","0","37","867","37","37","0","0","5973","200000001","37","37","35","1","10","37","200600","10","37","30","35","1","0","37","670060037"
"38","38","0","38","38","0","1","0","38","0","38","38","0","38","0","38","0","38","912","38","38","0","0","6462","200000001","38","38","36","1","10","38","200600","10","38","30","36","1","0","38","670060038"
"39","39","0","39","39","0","1","0","39","0","39","39","0","39","0","39","0","39","956","39","39","0","0","6951","200000001","39","39","37","1","10","39","200600","10","39","30","37","1","0","39","670060039"
"40","40","0","40","40","0","1","0","40","0","40","40","0","40","0","40","0","40","1001","40","40","0","0","7439","200000001","40","40","39","1","10","40","200600","10","40","30","39","1","0","40","670060040"
"41","41","0","41","41","0","1","0","41","0","41","41","0","41","0","41","0","41","1046","41","41","0","0","7928","200000001","41","41","40","1","10","41","200600","10","41","30","40","1","0","41","670060041"
"42","42","0","42","42","0","1","0","42","0","42","42","0","42","0","42","0","42","1104","42","42","0","0","8554","200000001","42","42","44","1","10","42","200600","10","42","30","43","1","0","42","670060042"
"43","43","0","43","43","0","1","0","43","0","43","43","0","43","0","43","0","43","1160","43","43","0","0","9180","200000001","43","43","47","1","10","43","200600","10","43","30","47","1","0","43","670060043"
"44","44","0","44","44","0","1","0","44","0","44","44","0","44","0","44","0","44","1218","44","44","0","0","9806","200000001","44","44","50","1","10","44","200600","10","44","30","50","1","0","44","670060044"
"45","45","0","45","45","0","1","0","45","0","45","45","0","45","0","45","0","45","1274","45","45","0","0","10432","200000001","45","45","53","1","10","45","200600","10","45","30","54","1","0","45","670060045"
"46","46","0","46","46","0","1","0","46","0","46","46","0","46","0","46","0","46","1338","46","46","0","0","11571","200000001","46","46","56","1","10","46","200600","10","46","30","57","1","0","46","670060046"
"47","47","0","47","47","0","1","0","47","0","47","47","0","47","0","47","0","47","1403","47","47","0","0","12709","200000001","47","47","60","1","10","47","200600","10","47","30","61","1","0","47","670060047"
"48","48","0","48","48","0","1","0","48","0","48","48","0","48","0","48","0","48","1468","48","48","0","0","13848","200000001","48","48","63","1","10","48","200600","10","48","30","65","1","0","48","670060048"
"49","49","0","49","49","0","1","0","49","0","49","49","0","49","0","49","0","49","1532","49","49","0","0","14987","200000001","49","49","66","1","10","49","200600","10","49","30","69","1","0","49","670060049"
"50","50","0","50","50","0","1","0","50","0","50","50","0","50","0","50","0","50","1596","50","50","0","0","16126","200000001","50","50","70","1","10","50","200600","10","50","30","72","1","0","50","670060050"
"51","51","0","51","51","0","1","0","51","0","51","51","0","51","0","51","0","51","1660","51","51","0","0","17264","200000001","51","51","73","1","10","51","200600","10","51","30","75","1","0","51","670060051"
"52","52","0","52","52","0","1","0","52","0","52","52","0","52","0","52","0","52","1724","52","52","0","0","18403","200000001","52","52","77","1","10","52","200600","10","52","30","79","1","0","52","670060052"
"53","53","0","53","53","0","1","0","53","0","53","53","0","53","0","53","0","53","1788","53","53","0","0","19542","200000001","53","53","80","1","10","53","200600","10","53","30","82","1","0","53","670060053"
"54","54","0","54","54","0","1","0","54","0","54","54","0","54","0","54","0","54","1853","54","54","0","0","20681","200000001","54","54","83","1","10","54","200600","10","54","30","87","1","0","54","670060054"
"55","55","0","55","55","0","1","0","55","0","55","55","0","55","0","55","0","55","1918","55","55","0","0","21819","200000001","55","55","87","1","10","55","200600","10","55","30","90","1","0","55","670060055"
"56","56","0","56","56","0","1","0","56","0","56","56","0","56","0","56","0","56","1982","56","56","0","0","22958","200000001","56","56","90","1","10","56","200600","10","56","30","94","1","0","56","670060056"
"57","57","0","57","57","0","1","0","57","0","57","57","0","57","0","57","0","57","2067","57","57","0","0","24108","200000001","57","57","94","1","10","57","200600","10","57","30","97","1","0","57","670060057"
"58","58","0","58","58","0","1","0","58","0","58","58","0","58","0","58","0","58","2152","58","58","0","0","25258","200000001","58","58","97","1","10","58","200600","10","58","30","101","1","0","58","670060058"
"59","59","0","59","59","0","1","0","59","0","59","59","0","59","0","59","0","59","2238","59","59","0","0","26409","200000001","59","59","101","1","10","59","200600","10","59","30","105","1","0","59","670060059"
"60","60","0","60","60","0","1","0","60","0","60","60","0","60","0","60","0","60","2323","60","60","0","0","27559","200000001","60","60","104","1","10","60","200600","10","60","30","109","1","0","60","670060060"
"61","61","0","61","61","0","1","0","61","0","61","61","0","61","0","61","0","61","2409","61","61","0","0","28709","200000001","61","61","108","1","10","61","200600","10","61","30","112","1","0","61","670060061"
"62","62","0","62","62","0","1","0","62","0","62","62","0","62","0","62","0","62","2479","62","62","0","0","29148","200000001","62","62","108","1","10","62","200600","10","62","30","114","1","0","62","670060062"
"63","63","0","63","63","0","1","0","63","0","63","63","0","63","0","63","0","63","2549","63","63","0","0","29587","200000001","63","63","108","1","10","63","200600","10","63","30","115","1","0","63","670060063"
"64","64","0","64","64","0","1","0","64","0","64","64","0","64","0","64","0","64","2619","64","64","0","0","30026","200000001","64","64","108","1","10","64","200600","10","64","30","117","1","0","64","670060064"
"65","65","0","65","65","0","1","0","65","0","65","65","0","65","0","65","0","65","2689","65","65","0","0","30465","200000001","65","65","109","1","10","65","200600","10","65","30","118","1","0","65","670060065"
"66","66","0","66","66","0","1","0","66","0","66","66","0","66","0","66","0","66","2759","66","66","0","0","30904","200000001","66","66","109","1","10","66","200600","10","66","30","120","1","0","66","670060066"
"67","67","0","67","67","0","1","0","67","0","67","67","0","67","0","67","0","67","2829","67","67","0","0","31343","200000001","67","67","109","1","10","67","200600","10","67","30","122","1","0","67","670060067"
"68","68","0","68","68","0","1","0","68","0","68","68","0","68","0","68","0","68","2899","68","68","0","0","31782","200000001","68","68","109","1","10","68","200600","10","68","30","123","1","0","68","670060068"
"69","69","0","69","69","0","1","0","69","0","69","69","0","69","0","69","0","69","2969","69","69","0","0","32221","200000001","69","69","109","1","10","69","200600","10","69","30","125","1","0","69","670060069"
"70","70","0","70","70","0","1","0","70","0","70","70","0","70","0","70","0","70","3039","70","70","0","0","32660","200000001","70","70","109","1","10","70","200600","10","70","30","126","1","0","70","670060070"
"71","71","0","71","71","0","1","0","71","0","71","71","0","71","0","71","0","71","3109","71","71","0","0","33099","200000001","71","71","109","1","10","71","200600","10","71","30","128","1","0","71","670060071"
"1","1","0","1","1","0","1","0","1","23","1","1","0","1","0","1","0","1","0","1","1","0","0","356","200000006","1","1","3","1","10","1","200700","10","1","30","2","1","0","1","670070001"
"2","2","0","2","2","0","1","0","2","23","2","2","0","2","0","2","0","2","0","2","2","0","0","364","200000006","2","2","8","1","10","2","200700","10","2","30","3","1","0","2","670070002"
"3","3","0","3","3","0","1","0","3","26","3","3","0","3","0","3","0","3","0","3","3","0","0","371","200000006","3","3","5","1","10","3","200700","10","3","30","5","1","0","3","670070003"
"4","4","0","4","4","0","1","0","4","29","4","4","0","4","0","4","0","4","0","4","4","0","0","407","200000006","4","4","5","1","10","4","200700","10","4","30","5","1","0","4","670070004"
"5","5","0","5","5","0","1","0","5","36","5","5","0","5","0","5","0","5","0","5","5","0","0","517","200000006","5","5","7","1","10","5","200700","10","5","30","7","1","0","5","670070005"
"6","6","0","6","6","0","1","0","6","80","6","6","0","6","0","6","0","6","0","6","6","0","0","623","200000006","6","6","7","1","10","6","200700","10","6","30","8","1","0","6","670070006"
"7","7","0","7","7","0","1","0","7","101","7","7","0","7","0","7","0","7","0","7","7","0","0","670","200000006","7","7","7","1","10","7","200700","10","7","30","8","1","0","7","670070007"
"8","8","0","8","8","0","1","0","8","123","8","8","0","8","0","8","0","8","0","8","8","0","0","717","200000006","8","8","8","1","10","8","200700","10","8","30","9","1","0","8","670070008"
"9","9","0","9","9","0","1","0","9","144","9","9","0","9","0","9","0","9","0","9","9","0","0","763","200000006","9","9","8","1","10","9","200700","10","9","30","9","1","0","9","670070009"
"10","10","0","10","10","0","1","0","10","165","10","10","0","10","0","10","0","10","0","10","10","0","0","810","200000006","10","10","8","1","10","10","200700","10","10","30","9","1","0","10","670070010"
"11","11","0","11","11","0","1","0","11","185","11","11","0","11","0","11","0","11","0","11","11","0","0","950","200000006","11","11","8","1","10","11","200700","10","11","30","9","1","0","11","670070011"
"12","12","0","12","12","0","1","0","12","204","12","12","0","12","0","12","0","12","0","12","12","0","0","1089","200000006","12","12","9","1","10","12","200700","10","12","30","9","1","0","12","670070012"
"13","13","0","13","13","0","1","0","13","235","13","13","0","13","0","13","0","13","0","13","13","0","0","1229","200000006","13","13","12","1","10","13","200700","10","13","30","14","1","0","13","670070013"
"14","14","0","14","14","0","1","0","14","249","14","14","0","14","0","14","0","14","0","14","14","0","0","1324","200000006","14","14","12","1","10","14","200700","10","14","30","14","1","0","14","670070014"
"15","15","0","15","15","0","1","0","15","262","15","15","0","15","0","15","0","15","0","15","15","0","0","1418","200000006","15","15","12","1","10","15","200700","10","15","30","15","1","0","15","670070015"
"16","16","0","16","16","0","1","0","16","276","16","16","0","16","0","16","0","16","0","16","16","0","0","1513","200000006","16","16","13","1","10","16","200700","10","16","30","15","1","0","16","670070016"
"17","17","0","17","17","0","1","0","17","290","17","17","0","17","0","17","0","17","0","17","17","0","0","1608","200000006","17","17","13","1","10","17","200700","10","17","30","15","1","0","17","670070017"
"18","18","0","18","18","0","1","0","18","303","18","18","0","18","0","18","0","18","0","18","18","0","0","1702","200000006","18","18","13","1","10","18","200700","10","18","30","16","1","0","18","670070018"
"19","19","0","19","19","0","1","0","19","317","19","19","0","19","0","19","0","19","0","19","19","0","0","1797","200000006","19","19","13","1","10","19","200700","10","19","30","16","1","0","19","670070019"
"20","20","0","20","20","0","1","0","20","331","20","20","0","20","0","20","0","20","0","20","20","0","0","1892","200000006","20","20","14","1","10","20","200700","10","20","30","16","1","0","20","670070020"
"21","21","0","21","21","0","1","0","21","344","21","21","0","21","0","21","0","21","0","21","21","0","0","1986","200000006","21","21","14","1","10","21","200700","10","21","30","17","1","0","21","670070021"
"22","22","0","22","22","0","1","0","22","358","22","22","0","22","0","22","0","22","0","22","22","0","0","2081","200000006","22","22","14","1","10","22","200700","10","22","30","17","1","0","22","670070022"
"23","23","0","23","23","0","1","0","23","386","23","23","0","23","0","23","0","23","0","23","23","0","0","2278","200000006","23","23","15","1","10","23","200700","10","23","30","19","1","0","23","670070023"
"24","24","0","24","24","0","1","0","24","415","24","24","0","24","0","24","0","24","0","24","24","0","0","2475","200000006","24","24","17","1","10","24","200700","10","24","30","20","1","0","24","670070024"
"25","25","0","25","25","0","1","0","25","443","25","25","0","25","0","25","0","25","0","25","25","0","0","2672","200000006","25","25","18","1","10","25","200700","10","25","30","22","1","0","25","670070025"
"26","26","0","26","26","0","1","0","26","471","26","26","0","26","0","26","0","26","0","26","26","0","0","2868","200000006","26","26","19","1","10","26","200700","10","26","30","23","1","0","26","670070026"
"27","27","0","27","27","0","1","0","27","499","27","27","0","27","0","27","0","27","0","27","27","0","0","3065","200000006","27","27","20","1","10","27","200700","10","27","30","25","1","0","27","670070027"
"28","28","0","28","28","0","1","0","28","528","28","28","0","28","0","28","0","28","0","28","28","0","0","3262","200000006","28","28","22","1","10","28","200700","10","28","30","26","1","0","28","670070028"
"29","29","0","29","29","0","1","0","29","556","29","29","0","29","0","29","0","29","0","29","29","0","0","3459","200000006","29","29","23","1","10","29","200700","10","29","30","28","1","0","29","670070029"
"30","30","0","30","30","0","1","0","30","603","30","30","0","30","0","30","0","30","0","30","30","0","0","3869","200000006","30","30","24","1","10","30","200700","10","30","30","29","1","0","30","670070030"
"31","31","0","31","31","0","1","0","31","650","31","31","0","31","0","31","0","31","0","31","31","0","0","4280","200000006","31","31","25","1","10","31","200700","10","31","30","29","1","0","31","670070031"
"32","32","0","32","32","0","1","0","32","697","32","32","0","32","0","32","0","32","0","32","32","0","0","4690","200000006","32","32","26","1","10","32","200700","10","32","30","30","1","0","32","670070032"
"33","33","0","33","33","0","1","0","33","744","33","33","0","33","0","33","0","33","0","33","33","0","0","5101","200000006","33","33","27","1","10","33","200700","10","33","30","31","1","0","33","670070033"
"34","34","0","34","34","0","1","0","34","791","34","34","0","34","0","34","0","34","0","34","34","0","0","5511","200000006","34","34","28","1","10","34","200700","10","34","30","31","1","0","34","670070034"
"35","35","0","35","35","0","1","0","35","838","35","35","0","35","0","35","0","35","0","35","35","0","0","5921","200000006","35","35","29","1","10","35","200700","10","35","30","32","1","0","35","670070035"
"36","36","0","36","36","0","1","0","36","885","36","36","0","36","0","36","0","36","0","36","36","0","0","6332","200000006","36","36","31","1","10","36","200700","10","36","30","32","1","0","36","670070036"
