4e5dd8e546169069e97c8dd5acd6d1766f237620f0a5feb8184552ce5dc63a8d,ce1f3a91541c99a6d7528360e52e9dd860e72429845df35562394a30051f7a72,92ec3e557e1f028a90622a294b722d1ec642f269aad47e56519ca68b579cb76e,b686e199abd457280daa12fff17bb74625bc745c8a8df760eae19439a0b6507d,35a99d05607ae5c86b1c3b6301bf8962bb733f2a4fe46cbdec099a1fa647d834,858b3b62f7be36d4c1aed4614135210d3bd435efec509a1c532c8b0bc54d04a0,ef594f14f081a75a5effa7ed480fc5cbce7c3d1c48b47ed681f7db96949ab2a7,ac8bcff9d018273c4a7e2e34530753343c2054002e4cc4c169c02d1d30014f36
"107552","107492","22","107131","107133","107132","107551","106301"
"107553","107343","23","107132","108131","107133","107552","106301"
"108551","108431","24","107133","108132","108131","107553","106301"
"108552","108342","25","108131","108133","108132","108551","106301"
"108553","108343","26","108132","108134","108133","108552","106301"
"108554","108434","27","108133","109131","108134","108553","106301"
"109551","109341","28","108134","109132","109131","108554","106301"
"109552","109432","29","109131","109133","109132","109551","106301"
"109553","109493","30","109132","109134","109133","109552","106301"
"109554","109494","31","109133","10013032","109134","109553","106301"
"10055032","10034032","32","109134","10013033","10013032","109554","106301"
"10055033","10043033","33","10013032","10013034","10013033","10055032","106301"
"10055034","999999","34","10013033","999999","10013034","10055033","106301"
"101011","101281","1","101401","101011","101011","101551","106401"
"101551","102281","2","102493","102013","102011","101551","106401"
"102011","102282","3","102401","103011","102013","102551","106401"
"102552","103281","4","103431","103012","103011","102552","106401"
"103071","103282","5","103401","103013","103012","103551","106401"
"103552","103283","6","103401","104011","103013","103552","106401"
"103013","104281","7","103553","104012","104011","103552","106401"
"104551","104282","8","104011","104013","104012","103553","106401"
"104552","104402","9","104012","104014","104013","104551","106401"
"104554","104284","10","104013","105011","104014","104552","106401"
"105551","105281","11","104014","105012","105011","104553","106401"
"105552","105282","12","105011","105013","105012","105551","106401"
"105553","105343","13","105012","105014","105013","105552","106401"
"105554","105284","14","105013","105015","105014","105553","106401"
"105555","105285","15","105014","105016","105015","105554","106401"
"105556","105286","16","105015","105017","105016","105555","106401"
"105557","105287","17","105016","106011","105017","105556","106401"
"106551","106281","18","105017","106012","106011","105557","106401"
"106552","106282","19","106011","106013","106012","106551","106401"
"106553","106283","20","106012","107011","106013","106552","106401"
"107551","107281","21","106013","107012","107011","106553","106401"
"107552","107492","22","107011","107013","107012","107551","106401"
"107553","107493","23","107012","108011","107013","107552","106401"
"108551","108431","24","107013","108012","108011","107553","106401"
"108552","108492","25","108011","108013","108012","108551","106401"
"108553","108343","26","108012","108014","108013","108552","106401"
"108554","108494","27","108013","109011","108014","108553","106401"
"109551","109341","28","108014","109012","109011","108554","106401"
"109552","109432","29","109011","109013","109012","109551","106401"
"109553","109493","30","109012","109014","109013","109552","106401"
"109554","109434","31","109013","10001032","109014","109553","106401"
"10055032","10034032","32","109014","10001033","10001032","109554","106401"
"10055033","10043033","33","10001032","10001034","10001033","10055032","106401"
"10055034","999999","34","10001033","999999","10001034","10055033","106401"
"101071","101281","1","101431","101101","101071","101551","106501"
"101551","102341","2","102431","102101","102071","101551","106501"
"102551","102342","3","102432","103071","102101","102551","106501"
"102552","103341","4","103431","103101","103071","102552","106501"
"103551","103342","5","103432","103072","103101","103551","106501"
"103342","103343","6","103432","104101","103072","103582","106501"
"103072","104341","7","103553","104102","104101","103552","106501"
"104551","104342","8","104101","104103","104102","103553","106501"
"104552","104343","9","104102","104104","104103","104551","106501"
"104554","104344","10","104103","105101","104104","104552","106501"
"105551","105341","11","104104","105102","105101","104553","106501"
"105552","105282","12","105101","105103","105102","105551","106501"
"105553","105343","13","105102","105104","105103","105552","106501"
"105554","105344","14","105103","105105","105104","105553","106501"
"105555","105285","15","105104","105106","105105","105554","106501"
"105556","105286","16","105105","105107","105106","105555","106501"
"105557","105287","17","105106","106101","105107","105556","106501"
"106551","106281","18","105107","106102","106101","105557","106501"
"106552","106282","19","106101","106103","106102","106551","106501"
"106553","106283","20","106102","107101","106103","106552","106501"
"107551","107341","21","106103","107102","107101","106553","106501"
"107552","107492","22","107101","107103","107102","107551","106501"
"107553","107493","23","107102","108101","107103","107552","106501"
"108551","108431","24","107103","108102","108101","107553","106501"
"108552","108342","25","108101","108103","108102","108551","106501"
"108553","108343","26","108102","108104","108103","108552","106501"
"108554","108434","27","108103","109101","108104","108553","106501"
"109551","109341","28","108104","109102","109101","108554","106501"
"109552","109432","29","109101","109103","109102","109551","106501"
"109553","109493","30","109102","109104","109103","109552","106501"
"109554","109494","31","109103","10010032","109104","109553","106501"
"10055032","10034032","32","109104","10010033","10010032","109554","106501"
"10055033","10043033","33","10010032","10010034","10010033","10055032","106501"
"10055034","999999","34","10010033","999999","10010034","10055033","106501"
"101551","101281","1","101401","101191","101161","101581","106601"
"101551","102311","2","102493","102192","102162","101551","106601"
"102191","102282","3","102401","103191","102163","102551","106601"
"102552","103311","4","103581","103192","103161","102552","106601"
"103191","103282","5","103401","103193","103162","103551","106601"
"103552","103283","6","103401","104191","103193","103552","106601"
"103193","104311","7","103553","104192","104161","103582","106601"
"104551","104282","8","104401","104193","104162","103553","106601"
"104552","104402","9","104282","104194","104163","104551","106601"
"104583","104433","10","104283","105191","104164","104552","106601"
"105551","105401","11","104284","105192","105161","104554","106601"
"105552","105431","12","105281","105193","105162","105551","106601"
"105553","105283","13","105282","105194","105163","105552","106601"
"105554","105284","14","105283","105195","105164","105553","106601"
"105555","105402","15","105284","105196","105165","105554","106601"
"105556","105346","16","105402","105197","105166","105555","106601"
"105557","105403","17","105346","106191","105167","105556","106601"
"106551","106401","18","105403","106192","106161","105557","106601"
"106552","106431","19","106401","106193","106162","106551","106601"
"106553","106491","20","106431","107191","106163","106552","106601"
"107551","107281","21","106491","107192","107161","106553","106601"
"107552","107282","22","107281","107193","107162","107551","106601"
"107553","107283","23","107282","108191","107163","107552","106601"
"108551","108431","24","107283","108192","108161","107553","106601"
"108552","108312","25","108431","108193","108162","108551","106601"
"108553","108313","26","108312","108194","108163","108552","106601"
"108554","108314","27","108313","109191","108164","108553","106601"
"109551","109401","28","108314","109192","109161","108554","106601"
"109552","109402","29","109401","109193","109162","109551","106601"
"109553","109343","30","109402","109194","109163","109552","106601"
"109554","109434","31","109343","10019032","109164","109553","106601"
"10055032","10034032","32","109434","10019033","10016032","109554","106601"
"10055033","10040033","33","10034032","10019034","10016033","10055032","106601"
"10055034","999999","34","10040033","999999","10016034","10055033","106601"
"101611","101371","1","101521","101251","101251","101611","106701"
"101611","102371","2","102461","102222","102221","101611","106701"
"102611","102372","3","102521","103221","102222","102611","106701"
"102613","103521","4","103521","103252","103221","102613","106701"
"103611","103371","5","103522","103222","103252","103611","106701"
