1467b8725a63f8ea46aaff610a1b747ea16e33baf573241e634af31e626a39b4,bf8a61b75b1854c67d8b64bcb07f0a8230ecefed6f8971af44b7aa545bfa61e4,6afa44b8ec62b387a5b8105689f1ad98e00d6739fc155cb86c04467608a1d250,59853576169859948f13916e25f36a7827437984b0fa671522aa7fc89afa3091,4746c157390541c3cde4f07ab453397895a8c2546b616391de61432a31aa175b,27ddcd3bfab85da4c731bbc978677118ca276619b12ecdf02e8eff6c67f1c493,7d59ed7295e4edc4657e88c254115650aa4720de269026d691135e924f0e3011,c85bf402e01700920782f49db7ad8bfea5a369284792789bbd82c9e0051f4023,9e0784cc3113beb8e1888f5a078d34fa843f2b4af9cf84446e933d757bcb1660,78288f1c23078cd7aeb45435d7e267e7a8ff3e13e2d29f2e6d783c39ea0dd2b7,27aca435a110e06672cd3ff6fc63be17c1594cc6c10de766a9b0a57485f05d62
"1009806082","1009806","11","122911","응.\n뮤뮤도 같이 가자♪\n어떤 아이스크림을 좋아하려나~?","10","1","1","0","0","0"
"1009806083","1009806","91","0","","","","","","",""
"1009806084","1009806","3","122911","lsv_idle_joy","1","","","0.2","",""
"1009806085","1009806","101","1009806133","","","","","","",""
"1009806086","1009806","3","122711","lsv_choice","0","lsv_idle_normal","1","0","0.2",""
"1009806087","1009806","3","122911","lsv_choice","0","lsv_idle_normal","1","0","0.2",""
"1009806088","1009806","3","122811","lsv_choice","0","lsv_idle_normal","1","0","0.2",""
"1009806089","1009806","93","0.1","0","","","","","",""
"1009806090","1009806","2","122711","-200","-235","0.33","2","","0.2",""
"1009806091","1009806","2","122911","100","-220","0.33","2","","0.2",""
"1009806092","1009806","2","122811","270","-250","0.33","2","","0.2",""
"1009806093","1009806","93","0.7","0","","","","","",""
"1009806094","1009806","3","122811","lsv_talk_memory_dere2","1","","","0.2","",""
"1009806095","1009806","21","vo_lsv","vo_lsv_0629","0","0","","","",""
"1009806096","1009806","11","122811","아~ 야키소바~!","10","1","1","0","0","0"
"1009806097","1009806","91","0","","","","","","",""
"1009806098","1009806","3","122811","lsv_idle_memory","1","","","0.2","",""
"1009806099","1009806","3","122911","lsv_smile2","0","lsv_idle_normal_joyR","1","0","0.2",""
"1009806100","1009806","21","vo_lsv","vo_lsv_0630","0","0","","","",""
"1009806101","1009806","11","122911","맛있지~♪","10","1","1","0","0","0"
"1009806102","1009806","91","0","","","","","","",""
"1009806103","1009806","3","122711","lsv_talk_joy3_dere","1","","","0.2","",""
"1009806104","1009806","21","vo_lsv","vo_lsv_0631","0","0","","","",""
"1009806105","1009806","11","122711","그 소스의 냄새…\n떠올린 것만으로\n배가 고파져…!","10","1","1","0","0","0"
"1009806106","1009806","91","0","","","","","","",""
"1009806107","1009806","3","122711","lsv_idle_joy_dere2","1","","","0.2","",""
"1009806108","1009806","101","1009806133","","","","","","",""
"1009806109","1009806","3","122711","lsv_choice","0","lsv_idle_normal","1","0","0.2",""
"1009806110","1009806","3","122911","lsv_choice","0","lsv_idle_normal","1","0","0.2",""
"1009806111","1009806","3","122811","lsv_choice","0","lsv_idle_normal","1","0","0.2",""
"1009806112","1009806","93","0.1","0","","","","","",""
"1009806113","1009806","2","122711","-200","-235","0.33","2","","0.2",""
"1009806114","1009806","2","122911","100","-220","0.33","2","","0.2",""
"1009806115","1009806","2","122811","270","-250","0.33","2","","0.2",""
"1009806116","1009806","93","0.7","0","","","","","",""
"1009806117","1009806","3","122811","lsv_exactly_joy_in","0","lsv_exactly_joy_loop","1","0","0.2",""
"1009806118","1009806","21","vo_lsv","vo_lsv_0632","0","0","","","",""
"1009806119","1009806","11","122811","응응, 그거 그거!\n여름이라고 하면,\n그 샤르르~한 탄산이야♪","10","1","1","0","0","0"
"1009806120","1009806","91","0","","","","","","",""
"1009806121","1009806","3","122811","lsv_idle_joy","1","","","0.2","",""
"1009806122","1009806","3","122911","lsv_talk_surprise_dere","1","","","0.2","",""
"1009806123","1009806","21","vo_lsv","vo_lsv_0633","0","0","","","",""
"1009806124","1009806","11","122911","미미는 탄산이\n부드러운 사이다가\n좋아~","10","1","1","0","0","0"
"1009806125","1009806","91","0","","","","","","",""
"1009806126","1009806","3","122911","lsv_idle_surprise_joy","1","","","0.2","",""
"1009806127","1009806","3","122711","lsv_talk_normal","1","","","0.2","",""
"1009806128","1009806","21","vo_lsv","vo_lsv_0634","0","0","","","",""
"1009806129","1009806","11","122711","모처럼이니,\n다 같이 마시러 갈까.\n더 시원해질 거야.","10","1","1","0","0","0"
"1009806130","1009806","91","0","","","","","","",""
"1009806131","1009806","3","122711","lsv_idle_normal","1","","","0.2","",""
"1009806132","1009806","101","1009806133","","","","","","",""
"1009806133","1009806","91","0","","","","","","",""
"1009806134","1009806","102","","","","","","","",""
"1009806135","1009806","22","0","0.2","","","","","",""
"1009806136","1009806","93","0.2","","","","","","",""
"1009806137","1009806","12","122711","10","1","0","0","0","0","0"
"1009806138","1009806","3","122711","lsv_talk_bitter","1","","","0.2","",""
"1009806139","1009806","93","3","0","","","","","",""
"1009806140","1009806","3","122711","lsv_idle_surprise_talkjoy","1","","","0.2","",""
"1009806141","1009806","12","122811","8","1","0","0","0","0","0"
"1009806142","1009806","3","122811","lsv_talk_memory","1","","","0.2","",""
"1009806143","1009806","93","3","0","","","","","",""
"1009806144","1009806","3","122811","lsv_idle_joy","1","","","0.2","",""
"1009806145","1009806","12","122911","6","1","0","0","0","0","0"
"1009806146","1009806","3","122911","lsv_talk_wish_joy","1","","","0.2","",""
"1009806147","1009806","93","3","0","","","","","",""
"1009806148","1009806","3","122911","lsv_idle_normal_joyR","1","","","0.2","",""
"1009806149","1009806","101","1009806137","","","","","","",""
"1009806150","1009806","6","333","1","1","1","0","1","0",""
"1009806151","1009806","4","122711","1","","","","","",""
"1009806152","1009806","3","122711","lsv_run","1","","","0.2","",""
"1009806153","1009806","2","122711","-750","-235","0.8","0","","",""
"1009806154","1009806","4","122911","0","","","","","",""
"1009806155","1009806","3","122911","lsv_run","1","","","0.2","",""
"1009806156","1009806","2","122911","750","-220","0.8","0","","",""
"1009806157","1009806","4","122811","0","","","","","",""
"1009806158","1009806","3","122811","lsv_run","1","","","0.2","",""
"1009806159","1009806","2","122811","850","-250","0.8","0","","",""
"1009806160","1009806","93","0.6","","","","","","",""
"1009806161","1009806","6","122711","1","1","1","0","0.2","0",""
"1009806162","1009806","6","122911","1","1","1","0","0.2","0",""
"1009806163","1009806","6","122811","1","1","1","0","0.2","0",""
"1009806164","1009806","91","0","","","","","","",""
"1009807001","1009807","1","1","102011","102","-650","-235","1.95","0","lsv_idle_normal"
"1009807002","1009807","1","1","100411","100","650","-220","1.95","1","lsv_idle_normal"
"1009807003","1009807","1","1","103611","101","750","-250","1.95","1","lsv_idle_normal"
"1009807004","1009807","5","1","333","0","0","0","1","0","lsv_white_loop"
"1009807005","1009807","6","333","1","1","1","0","0","0",""
"1009807006","1009807","6","102011","1","1","1","0","0","0",""
"1009807007","1009807","6","100411","1","1","1","0","0","0",""
"1009807008","1009807","6","103611","1","1","1","0","0","0",""
"1009807009","1009807","93","1","0","","","","","",""
"1009807010","1009807","6","333","1","1","1","0.4","0.8","0",""
"1009807011","1009807","3","102011","lsv_walk_joy","1","","","0.2","",""
"1009807012","1009807","2","102011","-200","-235","2","0","","",""
"1009807013","1009807","6","102011","1","1","1","1","0.4","0",""
"1009807014","1009807","3","100411","lsv_walk","1","","","0.2","",""
"1009807015","1009807","2","100411","100","-220","2","0","","",""
"1009807016","1009807","6","100411","1","1","1","1","0.4","0",""
"1009807017","1009807","3","103611","lsv_walk","1","","","0.2","",""
"1009807018","1009807","2","103611","270","-250","2","0","","",""
"1009807019","1009807","6","103611","1","1","1","1","0.4","0",""
"1009807020","1009807","93","2","0","","","","","",""
"1009807021","1009807","3","102011","lsv_idle_wish_joyR","1","","","0.2","",""
"1009807022","1009807","3","100411","lsv_idle_normal","1","","","0.2","",""
"1009807023","1009807","3","103611","lsv_idle_normal","1","","","0.2","",""
"1009807024","1009807","93","0.6","0","","","","","",""
"1009807025","1009807","3","102011","lsv_talk_wish_joy","1","","","0.2","",""
"1009807026","1009807","21","vo_lsv","vo_lsv_0721","0","0","","","",""
"1009807027","1009807","11","102011","뮤뮤도\n쁘띠 그리핀도,\n매우 기뻐했어~♪","10","1","1","0","0","0"
"1009807028","1009807","91","0","","","","","","",""
"1009807029","1009807","3","102011","lsv_idle_wish_joyR","1","","","0.2","",""
"1009807030","1009807","3","103611","lsv_talk_surprise_talkjoy","1","","","0.2","",""
"1009807031","1009807","21","vo_lsv","vo_lsv_0722","0","0","","","",""
"1009807032","1009807","11","103611","뮤뮤의 순응성이\n높다는 걸 알게 된 것도\n큰 발견이었어.","10","1","1","0","0","0"
"1009807033","1009807","91","0","","","","","","",""
"1009807034","1009807","3","103611","lsv_idle_surprise_doya","1","","","0.2","",""
"1009807035","1009807","3","100411","lsv_talk_arm_crossed2","0","lsv_talk_arm_crossed_loop2","1","0","0.2",""
"1009807036","1009807","21","vo_lsv","vo_lsv_0723","0","0","","","",""
"1009807037","1009807","11","100411","지금까지는 우리랑만\n이야기 나눠서\n눈치채지 못했으니까.","10","1","1","0","0","0"
"1009807038","1009807","91","0","","","","","","",""
"1009807039","1009807","3","100411","lsv_idle_arm_crossed","1","","","0.2","",""
"1009807040","1009807","3","103611","lsv_talk_joy1_normal","1","","","0.2","",""
"1009807041","1009807","21","vo_lsv","vo_lsv_0724","0","0","","","",""
"1009807042","1009807","11","103611","역시 정보 수집 방법을\n바꾸길 잘했어.","10","1","1","0","0","0"
"1009807043","1009807","91","0","","","","","","",""
"1009807044","1009807","3","103611","lsv_idle_normal_suprise1","1","","","0.2","",""
"1009807045","1009807","3","100411","lsv_talk_guts2","0","lsv_talk_guts2_loop","1","0","0.2",""
"1009807046","1009807","21","vo_lsv","vo_lsv_0725","0","0","","","",""
"1009807047","1009807","11","100411","아, 맞다! 하는 김에 다른 것도\n바꿔보지 않을래? 예를 들면…\n뮤뮤의 가방이라든가!","10","1","1","0","0","0"
"1009807048","1009807","91","0","","","","","","",""
"1009807049","1009807","3","100411","lsv_idle_normal_joy","1","","","0.2","",""
"1009807050","1009807","3","102011","lsv_talk_joy3","1","","","0.2","",""
"1009807051","1009807","21","vo_lsv","vo_lsv_0726","0","0","","","",""
"1009807052","1009807","11","102011","바깥을 걸을 때는,\n항상 쿄우카의\n수영장 가방 안에 있으니까~","10","1","1","0","0","0"
"1009807053","1009807","91","0","","","","","","",""
"1009807054","1009807","3","102011","lsv_idle_normal_joyR","1","","","0.2","",""
"1009807055","1009807","3","103611","lsv_talk_arm_crossed2","0","lsv_talk_arm_crossed_loop2","1","0","0.2",""
"1009807056","1009807","21","vo_lsv","vo_lsv_0727","0","0","","","",""
"1009807057","1009807","11","103611","나는 딱히 아무렇지 않지만…\n조금 좁을지도 모르겠네.\n…당신은 어떻게 생각하나요?","10","1","1","0","0","0"
"1009807058","1009807","91","0","","","","","","",""
"1009807059","1009807","3","103611","lsv_idle_arm_crossed","1","","","0.2","",""
"1009807060","1009807","3","102011","lsv_choice","0","lsv_look_idle_normal","1","0","0.2",""
"1009807061","1009807","3","100411","lsv_choice","0","lsv_look_idle_normal","1","0","0.2",""
"1009807062","1009807","3","103611","lsv_choice","0","lsv_look_idle_normal","1","0","0.2",""
"1009807063","1009807","93","0.1","0","","","","","",""
"1009807064","1009807","2","102011","-452","-235","0.33","2","","0.2",""
"1009807065","1009807","2","100411","420","-220","0.33","2","","0.2",""
"1009807066","1009807","2","103611","545","-250","0.33","2","","0.2",""
"1009807067","1009807","22","0","0","1","","","0.2","",""
"1009807068","1009807","103","수영장 가방 그대로 괜찮아","1009807071","0","","","","",""
"1009807069","1009807","103","바구니가 좋을지도","1009807095","0","","","","",""
"1009807070","1009807","103","배낭은 어때?","1009807119","0","","","","",""
"1009807071","1009807","3","102011","lsv_choice","0","lsv_idle_normal","1","0","0.2",""
"1009807072","1009807","3","100411","lsv_choice","0","lsv_idle_normal","1","0","0.2",""
"1009807073","1009807","3","103611","lsv_choice","0","lsv_look_idle_normal","1","0","0.2",""
"1009807074","1009807","93","0.1","0","","","","","",""
"1009807075","1009807","2","102011","-200","-235","0.33","2","","0.2",""
"1009807076","1009807","2","100411","100","-220","0.33","2","","0.2",""
"1009807077","1009807","2","103611","270","-250","0.33","2","","0.2",""
"1009807078","1009807","93","0.7","0","","","","","",""
"1009807079","1009807","3","103611","lsv_look_idle_sad","1","","","0.2","",""
"1009807080","1009807","21","vo_lsv","vo_lsv_0728","0","0","","","",""
"1009807081","1009807","11","103611","그, 그런가요?\n뭐, 당신이 그렇게 말한다면…\n이대로 괜찮을지도 모르겠네요.","10","1","1","0","0","0"
"1009807082","1009807","91","0","","","","","","",""
"1009807083","1009807","3","103611","lsv_idle_normal","1","","","0.2","",""
"1009807084","1009807","3","100411","lsv_talk_wish_surprise","1","","","0.2","",""
"1009807085","1009807","21","vo_lsv","vo_lsv_0729","0","0","","","",""
"1009807086","1009807","11","100411","확실히, 뮤뮤는 밤에도\n수영장 가방에서 자니까.\n바꾸지 않는 게 좋으려나.","10","1","1","0","0","0"
"1009807087","1009807","91","0","","","","","","",""
"1009807088","1009807","3","100411","lsv_idle_wish","1","","","0.2","",""
"1009807089","1009807","3","102011","lsv_talk_normal","1","","","0.2","",""
"1009807090","1009807","21","vo_lsv","vo_lsv_0730","0","0","","","",""
"1009807091","1009807","11","102011","그리고 껴안을 때는\n교대로 하는 것도♪","10","1","1","0","0","0"
"1009807092","1009807","91","0","","","","","","",""
"1009807093","1009807","3","102011","lsv_idle_normal","1","","","0.2","",""
"1009807094","1009807","101","1009807143","","","","","","",""
"1009807095","1009807","3","102011","lsv_choice","0","lsv_idle_normal","1","0","0.2",""
"1009807096","1009807","3","100411","lsv_choice","0","lsv_idle_normal","1","0","0.2",""
"1009807097","1009807","3","103611","lsv_choice","0","lsv_idle_normal","1","0","0.2",""
"1009807098","1009807","93","0.1","0","","","","","",""
"1009807099","1009807","2","102011","-200","-235","0.33","2","","0.2",""
"1009807100","1009807","2","100411","100","-220","0.33","2","","0.2",""
"1009807101","1009807","2","103611","270","-250","0.33","2","","0.2",""
"1009807102","1009807","93","0.7","0","","","","","",""
"1009807103","1009807","3","102011","lsv_talk_surprise_talkjoy","1","","","0.2","",""
"1009807104","1009807","21","vo_lsv","vo_lsv_0731","0","0","","","",""
"1009807105","1009807","11","102011","바구니라면\n요람처럼 되어서\n뮤뮤도 기분 좋을지도♪","10","1","1","0","0","0"
"1009807106","1009807","91","0","","","","","","",""
"1009807107","1009807","3","102011","lsv_idle_surprise_joy","1","","","0.2","",""
"1009807108","1009807","3","103611","lsv_talk_sad","1","","","0.2","",""
"1009807109","1009807","21","vo_lsv","vo_lsv_0732","0","0","","","",""
"1009807110","1009807","11","103611","으~음… 제대로 들지 않으면\n흔들흔들 너무 흔들려서\n멀미 날지도 모르는데?","10","1","1","0","0","0"
"1009807111","1009807","91","0","","","","","","",""
"1009807112","1009807","3","103611","lsv_idle_sad_normal","1","","","0.2","",""
"1009807113","1009807","3","100411","lsv_talk_cool_joy","0","lsv_talk_cool_joy_loop","1","0","0.2",""
"1009807114","1009807","21","vo_lsv","vo_lsv_0733","0","0","","","",""
"1009807115","1009807","11","100411","시도만 해보자.\n마음에 안 들어 하는 것 같으면,\n수영장 가방을 그대로 써도 되니까♪","10","1","1","0","0","0"
"1009807116","1009807","91","0","","","","","","",""
"1009807117","1009807","3","100411","lsv_idle_cool","1","","","0.2","",""
"1009807118","1009807","101","1009807143","","","","","","",""
"1009807119","1009807","3","102011","lsv_choice","0","lsv_idle_normal","1","0","0.2",""
"1009807120","1009807","3","100411","lsv_choice","0","lsv_idle_normal","1","0","0.2",""
"1009807121","1009807","3","103611","lsv_choice","0","lsv_idle_normal","1","0","0.2",""
"1009807122","1009807","93","0.1","0","","","","","",""
"1009807123","1009807","2","102011","-200","-235","0.33","2","","0.2",""
"1009807124","1009807","2","100411","100","-220","0.33","2","","0.2",""
"1009807125","1009807","2","103611","270","-250","0.33","2","","0.2",""
"1009807126","1009807","93","0.7","0","","","","","",""
"1009807127","1009807","3","100411","lsv_talk_guts2","0","lsv_talk_guts2_loop","1","0","0.2",""
"1009807128","1009807","21","vo_lsv","vo_lsv_0734","0","0","","","",""
"1009807129","1009807","11","100411","업는 것 같은 느낌이겠네!\n그것도 괜찮을지도?","10","1","1","0","0","0"
"1009807130","1009807","91","0","","","","","","",""
