3dbf40f03b6ff2f1c8d9c39a89e6294e956a8d676a490029af30dbd9dd04236b,2710d234cc987095a3ebe5f03b6f1e97f15e250bc8ea7f14531e4e04c4f77e95,e9b0c157c3d862b74bba6c56d8f619d4d6b81ae872f33be9b88362f39ae81421,49c8227d47b570d30c3cdf42248e25a8e32c047da54e0e34b5a2a1133a479cc8,2d6942ce614ff4083d1fd7b411ded838105de61b179754f98421769f95e143b3,b0aa9836d92856e203662ebbbbeb80467055501fe7d57f5e7e0fe3fd47b4db03,c624f8f9ebee422137e0e5759f9cb72e50ce85822b957674d286df8d240ceaf2,81f604810a45520059b868ff08663b7199d04f089dcf72cd08b1311245b669bd,56477a760dd63fa5c66abdd6ab997d5e59c0c272ad28c7e86975f05126ccebb3,836f6c5d3b740f43fc2d788102e1273f0abea5a21f63234a33dc022ac2b728bd,7bad2245517dab1c69b4e3b0f88e65898cd3a3d12c089c8fb7c40dcb22884dd4
"1023501039","1023501","13","102311","870","","","","","",""
"1023501040","1023501","11","102311","저기, 오빠 왜 그래?\n사렌디아 구호원의 모두가\n준비해 준, 내 생일 파티\n정리 중인데?","8","1","1","0","0",""
"1023501041","1023501","91","0","","","","","","",""
"1023501042","1023501","21","vo_adv_1023501","vo_adv_1023501_001","0","0","","","",""
"1023501043","1023501","11","102311","뭐?\n이거, 케이크?\n어째서……!?","7","1","1","0","0",""
"1023501044","1023501","91","0","","","","","","",""
"1023501045","1023501","21","vo_adv_1023501","vo_adv_1023501_002","0","0","","","",""
"1023501046","1023501","11","102311","나와 단둘이서 축하하고 싶었어……?\n오빠도 참…… 에헤헤.\n날, 어엿한 숙녀로\n대해주는구나.","6","1","1","0","0",""
"1023501047","1023501","91","0","","","","","","",""
"1023501048","1023501","21","vo_adv_1023501","vo_adv_1023501_003","0","0","","","",""
"1023501049","1023501","11","102311","평소에는 다 함께 모여\n시끌벅적하게 축하했으니까,\n단둘이라니, 왠지 어른이 된 기분.","7","1","1","0","0",""
"1023501050","1023501","91","0","","","","","","",""
"1023501051","1023501","21","vo_adv_1023501","vo_adv_1023501_004","0","0","","","",""
"1023501052","1023501","11","102311","사렌디아 구호원의 모두에게\n생일 축하한다는\n말을 듣는 것도 굉장히 기쁘지만……","8","1","1","0","0",""
"1023501053","1023501","91","0","","","","","","",""
"1023501054","1023501","21","vo_adv_1023501","vo_adv_1023501_005","0","0","","","",""
"1023501055","1023501","11","102311","이렇게 단둘이 있는 자리에서 들으니까,\n가슴 깊숙한 곳이 왠지 따뜻해지네.\n두근두근하고, 꾸~욱해.\n뭘까, 이상한 기분.","7","1","1","0","0",""
"1023501056","1023501","91","0","","","","","","",""
"1023501057","1023501","21","vo_adv_1023501","vo_adv_1023501_006","0","0","","","",""
"1023501058","1023501","11","102311","고마워, 오빠.\n……저기, 좀 더 응석 부려도 돼?\n오늘만은 오빠를 독점해서,\n실~컷 놀고 싶어……♪","7","1","1","0","0",""
"1023501059","1023501","91","0","","","","","","",""
"1023501060","1023501","31","9","9","0","0","1","1","",""
"1023501061","1023501","131","0","","","","","","",""
"1023501062","1023501","22","0","1","0","0","","","",""
"1023501063","1023501","111","","","","","","","",""
"1023501064","1023501","91","0","","","","","","",""
"1025501001","1025501","1","1","102511","850","400","-220","1.5","1","cmn_talk_def_N"
"1025501002","1025501","31","8","8","0","0","1","1","",""
"1025501003","1025501","31","7","7","0","0","1","1","",""
"1025501004","1025501","31","67","67","0","0","1","1","",""
"1025501005","1025501","31","3","3","0","0","1","1","",""
"1025501006","1025501","31","2","2","0","0","1","1","",""
"1025501007","1025501","31","1","1","0","0","1","1","",""
"1025501008","1025501","31","12","12","0","0","1","0","",""
"1025501009","1025501","3","102511","blb_run_01","1","","","0.3","",""
"1025501010","1025501","2","102511","90","-220","1.3","0","","",""
"1025501011","1025501","25","bgm_M321","bgm_M321_2C","0","0","","","",""
"1025501012","1025501","121","0","0","1.25","1.25","0","0","",""
"1025501013","1025501","32","12","1","0","0","1","1","",""
"1025501014","1025501","23","se_common","se_sys_login_birthday_new_01","0","0","","","",""
"1025501015","1025501","93","1.3","","","","","","",""
"1025501016","1025501","3","102511","blb_stop","0","blb_idle","0","0.05","0.3",""
"1025501017","1025501","2","102511","80","-220","0.25","0","","",""
"1025501018","1025501","93","1.4","","","","","","",""
"1025501019","1025501","121","0","0","1.4","1.4","1","3","",""
"1025501020","1025501","131","1","","","","","","",""
"1025501021","1025501","3","102511","blb_blowout_01","0","blb_idle","1","0.3","0.3",""
"1025501022","1025501","93","0.7","","","","","","",""
"1025501023","1025501","32","12","0","0","0","1","1","",""
"1025501024","1025501","31","13","13","0","0","1","1","",""
"1025501025","1025501","93","0.2","","","","","","",""
"1025501026","1025501","23","se_common","se_sys_login_birthday_blow_candle","0","0","","","",""
"1025501027","1025501","93","1.2","","","","","","",""
"1025501028","1025501","23","se_adv_tickle_02","se_adv_tickle_02","0","0","","","",""
"1025501029","1025501","31","4","4","0","0","1","1","",""
"1025501030","1025501","93","1","","","","","","",""
"1025501031","1025501","23","se_common","se_sys_login_birthday_02","0","0","","","",""
"1025501032","1025501","3","102511","blb_idle","1","","0","0.3","",""
"1025501033","1025501","93","1.05","","","","","","",""
"1025501034","1025501","23","se_common","se_sys_login_birthday_cracker","0","0","","","",""
"1025501035","1025501","31","6","6","0","0","1","1","",""
"1025501036","1025501","3","102511","blb_joy_01","0","blb_wish_01","1","0","",""
"1025501037","1025501","93","2","","","","","","",""
"1025501038","1025501","21","vo_adv_1025501","vo_adv_1025501_000","0","0","","","",""
"1025501039","1025501","13","102511","870","","","","","",""
"1025501040","1025501","11","102511","고고고, 고맙습니다~!\n게다가 이 케이크……\n당신이 직접 만든 건가요!?\n흐아아, 너, 너무 행복해요~!","6","1","1","0","0",""
"1025501041","1025501","91","0","","","","","","",""
"1025501042","1025501","21","vo_adv_1025501","vo_adv_1025501_001","0","0","","","",""
"1025501043","1025501","11","102511","근데, 근데 이런 엄청난\n행복을 받아버리면……\n반동으로 엄청난 실수를 해버리는 건\n아닐까요……!?","7","1","1","0","0",""
"1025501044","1025501","91","0","","","","","","",""
"1025501045","1025501","21","vo_adv_1025501","vo_adv_1025501_002","0","0","","","",""
"1025501046","1025501","11","102511","흐엑? 이런 일도 있지 않을까 싶어서……\n가구랑 가재도구를 보강해뒀다고요!?\n다리에 걸린 만한 것도 철거 완료!?","6","1","1","0","0",""
"1025501047","1025501","91","0","","","","","","",""
"1025501048","1025501","21","vo_adv_1025501","vo_adv_1025501_003","0","0","","","",""
"1025501049","1025501","11","102511","저저저, 저를 축하하기 위해\n그렇게까지 해주다니……!\n너무 감개무량해서 눈물이…… 으윽,\n안 울어요, 안 울 거예요~!","5","1","1","0","0",""
"1025501050","1025501","91","0","","","","","","",""
"1025501051","1025501","21","vo_adv_1025501","vo_adv_1025501_004","0","0","","","",""
"1025501052","1025501","11","102511","모처럼 준비한 음식이\n짜지고 말겠죠!\n에헤헤, 당신이 직접 만든 케이크……\n맛있게 먹을게요~!","6","1","1","0","0",""
"1025501053","1025501","91","0","","","","","","",""
"1025501054","1025501","31","9","9","0","0","1","1","",""
"1025501055","1025501","131","0","","","","","","",""
"1025501056","1025501","22","0","1","0","0","","","",""
"1025501057","1025501","111","","","","","","","",""
"1025501058","1025501","91","0","","","","","","",""
"1026501001","1026501","1","1","102611","850","400","-220","1.5","1","cmn_talk_def_N"
"1026501002","1026501","31","8","8","0","0","1","1","",""
"1026501003","1026501","31","7","7","0","0","1","1","",""
"1026501004","1026501","31","70","70","0","0","1","1","",""
"1026501005","1026501","31","3","3","0","0","1","1","",""
"1026501006","1026501","31","2","2","0","0","1","1","",""
"1026501007","1026501","31","1","1","0","0","1","1","",""
"1026501008","1026501","31","12","12","0","0","1","0","",""
"1026501009","1026501","3","102611","blb_run_01","1","","","0.3","",""
"1026501010","1026501","2","102611","90","-220","1.3","0","","",""
"1026501011","1026501","25","bgm_M321","bgm_M321_2C","0","0","","","",""
"1026501012","1026501","121","0","0","1.25","1.25","0","0","",""
"1026501013","1026501","32","12","1","0","0","1","1","",""
"1026501014","1026501","23","se_common","se_sys_login_birthday_new_01","0","0","","","",""
"1026501015","1026501","93","1.3","","","","","","",""
"1026501016","1026501","3","102611","blb_stop","0","blb_idle","0","0.05","0.3",""
"1026501017","1026501","2","102611","80","-220","0.25","0","","",""
"1026501018","1026501","93","1.4","","","","","","",""
"1026501019","1026501","121","0","0","1.4","1.4","1","3","",""
"1026501020","1026501","131","1","","","","","","",""
"1026501021","1026501","3","102611","blb_blowout_03","0","blb_idle_02","1","0.3","0.3",""
"1026501022","1026501","93","0.7","","","","","","",""
"1026501023","1026501","32","12","0","0","0","1","1","",""
"1026501024","1026501","31","13","13","0","0","1","1","",""
"1026501025","1026501","93","0.2","","","","","","",""
"1026501026","1026501","23","se_common","se_sys_login_birthday_blow_candle","0","0","","","",""
"1026501027","1026501","93","1.2","","","","","","",""
"1026501028","1026501","23","se_adv_tickle_02","se_adv_tickle_02","0","0","","","",""
"1026501029","1026501","31","4","4","0","0","1","1","",""
"1026501030","1026501","93","1","","","","","","",""
"1026501031","1026501","23","se_common","se_sys_login_birthday_02","0","0","","","",""
"1026501032","1026501","3","102611","blb_idle_02","1","","0","0.3","",""
"1026501033","1026501","93","1.05","","","","","","",""
"1026501034","1026501","23","se_common","se_sys_login_birthday_cracker","0","0","","","",""
"1026501035","1026501","31","6","6","0","0","1","1","",""
"1026501036","1026501","3","102611","blb_joy_05","0","blb_wish_05","1","0","",""
"1026501037","1026501","93","2","","","","","","",""
"1026501038","1026501","21","vo_adv_1026501","vo_adv_1026501_000","0","0","","","",""
"1026501039","1026501","13","102611","870","","","","","",""
"1026501040","1026501","11","102611","갑자기 불러내길래 무슨 일인가 했는데\n설마 케이크를 준비해 주다니\n내가 기뻐할 만한 일을 하네.","6","1","1","0","0",""
"1026501041","1026501","91","0","","","","","","",""
"1026501042","1026501","21","vo_adv_1026501","vo_adv_1026501_001","0","0","","","",""
"1026501043","1026501","11","102611","이 케이크, 혹시\n네가 직접 만든 거야? 우하아~ 진짜냐고.\n너 너무 열심히 하는 거 아냐?\n그래도 고마워.","5","1","1","0","0",""
"1026501044","1026501","91","0","","","","","","",""
"1026501045","1026501","21","vo_adv_1026501","vo_adv_1026501_002","0","0","","","",""
"1026501046","1026501","11","102611","이렇게까지 해줬는데\n귀찮아하고 있을 때가 아니지.\n한껏 즐기지 않으면 너한테\n실례가 될 테니까.","7","1","1","0","0",""
"1026501047","1026501","91","0","","","","","","",""
"1026501048","1026501","21","vo_adv_1026501","vo_adv_1026501_003","0","0","","","",""
"1026501049","1026501","11","102611","그럼 케이크 먹으면서\n게임이라도 할래?\n아껴뒀던 도토리랑 팥빵도\n꺼내올까.","7","1","1","0","0",""
"1026501050","1026501","91","0","","","","","","",""
"1026501051","1026501","21","vo_adv_1026501","vo_adv_1026501_004","0","0","","","",""
"1026501052","1026501","11","102611","나를 의욕 넘치게 만든 이상\n너도 책임지고\n같이 즐겨줘야 해.\n자, 파티 시작이다~!","6","1","1","0","0",""
"1026501053","1026501","91","0","","","","","","",""
"1026501054","1026501","31","9","9","0","0","1","1","",""
"1026501055","1026501","131","0","","","","","","",""
"1026501056","1026501","22","0","1","0","0","","","",""
"1026501057","1026501","111","","","","","","","",""
"1026501058","1026501","91","0","","","","","","",""
"1027501001","1027501","1","1","102711","850","400","-220","1.5","1","cmn_talk_def_N"
"1027501002","1027501","31","8","8","0","0","1","1","",""
"1027501003","1027501","31","7","7","0","0","1","1","",""
"1027501004","1027501","31","38","38","0","0","1","1","",""
"1027501005","1027501","31","3","3","0","0","1","1","",""
"1027501006","1027501","31","2","2","0","0","1","1","",""
"1027501007","1027501","31","1","1","0","0","1","1","",""
"1027501008","1027501","31","12","12","0","0","1","0","",""
"1027501009","1027501","3","102711","blb_run_01","1","","","0.3","",""
"1027501010","1027501","2","102711","90","-220","1.3","0","","",""
"1027501011","1027501","25","bgm_M321","bgm_M321_2C","0","0","","","",""
"1027501012","1027501","121","0","0","1.25","1.25","0","0","",""
"1027501013","1027501","32","12","1","0","0","1","1","",""
"1027501014","1027501","23","se_common","se_sys_login_birthday_new_01","0","0","","","",""
"1027501015","1027501","93","1.3","","","","","","",""
"1027501016","1027501","3","102711","blb_stop","0","blb_idle","0","0.05","0.3",""
"1027501017","1027501","2","102711","80","-220","0.25","0","","",""
"1027501018","1027501","93","1.4","","","","","","",""
"1027501019","1027501","121","0","0","1.4","1.4","1","3","",""
"1027501020","1027501","131","1","","","","","","",""
"1027501021","1027501","3","102711","blb_blowout_03","0","blb_idle_02","1","0.3","0.3",""
"1027501022","1027501","93","0.7","","","","","","",""
"1027501023","1027501","32","12","0","0","0","1","1","",""
"1027501024","1027501","31","13","13","0","0","1","1","",""
"1027501025","1027501","93","0.2","","","","","","",""
"1027501026","1027501","23","se_common","se_sys_login_birthday_blow_candle","0","0","","","",""
"1027501027","1027501","93","1.2","","","","","","",""
"1027501028","1027501","23","se_adv_tickle_02","se_adv_tickle_02","0","0","","","",""
"1027501029","1027501","31","4","4","0","0","1","1","",""
"1027501030","1027501","93","1","","","","","","",""
"1027501031","1027501","23","se_common","se_sys_login_birthday_02","0","0","","","",""
"1027501032","1027501","3","102711","blb_idle_02","1","","0","0.3","",""
"1027501033","1027501","93","1.05","","","","","","",""
"1027501034","1027501","23","se_common","se_sys_login_birthday_cracker","0","0","","","",""
"1027501035","1027501","31","6","6","0","0","1","1","",""
"1027501036","1027501","3","102711","blb_joy_04","0","blb_wish_04","1","0","",""
"1027501037","1027501","93","2","","","","","","",""
"1027501038","1027501","21","vo_adv_1027501","vo_adv_1027501_000","0","0","","","",""
"1027501039","1027501","13","102711","870","","","","","",""
"1027501040","1027501","11","102711","이건…… 제 생일 축하……?\n세상에……! 세상에……!!!\n당신의 뜨거운 마음이 느껴져요.\n아아. 정말 기뻐……!","4","1","1","0","0",""
"1027501041","1027501","91","0","","","","","","",""
"1027501042","1027501","21","vo_adv_1027501","vo_adv_1027501_001","0","0","","","",""
"1027501043","1027501","11","102711","이 케이크도 당신이……\n바로 함께 맛을 보지 않으실래요?\n모처럼 축하해 주셨으니까요.\n당신과 함께 즐기고 싶어요.","5","1","1","0","0",""
"1027501044","1027501","91","0","","","","","","",""
"1027501045","1027501","21","vo_adv_1027501","vo_adv_1027501_002","0","0","","","",""
"1027501046","1027501","11","102711","그럼, 제가 자를게요.\n이건, 당신의 몫.\n……쿡쿡.\n이쪽 케이크에는, 이 약을 한 방울……","5","1","1","0","0",""
"1027501047","1027501","91","0","","","","","","",""
"1027501048","1027501","21","vo_adv_1027501","vo_adv_1027501_003","0","0","","","",""
"1027501049","1027501","11","102711","어머, 창백한 얼굴을 하고, 무슨 일이신가요?\n괜찮아요, 하나도 무섭지 않아요.\n한입 드시면, 지금보다 더\n저를 향한 마음이 불타오를 뿐이니까요.","5","1","1","0","0",""
"1027501050","1027501","91","0","","","","","","",""
"1027501051","1027501","21","vo_adv_1027501","vo_adv_1027501_004","0","0","","","",""
"1027501052","1027501","11","102711","후후후. 도망쳐도 헛수고랍니다.\n활활 불타오르는 사랑의 불꽃은\n절대 두 사람을 놓지 않을 테니까요.\n쿡쿡…… 쿡쿡쿡쿡.","5","1","1","0","0",""
